episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,1491.8198386618901,134,6347.0,20,20,0,0.0,0.8819914920434851,0.12338277
2,1453.8307680609807,134,6302.0,20,20,0,0.0,0.9150534221940125,0.1161167
3,1433.440574776938,134,6272.0,20,20,0,0.0,0.8178677721088435,0.25352603
4,1432.9455335292341,134,6287.0,20,20,0,0.0,0.9185090928370712,0.111221164
5,1416.8109959100916,134,6282.0,20,20,0,0.0,0.894937917860554,0.14410126
6,1514.5648264102986,134,6277.0,20,20,0,0.0,0.8497158940045669,0.20159489
7,1414.6512806824394,134,6362.0,20,20,0,0.0,0.901760452687834,0.12970755
8,1472.485729654118,134,6257.0,20,20,0,0.0,0.9506685845186724,0.058407575
9,1440.90612344442,134,6192.0,20,20,0,0.0,0.8857665805340224,0.13307364
10,1403.6696060620911,134,6307.0,20,20,0,0.0,0.8336240156439935,0.20661435
11,1336.5080847659954,134,6327.0,20,20,0,0.0,0.9098045413834888,0.121460676
12,1435.171437241146,134,6272.0,20,20,0,0.0,0.7948022959183674,0.28256172
13,1497.2552983813991,134,6297.0,20,20,0,0.0,0.8946058969879837,0.13906589
14,1406.6902040234418,134,6307.0,20,20,0,0.0,0.8004333808995296,0.26855776
15,1403.888030667613,134,6327.0,20,20,0,0.0,0.9108582266477003,0.12151213
16,1443.9551688641163,134,6262.0,20,20,0,0.0,0.8501543702757373,0.17121953
17,1423.039952992986,134,6327.0,20,20,0,0.0,0.9085401190664348,0.09507209
18,1459.3565586682732,134,6277.0,20,20,0,0.0,0.891083851096596,0.12080347
19,1447.7239942178894,134,6307.0,20,20,0,0.0,0.85275619681835,0.19329636
20,1416.9416187803517,134,6282.0,20,20,0,0.0,0.8247373447946514,0.23768939
21,1489.4118322719232,134,6237.0,20,20,0,0.0,0.9192453636898081,0.08171476
22,1437.4816525348533,134,6262.0,20,20,0,0.0,0.978867241562866,0.01509719
23,1415.5036873491247,134,6197.0,20,20,0,0.0,0.8229250712710451,0.2463254
24,1530.013823653427,134,6257.0,20,20,0,0.0,0.9169996270843322,0.11333622
25,1470.556833798174,134,6257.0,20,20,0,0.0,0.8411911991902402,0.20677157
26,1417.7581553600562,134,6287.0,20,20,0,0.0,0.894968453422406,0.1353737
27,1444.8391328100379,134,6297.0,20,20,0,0.0,0.8639563813456144,0.18614176
28,1428.840739193798,134,6237.0,20,20,0,0.0,0.9734380845491957,0.032063037
29,1455.2577244293554,134,6267.0,20,20,0,0.0,0.833838625605021,0.2104369
30,1378.6475690907062,134,6322.0,20,20,0,0.0,0.8439839713170938,0.2110941
31,1481.173403067082,134,6252.0,20,20,0,0.0,0.8671358498613777,0.14285266
32,1412.0778910952313,134,6227.0,20,20,0,0.0,0.8624805952572132,0.16193093
33,1393.9815601785858,134,6287.0,20,20,0,0.0,0.9352632416096708,0.08358455
34,1422.336818738768,134,6297.0,20,20,0,0.0,0.9363718172674819,0.08454121
35,1519.1063578077446,134,6217.0,20,20,0,0.0,0.9419334083963327,0.07583845
36,1379.843683834663,134,6287.0,20,20,0,0.0,0.8988918933248502,0.11983295
37,1370.2659168752323,134,6277.0,20,20,0,0.0,0.8358557697413839,0.22373937
38,1403.695393248948,134,6297.0,20,20,0,0.0,0.9169445767825949,0.09898387
39,1489.9036523993886,134,6297.0,20,20,0,0.0,0.8869832195225239,0.14277858
40,1465.622275805536,134,6282.0,20,20,0,0.0,0.8494110156001273,0.19621384
41,1377.2426045090176,134,6307.0,20,20,0,0.0,0.8265419375297288,0.23528855
42,1475.491897037931,134,6202.0,20,20,0,0.0,0.9225518649897883,0.089895464
43,1489.6686553196384,134,6312.0,20,20,0,0.0,0.8579425433037601,0.19588004
44,1384.5571341964662,134,6302.0,20,20,0,0.0,0.8968581402729292,0.13830495
45,1406.3184813461003,134,6257.0,20,20,0,0.0,0.909115124394012,0.118505254
46,1453.8920575291047,134,6262.0,20,20,0,0.0,0.8764505482806345,0.15635554
47,1394.8167100440778,134,6247.0,20,20,0,0.0,0.8390160610426338,0.21411557
48,1463.1509657340785,134,6242.0,20,20,0,0.0,0.866175371141728,0.1836216
49,1373.5317714399253,134,6252.0,20,20,0,0.0,0.8133397312859885,0.24379288
50,1464.7691806059659,134,6307.0,20,20,0,0.0,0.8682416362771523,0.17623049
