episode,step,job_idx,completion_time,deadline_met
1,36,8,1811.0,False
1,37,10,1860.0,False
1,42,4,2125.0,False
1,48,17,2439.0,False
1,52,12,2637.0,False
1,65,5,3210.0,False
1,70,15,3429.0,False
1,81,6,3927.0,False
1,84,11,4058.0,False
1,91,18,4359.0,False
1,99,2,4797.0,False
1,103,7,5004.0,False
1,107,9,5151.0,False
1,110,13,5272.0,False
1,118,1,5609.0,False
1,121,3,5741.0,False
1,126,0,5930.0,False
1,129,19,6076.0,False
1,131,14,6178.0,False
1,134,16,6347.0,False
2,29,16,1454.0,False
2,38,0,1886.0,False
2,53,5,2619.0,False
2,58,8,2878.0,False
2,61,6,3007.0,False
2,75,3,3601.0,False
2,78,4,3717.0,False
2,81,2,3828.0,False
2,83,19,3918.0,False
2,88,10,4134.0,False
2,98,15,4581.0,False
2,106,17,5058.0,False
2,111,13,5308.0,False
2,114,7,5443.0,False
2,119,12,5674.0,False
2,124,14,5882.0,False
2,126,9,5962.0,False
2,128,18,6048.0,False
2,130,11,6138.0,False
2,134,1,6302.0,False
3,25,12,1332.0,False
3,37,9,1920.0,False
3,68,5,3374.0,False
3,69,10,3423.0,False
3,72,11,3565.0,False
3,73,3,3601.0,False
3,82,4,3958.0,False
3,93,16,4425.0,False
3,95,17,4528.0,False
3,96,19,4583.0,False
3,98,0,4647.0,False
3,101,6,4790.0,False
3,103,8,4892.0,False
3,116,7,5508.0,False
3,117,2,5538.0,False
3,118,18,5578.0,False
3,128,14,6016.0,False
3,129,15,6066.0,False
3,132,13,6192.0,False
3,134,1,6272.0,False
4,44,0,2205.0,False
4,45,8,2243.0,False
4,52,9,2517.0,False
4,54,5,2618.0,False
4,63,13,3086.0,False
4,71,12,3457.0,False
4,75,14,3629.0,False
4,94,16,4495.0,False
4,95,4,4537.0,False
4,98,11,4661.0,False
4,99,15,4711.0,False
4,107,19,5107.0,False
4,111,10,5339.0,False
4,114,17,5442.0,False
4,120,18,5702.0,False
4,124,2,5868.0,False
4,126,7,5963.0,False
4,129,3,6078.0,False
4,130,6,6123.0,False
4,134,1,6287.0,False
5,42,12,2096.0,False
5,45,3,2244.0,False
5,66,1,3264.0,False
5,74,5,3682.0,False
5,78,7,3852.0,False
5,80,11,3929.0,False
5,84,6,4110.0,False
5,85,13,4151.0,False
5,95,19,4612.0,False
5,108,15,5166.0,False
5,111,10,5331.0,False
