episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,17,J18:OP1,14.607731289884965,22,22.0,0,False,-0.11,0.0,0.0,0.0,0.0,0.0,6.2,9.167731289884966,-0.65,0.0
1,2,8,J9:OP1,2.843475168313483,102,102.0,40,False,-0.51,-10.0,0.0,0.0,0.5,0.0,12.4,18.36120645819845,-3.3000000000000003,0.0
1,3,16,J17:OP1,4.6227856249338934,165,165.0,25,False,-0.825,-16.25,0.0,0.0,0.5,0.0,18.6,27.573992083132342,-7.525,0.0
1,4,1,J2:OP1,3.919835448969227,206,206.0,25,False,-1.03,-22.5,0.0,0.0,0.5,0.0,25.0,36.79882753210157,-12.775,0.0
1,5,16,J17:OP2,12.205552235379276,226,226.0,0,False,-1.1300000000000001,-22.5,0.0,0.0,0.5,0.0,31.2,46.02937976748085,-15.9,0.0
1,6,8,J9:OP2,8.334190694115934,257,257.0,15,False,-1.2850000000000001,-26.25,0.0,0.0,1.0,0.0,37.6,55.26857046159678,-19.8,0.0
1,7,16,J17:OP3,13.790835144603573,291,291.0,0,False,-1.455,-26.25,0.0,0.0,1.0,0.0,43.800000000000004,64.51690560620035,-21.2875,0.0
1,8,16,J17:OP4,8.991368259475205,332,332.0,15,False,-1.6600000000000001,-30.0,0.0,0.0,1.0,0.0,50.00000000000001,73.77577386567556,-23.8,0.0
1,9,12,J13:OP1,2.311430091810985,413,413.0,40,False,-2.0650000000000004,-40.0,0.0,0.0,1.0,0.0,56.400000000000006,83.05470395748654,-26.762500000000003,0.0
1,10,1,J2:OP2,9.970760098019753,438,438.0,15,False,-2.1900000000000004,-43.75,0.0,0.0,1.0,0.0,62.60000000000001,92.33796405550629,-28.400000000000002,0.0
1,11,10,J11:OP1,2.2419357786517007,509,509.0,40,False,-2.5450000000000004,-53.75,0.0,0.0,1.0,0.0,69.00000000000001,101.63489983415799,-31.500000000000004,0.0
1,12,16,J17:OP5,8.919748591325195,574,574.0,15,False,-2.8700000000000006,-57.5,0.0,0.0,1.0,0.0,75.20000000000002,110.94214842548318,-34.0125,0.0
1,13,16,J17:OP6,8.43304199521933,643,643.0,10,False,-3.2150000000000007,-60.0,0.0,0.0,1.0,0.0,81.40000000000002,120.25769042070252,-38.25,0.0
1,14,14,J15:OP1,1.5727669795587271,706,706.0,40,False,-3.5300000000000007,-70.0,0.0,0.0,1.5,0.0,87.60000000000002,129.58295740026125,-42.3875,0.0
1,15,16,J17:OP7,52.771680470416904,741,741.0,10,True,-3.7050000000000005,-72.5,20.0,24.0,1.5,0.0,94.00000000000003,138.90463787067816,-46.6625,0.0
1,16,14,J15:OP2,9.7999673046133,774,774.0,20,False,-3.8700000000000006,-77.5,20.0,24.0,2.0,0.0,100.40000000000003,148.23210517529145,-47.925000000000004,0.0
