episode,step,job_idx,completion_time,deadline_met
1,15,16,741.0,False
1,23,17,1120.0,False
1,62,4,2984.0,False
1,66,14,3179.0,False
1,67,8,3217.0,False
1,78,0,3691.0,False
1,81,10,3851.0,False
1,82,9,3883.0,False
1,84,1,3965.0,False
1,91,6,4287.0,False
1,94,3,4405.0,False
1,98,11,4614.0,False
1,112,7,5267.0,False
1,117,13,5489.0,False
1,118,2,5519.0,False
1,119,12,5587.0,False
1,126,5,5927.0,False
1,129,18,6065.0,False
1,133,19,6232.0,False
1,134,15,6282.0,False
2,33,17,1630.0,False
2,53,16,2539.0,False
2,55,8,2603.0,False
2,63,14,2947.0,False
2,65,10,3041.0,False
2,67,9,3108.0,False
2,82,13,3796.0,False
2,83,4,3838.0,False
2,88,3,4047.0,False
2,89,1,4083.0,False
2,98,0,4467.0,False
2,104,6,4789.0,False
2,112,19,5226.0,False
2,117,12,5453.0,False
2,119,15,5545.0,False
2,122,7,5664.0,False
2,124,18,5750.0,False
2,131,2,6101.0,False
2,133,5,6205.0,False
2,134,11,6247.0,False
3,43,14,2106.0,False
3,46,17,2268.0,False
3,52,16,2580.0,False
3,53,8,2613.0,False
3,58,13,2832.0,False
3,69,10,3263.0,False
3,80,3,3745.0,False
3,86,9,3990.0,False
3,89,1,4176.0,False
3,90,4,4218.0,False
3,99,6,4574.0,False
3,105,0,4846.0,False
3,107,5,4975.0,False
3,110,12,5135.0,False
3,111,15,5185.0,False
3,122,7,5734.0,False
3,125,19,5865.0,False
3,129,18,6048.0,False
3,132,11,6181.0,False
3,134,2,6252.0,False
4,42,16,2013.0,False
4,46,10,2184.0,False
4,49,3,2312.0,False
4,52,17,2455.0,False
4,57,14,2703.0,False
4,66,8,3107.0,False
4,68,13,3224.0,False
4,74,1,3482.0,False
4,84,5,4036.0,False
4,90,11,4382.0,False
4,96,19,4635.0,False
4,103,15,4936.0,False
4,106,9,5048.0,False
4,109,2,5157.0,False
4,117,0,5509.0,False
4,124,18,5808.0,False
4,126,7,5922.0,False
4,131,12,6135.0,False
4,132,6,6180.0,False
4,134,4,6272.0,False
5,33,17,1581.0,False
5,43,16,2114.0,False
5,57,3,2778.0,False
5,64,10,3091.0,False
5,66,13,3182.0,False
5,68,1,3263.0,False
5,69,8,3296.0,False
5,76,14,3611.0,False
5,89,15,4213.0,False
5,92,6,4328.0,False
5,109,4,5171.0,False
5,111,11,5276.0,False
5,115,5,5461.0,False
5,119,18,5618.0,False
5,122,9,5722.0,False
5,125,12,5883.0,False
5,129,7,6110.0,False
5,130,19,6160.0,False
5,131,2,6190.0,False
5,134,0,6302.0,False
6,33,3,1616.0,False
6,43,14,2111.0,False
6,50,8,2453.0,False
6,53,16,2573.0,False
6,54,1,2604.0,False
6,61,17,2929.0,False
6,78,13,3751.0,False
6,81,2,3890.0,False
6,88,15,4173.0,False
6,101,10,4754.0,False
6,105,18,4915.0,False
6,106,7,4965.0,False
6,110,11,5101.0,False
6,111,9,5133.0,False
6,112,6,5173.0,False
6,115,19,5296.0,False
6,123,5,5752.0,False
6,127,0,5904.0,False
6,131,4,6074.0,False
6,134,12,6252.0,False
7,37,3,1872.0,False
7,41,15,2064.0,False
7,49,16,2504.0,False
7,53,14,2677.0,False
7,68,13,3351.0,False
7,69,1,3387.0,False
7,70,11,3429.0,False
7,83,2,4063.0,False
7,87,8,4219.0,False
7,91,7,4432.0,False
7,93,17,4503.0,False
7,96,9,4603.0,False
7,109,12,5212.0,False
7,113,10,5393.0,False
7,117,6,5579.0,False
7,119,0,5653.0,False
7,126,5,5969.0,False
7,128,19,6057.0,False
7,132,18,6215.0,False
7,134,4,6307.0,False
8,38,15,1829.0,False
8,41,3,1945.0,False
8,49,16,2305.0,False
8,53,14,2502.0,False
8,55,8,2620.0,False
8,58,1,2743.0,False
8,71,17,3394.0,False
8,79,7,3818.0,False
8,81,13,3890.0,False
8,90,9,4284.0,False
8,99,5,4740.0,False
8,104,2,4960.0,False
8,110,12,5253.0,False
8,113,10,5387.0,False
8,119,11,5658.0,False
8,123,0,5802.0,False
8,130,18,6070.0,False
8,131,19,6120.0,False
8,132,6,6165.0,False
8,134,4,6257.0,False
9,33,17,1637.0,False
9,35,8,1718.0,False
9,38,3,1874.0,False
9,44,14,2125.0,False
9,56,15,2661.0,False
9,65,16,3088.0,False
9,82,1,3885.0,False
9,89,9,4232.0,False
9,91,13,4341.0,False
9,103,6,4903.0,False
9,106,7,5044.0,False
9,107,12,5112.0,False
9,109,11,5210.0,False
9,113,10,5384.0,False
9,115,5,5477.0,False
9,121,2,5705.0,False
9,123,19,5805.0,False
9,126,4,5927.0,False
9,128,0,5999.0,False
9,134,18,6237.0,False
10,31,3,1482.0,False
10,45,8,2215.0,False
10,48,14,2356.0,False
10,52,17,2495.0,False
10,56,1,2731.0,False
10,77,15,3719.0,False
10,78,16,3759.0,False
10,81,7,3908.0,False
10,93,9,4390.0,False
10,99,2,4634.0,False
10,101,13,4712.0,False
10,108,10,5046.0,False
10,111,11,5176.0,False
10,114,6,5304.0,False
10,119,4,5548.0,False
10,121,0,5625.0,False
10,124,5,5793.0,False
10,126,12,5917.0,False
10,131,19,6114.0,False
10,134,18,6232.0,False
