episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,-88.44517238488912,134,6282,20,20,0,0.0,0.938872970391595,0.0808839300156294
2,-807.5751398104051,134,6247,20,20,0,0.0,0.907102075662985,0.12665320967297783
3,-554.3902338063131,134,6252,20,20,0,0.0,0.8969396459799531,0.11402352630445725
4,-713.9722275586834,134,6272,20,20,0,0.0,0.8874893707482994,0.14394512779972132
5,-734.3142060070604,134,6302,20,20,0,0.0,0.9098169893155612,0.11198359141881213
6,-594.61688458667,134,6252,20,20,0,0.0,0.9640115163147792,0.04343211726667234
7,-662.2366027933451,134,6307,20,20,0,0.0,0.933882987157127,0.06744504711976351
8,-504.31327807129526,134,6257,20,20,0,0.0,0.9265356134462736,0.08886261613031106
9,-702.8993941457676,134,6237,20,20,0,0.0,0.9774998663887553,0.017714412426755578
10,-662.8144870318162,134,6232,20,20,0,0.0,0.9191805733846812,0.10120283827160642
