episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_timeliness_reward,reward_machine_idle_penalty
1,1,4,J5:OP1,7.992326654751038,36,36.0,0,False,-0.18,0.0,0.0,0.0,0.0,0.0,9.172326654751037,-1.0
1,2,15,J16:OP1,-3.7861526775709304,102,102.0,40,False,-0.51,-10.0,0.0,0.0,0.0,0.0,18.366173977180107,-3.6500000000000004
1,3,12,J13:OP1,-5.861418372528456,183,183.0,40,False,-0.915,-20.0,0.0,0.0,0.0,0.0,27.58475560465165,-8.325
1,4,4,J5:OP2,6.435018464202926,198,198.0,0,False,-0.99,-20.0,0.0,0.0,0.0,0.0,36.807274068854575,-11.0375
1,5,19,J20:OP1,-5.050501968663463,257,257.0,40,False,-1.285,-30.0,0.0,0.0,0.0,0.0,46.051772100191116,-15.0375
1,6,4,J5:OP3,7.758449467835654,282,282.0,0,False,-1.41,-30.0,0.0,0.0,0.0,0.0,55.29772156802677,-16.4
1,7,17,J18:OP1,0.5481167836927061,329,329.0,25,False,-1.645,-36.25,0.0,0.0,0.0,0.0,64.55583835171947,-18.625
1,8,4,J5:OP4,2.629185200091814,364,364.0,20,False,-1.82,-41.25,0.0,0.0,0.0,0.0,73.82252355181129,-20.0875
1,9,8,J9:OP1,-3.6404951854997503,444,444.0,40,False,-2.22,-51.25,0.0,0.0,0.5,0.0,83.10702836631154,-23.112499999999997
1,10,8,J9:OP2,1.6366348318870698,480,480.0,20,False,-2.4000000000000004,-56.25,0.0,0.0,1.0,0.0,92.3986631981986,-26.0875
1,11,15,J16:OP2,0.27485979102585434,515,515.0,20,False,-2.575,-61.25,0.0,0.0,1.0,0.0,101.69852298922446,-29.9375
1,12,19,J20:OP2,-0.8832145035444219,560,560.0,20,False,-2.8000000000000003,-66.25,0.0,0.0,1.0,0.0,111.01530848568004,-34.9125
