episode,step,job_idx,completion_time,deadline_met
1,21,4,982.0,False
1,28,8,1289.0,False
1,32,19,1489.0,False
1,35,12,1663.0,False
1,46,15,2174.0,False
1,51,1,2404.0,False
1,63,18,2977.0,False
1,67,17,3169.0,False
1,68,5,3225.0,False
1,80,16,3869.0,False
1,106,14,5131.0,False
1,108,2,5198.0,False
1,118,13,5608.0,False
1,119,7,5653.0,False
1,120,6,5698.0,False
1,126,10,5955.0,False
1,127,11,5997.0,False
1,131,9,6132.0,False
1,132,3,6173.0,False
1,134,0,6247.0,False
2,24,19,1226.0,False
2,38,8,1909.0,False
2,46,4,2291.0,False
2,52,15,2551.0,False
2,63,10,3073.0,False
2,72,12,3585.0,False
2,78,17,3837.0,False
2,81,2,3946.0,False
2,86,5,4241.0,False
2,88,16,4350.0,False
2,89,14,4411.0,False
2,97,7,4777.0,False
2,100,1,4889.0,False
2,109,18,5262.0,False
2,110,0,5294.0,False
2,121,11,5780.0,False
2,124,3,5894.0,False
2,125,6,5939.0,False
2,131,13,6191.0,False
2,134,9,6287.0,False
3,32,19,1629.0,False
3,35,4,1756.0,False
3,52,12,2627.0,False
3,58,15,2922.0,False
3,61,17,3037.0,False
3,66,8,3237.0,False
3,68,10,3355.0,False
3,73,16,3585.0,False
3,75,2,3651.0,False
3,88,7,4267.0,False
3,95,5,4589.0,False
3,97,14,4682.0,False
3,105,1,5037.0,False
3,111,18,5331.0,False
3,122,13,5767.0,False
3,123,3,5808.0,False
3,124,0,5840.0,False
3,128,6,5991.0,False
3,129,9,6018.0,False
3,134,11,6257.0,False
