episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,1464.9969836457153,134,6312.0,20,20,0,0.0,0.8669202,0.17668073
2,1428.773623040312,134,6257.0,20,20,0,0.0,0.9525332,0.0497587
3,1501.5461802075918,134,6217.0,20,20,0,0.0,0.9265455,0.07248734
4,1443.864158308499,134,6277.0,20,20,0,0.0,0.8575222,0.19745255
5,1477.148526181805,134,6297.0,20,20,0,0.0,0.8597745,0.1805317
6,1423.353631986718,134,6277.0,20,20,0,0.0,0.89384526,0.14553124
7,1400.6905629147316,134,6312.0,20,20,0,0.0,0.80476344,0.25337946
8,1515.864105814833,134,6257.0,20,20,0,0.0,0.9082627,0.12346157
9,1422.3682678237133,134,6292.0,20,20,0,0.0,0.8732253,0.14188392
10,1467.126479895588,134,6207.0,20,20,0,0.0,0.87610763,0.16162193
