episode,step,job_idx,completion_time,deadline_met
1,36,18,1700.0,False
1,39,6,1858.0,False
1,53,1,2514.0,False
1,61,2,2888.0,False
1,73,4,3426.0,False
1,75,9,3534.0,False
1,77,7,3634.0,False
1,78,19,3689.0,False
1,81,10,3816.0,False
1,93,14,4375.0,False
1,100,5,4770.0,False
1,106,17,5048.0,False
1,109,13,5178.0,False
1,118,11,5580.0,False
1,119,8,5613.0,False
1,120,12,5681.0,False
1,123,0,5804.0,False
1,129,3,6052.0,False
1,132,15,6208.0,False
1,134,16,6312.0,False
2,57,6,2804.0,False
2,60,7,2977.0,False
2,62,18,3063.0,False
2,79,1,3795.0,False
2,84,5,4022.0,False
2,86,2,4091.0,False
2,88,15,4181.0,False
2,93,8,4400.0,False
2,95,14,4517.0,False
2,97,12,4625.0,False
2,101,0,4789.0,False
2,107,10,5040.0,False
2,109,4,5126.0,False
2,110,11,5163.0,False
2,114,19,5375.0,False
2,115,17,5408.0,False
2,121,13,5694.0,False
2,128,16,6052.0,False
2,129,3,6093.0,False
2,134,9,6257.0,False
3,16,9,648.0,False
3,41,13,1894.0,False
3,55,10,2546.0,False
3,65,17,3040.0,False
3,84,7,3910.0,False
3,90,6,4165.0,False
3,94,0,4375.0,False
3,95,12,4443.0,False
3,96,1,4479.0,False
3,97,19,4534.0,False
3,98,4,4576.0,False
3,103,18,4794.0,False
3,106,8,4908.0,False
3,112,2,5177.0,False
3,117,14,5416.0,False
3,119,11,5531.0,False
3,120,5,5587.0,False
3,128,15,5917.0,False
3,129,3,5958.0,False
3,134,16,6217.0,False
4,23,16,1103.0,False
4,25,15,1225.0,False
4,43,7,2161.0,False
4,62,3,3079.0,False
4,87,13,4220.0,False
4,91,11,4426.0,False
4,102,14,4949.0,False
4,104,4,5023.0,False
4,107,8,5159.0,False
4,108,9,5191.0,False
4,109,12,5259.0,False
4,110,5,5315.0,False
4,111,17,5348.0,False
4,118,19,5642.0,False
4,123,2,5832.0,False
4,128,0,6017.0,False
4,130,6,6103.0,False
4,131,18,6148.0,False
4,132,10,6197.0,False
4,134,1,6277.0,False
5,27,18,1308.0,False
5,50,5,2428.0,False
5,51,0,2460.0,False
5,58,1,2805.0,False
5,77,16,3750.0,False
5,79,17,3842.0,False
5,82,12,3995.0,False
5,84,15,4081.0,False
5,101,4,4839.0,False
5,105,2,4994.0,False
5,106,11,5036.0,False
5,109,3,5173.0,False
5,117,6,5531.0,False
5,119,9,5606.0,False
5,121,7,5720.0,False
5,126,8,5948.0,False
5,128,14,6049.0,False
5,130,19,6136.0,False
5,133,13,6253.0,False
5,134,10,6297.0,False
6,69,19,3299.0,False
6,76,13,3652.0,False
6,78,14,3778.0,False
6,79,8,3816.0,False
6,83,1,3970.0,False
6,86,0,4110.0,False
6,87,5,4166.0,False
6,88,2,4196.0,False
6,89,6,4241.0,False
6,96,12,4581.0,False
6,102,7,4855.0,False
6,103,15,4905.0,False
6,106,18,5030.0,False
6,115,16,5461.0,False
6,120,17,5704.0,False
6,125,11,5905.0,False
6,127,9,5971.0,False
6,129,10,6055.0,False
6,132,4,6192.0,False
6,134,3,6277.0,False
7,19,16,978.0,False
7,55,4,2750.0,False
7,64,17,3185.0,False
7,75,10,3661.0,False
7,86,3,4183.0,False
7,92,13,4438.0,False
7,95,1,4571.0,False
7,96,18,4616.0,False
7,101,6,4832.0,False
7,103,5,4961.0,False
7,106,7,5088.0,False
7,109,0,5209.0,False
7,111,19,5291.0,False
7,113,8,5390.0,False
7,114,2,5420.0,False
7,121,14,5770.0,False
7,126,15,5996.0,False
7,128,12,6106.0,False
7,129,11,6148.0,False
7,134,9,6312.0,False
8,30,12,1473.0,False
8,33,15,1601.0,False
8,53,16,2596.0,False
8,57,17,2755.0,False
8,63,1,3005.0,False
8,67,10,3214.0,False
8,82,9,3797.0,False
8,88,2,4052.0,False
8,89,4,4094.0,False
8,98,13,4511.0,False
8,101,3,4701.0,False
8,104,19,4834.0,False
8,120,14,5544.0,False
8,121,6,5589.0,False
8,122,18,5634.0,False
8,123,8,5672.0,False
8,127,0,5871.0,False
8,129,11,5961.0,False
8,133,7,6201.0,False
8,134,5,6257.0,False
9,34,12,1747.0,False
9,50,15,2589.0,False
9,59,3,2962.0,False
9,66,8,3270.0,False
9,73,10,3611.0,False
9,91,4,4475.0,False
9,94,16,4606.0,False
9,96,17,4677.0,False
9,101,19,4909.0,False
9,105,7,5077.0,False
9,109,18,5248.0,False
9,111,0,5311.0,False
9,114,2,5425.0,False
9,116,9,5495.0,False
9,120,5,5687.0,False
9,124,1,5845.0,False
9,126,14,5943.0,False
9,129,6,6071.0,False
9,132,11,6207.0,False
9,134,13,6292.0,False
10,47,11,2135.0,False
10,52,14,2389.0,False
10,54,15,2490.0,False
10,73,6,3345.0,False
10,74,13,3386.0,False
10,77,9,3518.0,False
10,78,18,3563.0,False
10,95,0,4343.0,False
10,97,12,4456.0,False
10,107,1,4863.0,False
10,115,19,5254.0,False
10,118,3,5438.0,False
10,119,8,5476.0,False
10,121,16,5580.0,False
10,123,10,5662.0,False
10,124,17,5695.0,False
10,126,5,5801.0,False
10,127,4,5843.0,False
10,132,7,6136.0,False
10,134,2,6207.0,False
