heuristic,run,makespan,total_reward,deadline_ratio,completed_jobs,met_deadlines,total_tardiness,weighted_tardiness,machine_utilization,timeliness_score,steps,actions
SPT,3,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,4,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,5,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,6,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,7,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,8,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,9,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,10,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,11,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,12,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,13,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,14,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,15,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,16,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,17,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,18,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,19,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
SPT,20,6773,-698.0326771294856,0.0,20,0,79111.0,530530.0,0.96618927,-1.4153489,123,"[3, 11, 8, 12, 4, 15, 18, 15, 15, 15, 17, 9, 19, 19, 19, 12, 12, 6, 6, 6, 13, 15, 14, 8, 8, 18, 5, 18, 18, 8, 8, 4, 4, 4, 4, 4, 6, 6, 11, 1, 1, 1, 1, 1, 18, 2, 2, 10, 10, 10, 10, 10, 10, 14, 3, 3, 2, 2, 2, 2, 2, 6, 7, 13, 13, 13, 13, 13, 13, 14, 14, 5, 5, 5, 5, 5, 5, 5, 14, 14, 16, 16, 16, 16, 16, 17, 17, 17, 17, 18, 16, 16, 3, 3, 3, 3, 3, 9, 9, 9, 9, 12, 12, 12, 19, 19, 0, 0, 0, 0, 0, 0, 11, 11, 11, 11, 11, 11, 7, 7, 7, 7, 16]"
LPT,1,6677,-866.0325610613042,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,2,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,3,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,4,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,5,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,6,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,7,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,8,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,9,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,10,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,11,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,12,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,13,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
LPT,14,6677,-847.5213100002534,0.0,20,0,77191.0,517666.0,0.98602164,-1.3811139,123,"[0, 16, 7, 7, 7, 2, 10, 1, 5, 5, 0, 0, 14, 14, 14, 14, 14, 16, 1, 6, 13, 13, 13, 13, 13, 2, 2, 2, 6, 6, 6, 6, 6, 10, 19, 9, 9, 0, 5, 7, 7, 17, 17, 17, 10, 10, 19, 2, 2, 2, 10, 10, 19, 19, 19, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 8, 8, 12, 12, 12, 12, 16, 8, 8, 8, 13, 13, 17, 17, 12, 16, 16, 16, 16, 16, 9, 9, 9, 1, 1, 1, 14, 3, 3, 3, 3, 3, 3, 3, 3, 5, 11, 11, 11, 11, 11, 11, 11, 11, 12, 0, 0]"
