episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,1829.9945702954478,134,6192.0,20,20,0,0.0,0.960379,0.034757208
2,1132.627470090676,134,6232.0,20,20,0,0.0,0.9350128,0.087295055
3,1087.745564223669,134,6252.0,20,20,0,0.0,0.89928555,0.12735999
4,1198.5225809120675,134,6282.0,20,20,0,0.0,0.85546005,0.18139438
5,1108.864429919931,134,6242.0,20,20,0,0.0,0.8551746,0.1877487
6,980.1984226009142,134,6237.0,20,20,0,0.0,0.8388114,0.22321038
7,1077.0525196542053,134,6302.0,20,20,0,0.0,0.86612713,0.17494114
8,1133.9895558453836,134,6262.0,20,20,0,0.0,0.8923134,0.14225006
9,1130.7048534830853,134,6297.0,20,20,0,0.0,0.8471759,0.2052196
10,1145.00867063723,134,6272.0,20,20,0,0.0,0.93617135,0.06076219
