episode,step,machine_idx,machine_time,current_time,utilization
2361,1,0,0,16.0,0.0
2361,1,1,16,16.0,1.0
2361,1,2,0,16.0,0.0
2361,2,0,0,60.0,0.0
2361,2,1,60,60.0,1.0
2361,2,2,0,60.0,0.0
2361,3,0,0,106.0,0.0
2361,3,1,106,106.0,1.0
2361,3,2,0,106.0,0.0
2361,4,0,142,142.0,1.0
2361,4,1,106,142.0,0.74647886
2361,4,2,0,142.0,0.0
2361,5,0,142,195.0,0.72820514
2361,5,1,195,195.0,1.0
2361,5,2,0,195.0,0.0
2361,6,0,267,267.0,1.0
2361,6,1,195,267.0,0.7303371
2361,6,2,0,267.0,0.0
2361,7,0,267,288.0,0.9270833
2361,7,1,195,288.0,0.6770833
2361,7,2,288,288.0,1.0
2361,8,0,267,319.0,0.8369906
2361,8,1,319,319.0,1.0
2361,8,2,288,319.0,0.9028213
2361,9,0,376,376.0,1.0
2361,9,1,319,376.0,0.8484042
2361,9,2,288,376.0,0.7659575
2361,10,0,431,431.0,1.0
2361,10,1,319,431.0,0.7401392
2361,10,2,288,431.0,0.6682135
2361,11,0,431,469.0,0.91897655
2361,11,1,469,469.0,1.0
2361,11,2,288,469.0,0.6140725
2361,12,0,431,495.0,0.8707071
2361,12,1,495,495.0,1.0
2361,12,2,288,495.0,0.58181816
2361,13,0,431,539.0,0.7996289
2361,13,1,539,539.0,1.0
2361,13,2,288,539.0,0.5343228
2361,14,0,431,585.0,0.73675215
2361,14,1,585,585.0,1.0
2361,14,2,288,585.0,0.4923077
2361,15,0,431,650.0,0.66307694
2361,15,1,585,650.0,0.9
2361,15,2,650,650.0,1.0
2361,16,0,431,692.0,0.62283236
2361,16,1,692,692.0,1.0
2361,16,2,650,692.0,0.9393064
2361,17,0,747,747.0,1.0
2361,17,1,692,747.0,0.9263722
2361,17,2,650,747.0,0.8701472
2361,18,0,812,812.0,1.0
2361,18,1,692,812.0,0.8522167
2361,18,2,650,812.0,0.8004926
2361,19,0,812,860.0,0.94418603
2361,19,1,860,860.0,1.0
2361,19,2,650,860.0,0.75581396
2361,20,0,812,913.0,0.8893757
2361,20,1,913,913.0,1.0
2361,20,2,650,913.0,0.7119387
2361,21,0,812,964.0,0.84232366
2361,21,1,964,964.0,1.0
2361,21,2,650,964.0,0.67427385
2361,22,0,812,1002.0,0.81037927
2361,22,1,1002,1002.0,1.0
2361,22,2,650,1002.0,0.6487026
2361,23,0,812,1039.0,0.78152066
2361,23,1,1039,1039.0,1.0
2361,23,2,650,1039.0,0.62560153
2361,24,0,812,1103.0,0.73617405
2361,24,1,1039,1103.0,0.9419764
2361,24,2,1103,1103.0,1.0
2361,25,0,1189,1189.0,1.0
2361,25,1,1039,1189.0,0.87384355
2361,25,2,1103,1189.0,0.9276703
2361,26,0,1189,1251.0,0.95043963
2361,26,1,1039,1251.0,0.8305356
2361,26,2,1251,1251.0,1.0
2361,27,0,1189,1301.0,0.91391236
2361,27,1,1039,1301.0,0.79861647
