episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,-4497.700760571604,134,6272,20,20,0,0.0,0.8759034863945578,0.16139280563915753
2,-3168.3013362953907,134,6242,20,20,0,0.0,0.9489479867563815,0.06827196375616473
3,-3682.281370664046,134,6292,20,20,0,0.0,0.9271031998304725,0.08532711684247626
4,-4906.128147429213,134,6252,20,20,0,0.0,0.9041906589891234,0.11216514577005564
5,-4186.9210278103155,134,6247,20,20,0,0.0,0.8937623392561763,0.12721495559081367
6,-5086.959569131013,134,6262,20,20,0,0.0,0.9155221973810285,0.09994059164582497
7,-15548.173744238025,134,6257,20,20,0,0.0,0.7788610090032497,0.306430955881849
8,-14321.447981616042,134,6277,20,20,0,0.0,0.7880091338749934,0.2941858102720841
9,-5164.138490537949,134,6307,20,20,0,0.0,0.8947201522118281,0.10786962765653992
10,-5568.712067816519,134,6227,20,20,0,0.0,0.8976500187356137,0.14067655323234274
11,-3838.5776877620665,134,6317,20,20,0,0.0,0.9256503614584982,0.09331844634020973
12,-4944.341564148339,134,6237,20,20,0,0.0,0.886964886964887,0.1514324172038395
13,-3258.604386964831,134,6267,20,20,0,0.0,0.9339396840593586,0.08586527957141873
14,-5629.28171405427,134,6322,20,20,0,0.0,0.9847622060529369,0.014618876374306759
15,-7364.043192490705,134,6227,20,20,0,0.0,0.8530592580696965,0.20114304337221017
16,-4750.0605677158965,134,6307,20,20,0,0.0,0.9430791184398287,0.058647974830615075
17,-5155.261457685086,134,6297,20,20,0,0.0,0.8889947594092424,0.1339914931047156
18,-6493.095788462341,134,6262,20,20,0,0.0,0.9244117960183115,0.1018587087767409
19,-7356.820157638833,134,6232,20,20,0,0.0,0.8517864783910997,0.19327663486347343
20,-6821.673465639624,134,6277,20,20,0,0.0,0.9062184695448994,0.12110051598180023
21,-3509.645279151217,134,6267,20,20,0,0.0,0.9711185575235359,0.03367333707335883
22,-9989.714991591842,134,6227,20,20,0,0.0,0.9285905465446175,0.08943877702594875
23,-7002.502897529738,134,6287,20,20,0,0.0,0.8481522718837814,0.17540542011890076
24,-4402.484646014271,134,6257,20,20,0,0.0,0.896329444355655,0.12395711943302169
25,-3597.1478944570395,134,6262,20,20,0,0.0,0.958958799105717,0.0543572462557614
26,-4156.847695350704,134,6222,20,20,0,0.0,0.8794599807135969,0.11984434417331265
27,-6880.828782975873,134,6337,20,20,0,0.0,0.9663352795749829,0.03489259105281522
28,-6427.426424709063,134,6302,20,20,0,0.0,0.8972283931027187,0.12431602146373848
29,-5048.220338584799,134,6327,20,20,0,0.0,0.9139665981771244,0.10704350689621946
30,-8619.218136489824,134,6302,20,20,0,0.0,0.9444091822701788,0.060355684534010606
