episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,7,J8:OP1,14.6970796585083,19,19.0,0,False,-0.095,0.0,0.0,0.0,0.0,0.0,6.2,9.16708,-0.5750000000000001,0.0
1,2,7,J8:OP2,14.844086647033691,32,32.0,0,False,-0.16,0.0,0.0,0.0,0.0,0.0,12.600000000000001,18.338667,-1.2375,0.0
1,3,0,J1:OP1,2.498106002807617,112,112.0,40,False,-0.56,-10.0,0.0,0.0,0.0,0.0,18.8,27.536774,-3.7375000000000007,0.0
1,4,14,J15:OP1,5.722393035888672,160,160.0,25,False,-0.8,-16.25,0.0,0.0,0.5,0.0,25.0,36.74917,-7.437500000000001,0.0
1,5,6,J7:OP1,4.378849029541016,220,220.0,25,False,-1.1,-22.5,0.0,0.0,1.0,0.0,31.4,45.978016,-12.637500000000001,0.0
1,6,7,J8:OP3,11.628684997558594,274,274.0,0,False,-1.37,-22.5,0.0,0.0,1.0,0.0,37.8,55.2267,-16.387500000000003,0.0
1,7,0,J1:OP2,8.902453422546387,310,310.0,20,False,-1.55,-27.5,0.0,0.0,1.0,0.0,44.199999999999996,64.48415,-17.962500000000002,0.0
1,8,7,J8:OP4,8.562965393066406,383,383.0,15,False,-1.915,-31.25,0.0,0.0,1.0,0.0,50.599999999999994,73.762115,-20.962500000000002,0.0
1,9,7,J8:OP5,7.22307825088501,447,447.0,15,False,-2.235,-35.0,0.0,0.0,1.0,0.0,57.199999999999996,83.05519,-25.5625,0.0
1,10,7,J8:OP6,46.31623458862305,497,497.0,20,True,-2.485,-40.0,20.0,20.0,1.0,0.0,63.599999999999994,92.358925,-29.7,0.0
1,11,5,J6:OP1,7.700043201446533,558,558.0,25,False,-2.79,-46.25,20.0,20.0,1.5,0.0,70.19999999999999,101.66397,-31.849999999999998,0.0
1,12,8,J9:OP1,1.66520357131958,638,638.0,40,False,-3.19,-56.25,20.0,20.0,2.0,0.0,76.6,110.97917,-36.0,0.0
1,13,12,J13:OP1,-0.6569766998291016,719,719.0,40,False,-3.5949999999999998,-66.25,20.0,20.0,2.0,0.0,83.19999999999999,120.30219,-42.175,0.0
1,14,0,J1:OP3,7.877872467041016,770,770.0,15,False,-3.8499999999999996,-70.0,20.0,20.0,2.0,0.0,89.79999999999998,129.63507,-46.224999999999994,0.0
1,15,0,J1:OP4,8.955414772033691,808,808.0,20,False,-4.04,-75.0,20.0,20.0,2.0,0.0,96.19999999999999,138.96799,-47.81249999999999,0.0
1,16,12,J13:OP2,8.044532775878906,851,851.0,20,False,-4.255,-80.0,20.0,20.0,2.0,0.0,102.79999999999998,148.29002,-50.474999999999994,0.0
1,17,8,J9:OP2,7.874236106872559,887,887.0,20,False,-4.435,-85.0,20.0,20.0,2.5,0.0,109.59999999999998,157.60677,-54.037499999999994,0.0
1,18,8,J9:OP3,8.686661720275879,956,956.0,15,False,-4.779999999999999,-88.75,20.0,20.0,3.0,0.0,116.39999999999998,166.91342,-57.8625,0.0
1,19,0,J1:OP5,6.6886396408081055,998,998.0,20,False,-4.989999999999999,-93.75,20.0,20.0,3.0,0.0,122.99999999999997,176.22456,-61.875,0.0
1,20,12,J13:OP3,6.803341865539551,1066,1066.0,15,False,-5.329999999999999,-97.5,20.0,20.0,3.0,0.0,129.79999999999998,185.5054,-67.0625,0.0
1,21,9,J10:OP1,3.539883613586426,1138,1138.0,40,False,-5.6899999999999995,-107.5,20.0,20.0,3.5,0.0,136.6,194.75528,-69.7125,0.0
1,22,12,J13:OP4,8.872206687927246,1180,1180.0,20,False,-5.8999999999999995,-112.5,20.0,20.0,3.5,0.0,143.4,203.98749,-71.66250000000001,0.0
1,23,1,J2:OP1,2.8916332721710205,1236,1236.0,40,False,-6.18,-122.5,20.0,20.0,3.5,0.0,150.20000000000002,213.18413,-74.48750000000001,0.0
1,24,19,J20:OP1,1.3869047164916992,1295,1295.0,40,False,-6.475,-132.5,20.0,20.0,3.5,0.0,157.00000000000003,222.36603,-78.78750000000001,0.0
1,25,8,J9:OP4,7.267412185668945,1338,1338.0,20,False,-6.6899999999999995,-137.5,20.0,20.0,4.0,0.0,163.80000000000004,231.48595,-82.72500000000001,0.0
1,26,1,J2:OP2,6.055107116699219,1368,1368.0,20,False,-6.84,-142.5,20.0,20.0,4.0,0.0,170.60000000000005,240.57855,-87.41250000000001,0.0
1,27,0,J1:OP6,53.23454284667969,1400,1400.0,20,True,-7.0,-147.5,40.0,48.0,4.0,0.0,177.40000000000006,249.6606,-92.9,0.0
1,28,8,J9:OP5,4.881347179412842,1432,1432.0,20,False,-7.16,-152.5,40.0,48.0,4.5,0.0,184.20000000000007,258.68945,-99.1875,0.0
1,29,8,J9:OP6,8.805817604064941,1498,1498.0,15,False,-7.49,-156.25,40.0,48.0,5.0,0.0,191.00000000000009,267.63776,-102.55,0.0
1,30,1,J2:OP3,7.285813331604004,1541,1541.0,15,False,-7.705,-160.0,40.0,48.0,5.0,0.0,197.8000000000001,276.52606,-106.9875,0.0
1,31,10,J11:OP1,2.082411527633667,1612,1612.0,40,False,-8.06,-170.0,40.0,48.0,5.0,0.0,204.6000000000001,285.30096,-110.125,0.0
1,32,8,J9:OP7,78.18827663421631,1650,1650.0,15,True,-8.25,-173.75,60.0,80.0,22.625,0.0,211.6000000000001,294.00424,-113.325,0.0
1,33,9,J10:OP2,8.888975143432617,1695,1695.0,20,False,-8.475,-178.75,60.0,80.0,23.125,0.0,218.2000000000001,302.61823,-114.925,0.0
1,34,1,J2:OP4,7.494874954223633,1736,1736.0,20,False,-8.68,-183.75,60.0,80.0,23.125,0.0,225.0000000000001,311.1431,-117.55,0.0
1,35,1,J2:OP5,6.475552082061768,1780,1780.0,20,False,-8.9,-188.75,60.0,80.0,23.125,0.0,232.0000000000001,319.56366,-121.27499999999999,0.0
1,36,1,J2:OP6,41.81069564819336,1811,1811.0,10,True,-9.055,-191.25,80.0,92.0,23.125,0.0,239.0000000000001,327.90436,-124.14999999999999,0.0
1,37,10,J11:OP2,6.773459434509277,1844,1844.0,20,False,-9.219999999999999,-196.25,80.0,92.0,23.125,0.0,246.0000000000001,336.1553,-127.46249999999999,0.0
1,38,10,J11:OP3,6.922231674194336,1901,1901.0,15,False,-9.504999999999999,-200.0,80.0,92.0,23.125,0.0,253.2000000000001,344.23755,-131.7875,0.0
1,39,9,J10:OP3,5.910521507263184,1955,1955.0,15,False,-9.774999999999999,-203.75,80.0,92.0,23.625,0.0,260.4000000000001,352.14307,-137.4625,0.0
1,40,10,J11:OP4,4.239517688751221,1992,1992.0,15,False,-9.959999999999999,-207.5,80.0,92.0,23.625,0.0,267.4000000000001,359.91757,-144.0625,0.0
1,41,9,J10:OP4,4.305670738220215,2034,2034.0,20,False,-10.17,-212.5,80.0,92.0,24.125,0.0,274.6000000000001,367.53323,-149.8625,0.0
1,42,5,J6:OP2,3.193096160888672,2067,2067.0,20,False,-10.334999999999999,-217.5,80.0,92.0,24.625,0.0,281.6000000000001,375.01633,-156.4875,0.0
1,43,14,J15:OP2,3.864619255065918,2095,2095.0,15,False,-10.475,-221.25,80.0,92.0,25.125,0.0,288.80000000000007,382.39594,-163.8125,0.0
1,44,6,J7:OP2,1.2818889617919922,2133,2133.0,15,False,-10.665,-225.0,80.0,92.0,25.625,0.0,294.6000000000001,389.59283,-172.0875,0.0
1,45,6,J7:OP3,3.0818185806274414,2172,2172.0,15,False,-10.86,-228.75,80.0,92.0,26.125,0.0,301.6000000000001,396.60715,-179.57500000000002,0.0
1,46,19,J20:OP2,-0.3131136894226074,2217,2217.0,20,False,-11.084999999999999,-233.75,80.0,92.0,26.125,0.0,307.80000000000007,403.44403,-187.70000000000002,0.0
1,47,3,J4:OP1,0.1748676300048828,2282,2282.0,40,False,-11.409999999999998,-243.75,80.0,92.0,26.125,0.0,314.00000000000006,409.9314,-189.88750000000002,0.0
1,48,9,J10:OP5,6.86509370803833,2313,2313.0,20,False,-11.564999999999998,-248.75,80.0,92.0,26.625,0.0,321.40000000000003,416.20148,-192.03750000000002,0.0
