episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_idle_penalty,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_global_progress_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,16,J17:OP1,29.376719519963107,38,38.0,0,False,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.2,19.41671951996311,-1.05,0.0
1,2,5,J6:OP1,17.436825226556,114,114.0,40,False,-0.5700000000000001,-10.0,0.0,0.0,0.0,0.0,0.0,11.0,12.4,37.98354474651911,-4.0,0.0
1,3,19,J20:OP1,10.741177189195941,173,173.0,40,False,-0.865,-20.0,0.0,0.0,0.0,0.0,0.0,13.0,18.6,55.24472193571505,-8.425,0.0
1,4,16,J17:OP2,26.563243585309717,193,193.0,0,False,-0.965,-20.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,73.22046552102476,-11.137500000000001,0.0
1,5,16,J17:OP3,27.916962902391717,227,227.0,0,False,-1.135,-20.0,0.0,0.0,0.0,0.0,0.0,23.0,31.2,91.20742842341647,-12.2375,0.0
1,6,3,J4:OP1,15.216296628319448,292,292.0,40,False,-1.46,-30.0,0.0,0.0,0.0,0.0,0.0,29.0,37.4,106.59872505173593,-14.287500000000001,0.0
1,7,3,J4:OP2,22.036884097016422,327,327.0,20,False,-1.635,-35.0,0.0,0.0,0.0,0.0,0.0,35.0,43.8,123.09810914875234,-15.975000000000001,0.0
1,8,15,J16:OP1,20.86531098487408,378,378.0,25,False,-1.8900000000000001,-41.25,0.0,0.0,0.0,0.0,0.0,44.0,50.0,137.79342013362643,-18.5,0.0
1,9,9,J10:OP1,18.217140118875953,435,435.0,25,False,-2.1750000000000003,-47.5,0.0,0.0,0.0,0.0,0.0,53.0,56.2,151.34556025250237,-22.5,0.0
1,10,5,J6:OP2,23.946937835339998,463,463.0,15,False,-2.3150000000000004,-51.25,0.0,0.0,0.0,0.0,0.0,62.0,62.6,167.13249808784238,-25.85,0.0
1,11,17,J18:OP1,6.739853017034197,525,525.0,40,False,-2.6250000000000004,-61.25,0.0,0.0,0.0,0.0,0.0,64.0,68.8,180.53235110487657,-30.400000000000002,0.0
1,12,11,J12:OP1,11.450559561073401,581,581.0,25,False,-2.9050000000000002,-67.5,0.0,0.0,0.0,0.0,0.0,69.0,75.0,193.26291066594996,-36.35,0.0
1,13,10,J11:OP1,6.6510238103612,652,652.0,40,False,-3.2600000000000002,-77.5,0.0,0.0,0.0,0.0,0.0,75.0,81.4,205.59393447631115,-44.075,0.0
