episode,step,job_idx,completion_time,deadline_met
1,15,7,804.0,False
1,28,12,1544.0,False
1,31,14,1675.0,False
1,43,11,2285.0,False
1,50,5,2728.0,False
1,63,4,3311.0,False
1,71,2,3672.0,False
1,80,16,4116.0,False
1,83,15,4254.0,False
1,85,17,4324.0,False
1,89,8,4498.0,False
1,93,19,4662.0,False
1,99,18,4911.0,False
1,109,13,5336.0,False
1,113,6,5505.0,False
1,115,3,5590.0,False
1,119,0,5728.0,False
1,126,9,5976.0,False
1,131,10,6196.0,False
1,134,1,6317.0,False
2,14,12,731.0,False
2,21,14,1043.0,False
2,45,7,2333.0,False
2,48,11,2467.0,False
2,56,5,2861.0,False
2,68,16,3416.0,False
2,78,1,3834.0,False
2,81,4,3982.0,False
2,90,6,4382.0,False
2,96,17,4650.0,False
2,102,3,4901.0,False
2,108,15,5202.0,False
2,112,0,5340.0,False
2,113,8,5373.0,False
2,114,2,5403.0,False
2,121,19,5669.0,False
2,122,9,5701.0,False
2,128,18,5955.0,False
2,132,13,6126.0,False
2,134,10,6217.0,False
3,26,14,1292.0,False
3,36,12,1794.0,False
3,44,11,2252.0,False
3,63,5,3161.0,False
3,66,6,3315.0,False
3,69,16,3447.0,False
3,77,4,3854.0,False
3,78,7,3904.0,False
3,80,15,3996.0,False
3,89,17,4452.0,False
3,92,8,4567.0,False
3,105,9,5088.0,False
3,109,1,5252.0,False
3,110,19,5307.0,False
3,115,3,5522.0,False
3,119,0,5674.0,False
3,121,10,5756.0,False
3,129,18,6113.0,False
3,130,2,6138.0,False
3,134,13,6312.0,False
4,37,14,1904.0,False
4,47,5,2394.0,False
4,48,11,2436.0,False
4,53,12,2707.0,False
4,76,6,3818.0,False
4,77,16,3853.0,False
4,86,15,4284.0,False
4,88,17,4381.0,False
4,91,3,4502.0,False
4,95,7,4696.0,False
4,97,1,4770.0,False
4,111,9,5340.0,False
4,117,0,5609.0,False
4,119,2,5689.0,False
4,121,8,5764.0,False
4,124,4,5892.0,False
4,127,19,6019.0,False
4,132,10,6221.0,False
4,133,13,6257.0,False
4,134,18,6302.0,False
5,40,11,1995.0,False
5,50,12,2458.0,False
5,53,1,2584.0,False
5,59,9,2881.0,False
5,66,5,3207.0,False
5,73,14,3520.0,False
5,74,6,3565.0,False
5,84,15,4010.0,False
5,88,16,4212.0,False
5,98,3,4655.0,False
5,102,19,4831.0,False
5,103,4,4873.0,False
5,104,17,4901.0,False
5,116,18,5497.0,False
5,121,7,5730.0,False
5,124,0,5849.0,False
5,128,8,6035.0,False
5,131,10,6162.0,False
5,132,2,6192.0,False
5,134,13,6277.0,False
6,32,1,1505.0,False
6,35,11,1649.0,False
6,65,6,3082.0,False
6,70,14,3295.0,False
6,79,16,3800.0,False
6,85,0,4089.0,False
6,86,17,4122.0,False
6,87,19,4177.0,False
6,90,5,4330.0,False
6,94,12,4517.0,False
6,95,7,4567.0,False
6,103,15,4883.0,False
6,106,9,5026.0,False
6,109,4,5153.0,False
6,114,3,5424.0,False
6,118,13,5578.0,False
6,123,2,5793.0,False
6,129,8,6043.0,False
6,131,18,6124.0,False
6,134,10,6247.0,False
7,30,1,1506.0,False
7,32,5,1642.0,False
7,52,6,2544.0,False
7,64,17,3118.0,False
7,67,15,3249.0,False
7,68,7,3299.0,False
7,72,11,3458.0,False
7,75,9,3572.0,False
7,90,16,4260.0,False
7,99,0,4664.0,False
7,103,19,4848.0,False
7,104,3,4889.0,False
7,109,13,5099.0,False
7,120,4,5599.0,False
7,122,2,5671.0,False
7,125,14,5802.0,False
7,127,8,5901.0,False
7,129,12,6010.0,False
7,133,10,6187.0,False
7,134,18,6232.0,False
8,31,5,1580.0,False
8,37,15,1859.0,False
8,47,1,2316.0,False
8,56,11,2770.0,False
8,57,6,2815.0,False
8,76,17,3681.0,False
8,87,2,4163.0,False
8,94,0,4476.0,False
8,95,16,4516.0,False
8,104,9,4932.0,False
8,107,19,5069.0,False
8,108,12,5137.0,False
8,114,3,5375.0,False
8,116,4,5481.0,False
8,117,14,5542.0,False
8,120,8,5678.0,False
8,125,7,5901.0,False
8,127,18,5995.0,False
8,130,13,6125.0,False
8,134,10,6302.0,False
9,29,5,1492.0,False
9,38,16,1918.0,False
9,47,15,2374.0,False
9,49,6,2454.0,False
9,58,1,2839.0,False
9,72,11,3468.0,False
9,79,3,3765.0,False
9,80,9,3797.0,False
9,85,19,4035.0,False
9,97,17,4623.0,False
9,100,12,4799.0,False
9,103,8,4914.0,False
9,108,7,5184.0,False
9,116,2,5503.0,False
9,121,10,5722.0,False
9,122,4,5764.0,False
9,123,0,5796.0,False
9,125,14,5894.0,False
9,131,18,6137.0,False
9,134,13,6267.0,False
10,31,15,1538.0,False
10,38,5,1893.0,False
10,46,6,2333.0,False
10,51,16,2566.0,False
10,59,19,2926.0,False
10,61,17,3029.0,False
10,64,1,3171.0,False
10,69,11,3401.0,False
10,83,9,4061.0,False
10,93,3,4476.0,False
10,94,8,4514.0,False
10,96,7,4606.0,False
10,101,14,4907.0,False
10,104,2,5009.0,False
10,113,12,5471.0,False
10,119,13,5716.0,False
10,122,0,5845.0,False
10,132,10,6250.0,False
10,133,18,6295.0,False
10,134,4,6337.0,False
