episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,1390.1551579002119,134,6317,20,20,0,0.0,0.9512954461505989,0.06489062579370586
2,487.0350331744612,134,6217,20,20,0,0.0,0.8772719961396171,0.15528452434377035
3,439.12145036544536,134,6312,20,20,0,0.0,0.8976024503591044,0.0991380623732626
4,56.57843854958612,134,6302,20,20,0,0.0,0.9218237596530202,0.0809086765694322
5,285.52788847857636,134,6277,20,20,0,0.0,0.8697360734958314,0.1577467783131303
6,487.1302874821401,134,6247,20,20,0,0.0,0.9222560162211195,0.08787273902275305
7,-109.75249032540864,134,6232,20,20,0,0.0,0.896074026529739,0.1283841678131136
8,410.37676432296763,134,6302,20,20,0,0.0,0.9118269332487041,0.11118040245099355
9,227.94698436106867,134,6267,20,20,0,0.0,0.8587841072283389,0.1594855922178638
10,500.0554987372966,134,6337,20,20,0,0.0,0.9211509126295303,0.07449949999033274
