episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_idle_penalty,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_global_progress_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,12,J13:OP1,27.152869318473925,41,41.0,0,False,-0.20500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,19.482869318473924,-1.1250000000000002,0.0
1,2,14,J15:OP1,17.62503809576353,104,104.0,40,False,-0.52,-10.0,0.0,0.0,0.0,0.0,0.0,15.0,6.4,37.722907414237454,-3.825,0.0
1,3,7,J8:OP1,11.396390999657644,163,163.0,40,False,-0.815,-20.0,0.0,0.0,0.0,0.0,0.0,17.0,12.600000000000001,55.3892984138951,-8.0,0.0
1,4,7,J8:OP2,27.16743823188846,176,176.0,0,False,-0.8799999999999999,-20.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,73.63423664578356,-10.4125,0.0
1,5,7,J8:OP3,27.857045333564,230,230.0,0,False,-1.15,-20.0,0.0,0.0,0.0,0.0,0.0,27.0,25.6,91.67378197934755,-11.925,0.0
1,6,5,J6:OP1,15.548057187071361,306,306.0,40,False,-1.5299999999999998,-30.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,107.82683916641892,-14.55,0.0
1,7,17,J18:OP1,9.088611257654446,368,368.0,40,False,-1.8399999999999999,-40.0,0.0,0.0,0.0,0.0,0.0,35.0,38.2,123.20045042407337,-18.725,0.0
1,8,9,J10:OP1,9.739003798403264,440,440.0,40,False,-2.1999999999999997,-50.0,0.0,0.0,0.0,0.0,0.0,41.0,44.800000000000004,136.72445422247662,-24.75,0.0
1,9,12,J13:OP2,19.02998987754595,483,483.0,20,False,-2.4149999999999996,-55.0,0.0,0.0,0.0,0.0,0.0,47.0,51.2,152.31944410002257,-28.5,0.0
1,10,7,J8:OP4,17.585920743451332,556,556.0,15,False,-2.7799999999999994,-58.75,0.0,0.0,0.0,0.0,0.0,49.0,57.6,167.9828648434739,-30.8625,0.0
1,11,15,J16:OP1,19.29175069461541,607,607.0,25,False,-3.0349999999999993,-65.0,0.0,0.0,0.0,0.0,0.0,58.0,64.0,180.5671155380893,-33.05,0.0
1,12,3,J4:OP1,17.76538748988851,657,657.0,25,False,-3.2849999999999993,-71.25,0.0,0.0,0.0,0.0,0.0,67.0,70.4,192.87000302797782,-36.4875,0.0
