episode,step,job_idx,reward,makespan,current_time,setup_time,job_completed
1,1,14,39.804974301624135,23,23.0,0,False
1,2,14,33.93213922885278,36,36.0,0,False
1,3,0,26.174758385036082,101,101.0,0,False
1,4,14,36.84462111341599,136,136.0,0,False
1,5,15,23.638636854256706,187,187.0,0,False
1,6,14,30.738864129247343,229,229.0,0,False
1,7,9,19.25663609967444,286,286.0,0,False
1,8,1,13.729215898598206,342,342.0,0,False
1,9,15,25.9342376353656,372,372.0,0,False
1,10,9,23.33650447438082,412,412.0,0,False
1,11,0,23.212222487604606,443,443.0,0,False
1,12,9,25.10610651166922,497,497.0,0,False
1,13,9,24.260290322108187,539,539.0,0,False
1,14,0,24.6933380371381,585,585.0,0,False
1,15,0,24.046378603038555,618,618.0,0,False
1,16,9,22.58495450583043,649,649.0,0,False
1,17,14,22.91204163606849,684,684.0,0,False
1,18,0,21.317556075207765,721,721.0,0,False
1,19,14,21.181770945561393,759,759.0,0,False
1,20,2,8.78518858367176,833,833.0,0,False
1,21,14,26.265769603296896,875,875.0,0,False
1,22,9,25.421608477582733,908,908.0,0,False
1,23,9,25.36268719070894,934,934.0,0,False
1,24,9,109.86057342116158,966,966.0,0,False
1,25,7,10.86738969637906,1025,1025.0,0,False
1,26,14,116.31701780533885,1081,1081.0,0,False
1,27,0,72.14408463560747,1108,1108.0,0,False
1,28,10,10.073396980035493,1164,1164.0,0,False
1,29,3,4.826313422328573,1229,1229.0,0,False
1,30,10,15.54868384581361,1262,1262.0,0,False
1,31,10,19.184644473682717,1319,1319.0,0,False
1,32,19,9.379784338118906,1378,1378.0,0,False
1,33,17,11.010835960732958,1425,1425.0,0,False
1,34,8,-1.175189793291021,1505,1505.0,0,False
1,35,10,17.154381704037966,1542,1542.0,0,False
1,36,10,15.902239148483808,1596,1596.0,0,False
1,37,10,18.0618124154718,1633,1633.0,0,False
1,38,12,4.6853071437742155,1714,1714.0,0,False
1,39,10,18.886657708647554,1751,1751.0,0,False
1,40,1,14.763808803983528,1781,1781.0,0,False
1,41,13,4.153565586648194,1839,1839.0,0,False
1,42,10,63.70864056957548,1888,1888.0,0,False
1,43,13,11.060047662026374,1924,1924.0,0,False
1,44,13,16.853798933598338,1961,1961.0,0,False
1,45,13,15.639397299480384,1999,1999.0,0,False
1,46,17,12.983427594079755,2039,2039.0,0,False
1,47,17,15.452759936432868,2083,2083.0,0,False
1,48,13,13.899653899500256,2132,2132.0,0,False
1,49,19,10.276116147063378,2177,2177.0,0,False
1,50,15,11.164307759630038,2222,2222.0,0,False
1,51,2,4.270990562675679,2262,2262.0,0,False
1,52,15,8.871617811643354,2305,2305.0,0,False
1,53,17,10.23880037460371,2375,2375.0,0,False
1,54,16,-1.6171237717011664,2438,2438.0,0,False
1,55,3,6.896278259742415,2473,2473.0,0,False
1,56,19,14.911274469475925,2512,2512.0,0,False
1,57,13,13.79075718241177,2562,2562.0,0,False
1,58,15,13.232621729854968,2596,2596.0,0,False
1,59,1,12.510973130222611,2639,2639.0,0,False
1,60,17,57.07981897980988,2672,2672.0,0,False
1,61,13,11.654967602296633,2716,2716.0,0,False
1,62,2,5.871843329257889,2789,2789.0,0,False
