episode,step,job_idx,completion_time,deadline_met
1,24,7,1309.0,False
1,27,5,1447.0,False
1,50,1,2545.0,False
1,51,3,2595.0,False
1,53,4,2717.0,False
1,56,2,2851.0,False
1,61,0,3102.0,False
1,63,8,3205.0,False
1,64,9,3270.0,False
1,65,6,3302.0,False
2,23,1,1229.0,False
2,26,2,1338.0,False
2,28,6,1403.0,False
2,40,0,1980.0,False
2,52,9,2616.0,False
2,60,3,2985.0,False
2,61,5,3043.0,False
2,62,4,3116.0,False
2,63,8,3178.0,False
2,65,7,3302.0,False
3,19,7,1022.0,False
3,25,4,1367.0,False
3,37,8,1960.0,False
3,46,0,2401.0,False
3,49,1,2536.0,False
3,54,6,2737.0,False
3,57,2,2865.0,False
3,61,9,3106.0,False
3,63,5,3214.0,False
3,65,3,3297.0,False
4,12,6,577.0,False
4,28,7,1394.0,False
4,37,1,1866.0,False
4,38,4,1939.0,False
4,43,9,2198.0,False
4,48,5,2479.0,False
4,55,8,2849.0,False
4,59,3,3025.0,False
4,63,2,3203.0,False
4,65,0,3272.0,False
5,23,8,1234.0,False
5,42,3,2133.0,False
5,46,6,2311.0,False
5,51,2,2543.0,False
5,52,1,2590.0,False
5,56,5,2818.0,False
5,57,4,2891.0,False
5,61,7,3101.0,False
5,62,9,3161.0,False
5,65,0,3287.0,False
6,23,7,1207.0,False
6,24,0,1241.0,False
6,29,2,1477.0,False
6,46,9,2327.0,False
6,50,5,2529.0,False
6,53,4,2681.0,False
6,57,6,2893.0,False
6,58,1,2940.0,False
6,63,3,3163.0,False
6,65,8,3282.0,False
7,14,4,778.0,False
7,34,8,1770.0,False
7,35,2,1805.0,False
7,36,1,1852.0,False
7,54,9,2743.0,False
7,55,7,2813.0,False
7,56,0,2847.0,False
7,58,3,2920.0,False
7,62,6,3093.0,False
7,65,5,3272.0,False
8,27,1,1433.0,False
8,33,7,1774.0,False
8,35,4,1881.0,False
8,43,0,2305.0,False
8,47,8,2515.0,False
8,49,3,2593.0,False
8,51,5,2695.0,False
8,61,2,3122.0,False
8,63,6,3195.0,False
8,65,9,3297.0,False
9,28,9,1440.0,False
9,32,6,1625.0,False
9,37,5,1879.0,False
9,40,7,2064.0,False
9,41,4,2137.0,False
9,47,1,2428.0,False
9,49,3,2511.0,False
9,56,0,2877.0,False
9,61,2,3131.0,False
9,65,8,3322.0,False
10,23,2,1189.0,False
10,34,7,1755.0,False
10,36,0,1820.0,False
10,47,8,2363.0,False
10,50,9,2529.0,False
10,54,3,2713.0,False
10,56,6,2786.0,False
10,60,4,3005.0,False
10,62,5,3113.0,False
10,65,1,3267.0,False
11,24,4,1329.0,False
11,38,0,1968.0,False
11,40,3,2044.0,False
11,47,2,2315.0,False
11,54,7,2746.0,False
11,59,8,2993.0,False
11,60,6,3025.0,False
11,62,5,3121.0,False
11,64,9,3255.0,False
11,65,1,3302.0,False
12,13,5,631.0,False
12,17,4,899.0,False
12,18,1,946.0,False
12,33,3,1722.0,False
12,35,2,1794.0,False
12,44,7,2284.0,False
12,53,8,2748.0,False
12,59,0,3019.0,False
12,63,6,3175.0,False
12,65,9,3272.0,False
13,16,5,873.0,False
13,24,1,1311.0,False
13,35,4,1916.0,False
13,44,2,2357.0,False
13,48,7,2521.0,False
13,49,0,2555.0,False
13,50,3,2600.0,False
13,58,8,2939.0,False
13,61,9,3098.0,False
13,65,6,3287.0,False
14,26,9,1353.0,False
14,42,6,2136.0,False
14,44,0,2235.0,False
14,49,2,2452.0,False
14,52,8,2620.0,False
14,59,4,2971.0,False
14,60,1,3018.0,False
14,62,5,3149.0,False
14,63,7,3224.0,False
14,65,3,3302.0,False
15,16,9,785.0,False
15,24,1,1195.0,False
15,32,7,1632.0,False
15,51,3,2625.0,False
15,59,4,3039.0,False
15,60,8,3101.0,False
15,61,6,3133.0,False
15,63,5,3223.0,False
15,64,0,3262.0,False
15,65,2,3297.0,False
16,30,5,1496.0,False
16,33,4,1711.0,False
16,36,6,1822.0,False
16,37,9,1887.0,False
16,54,0,2711.0,False
16,55,8,2773.0,False
16,58,2,2878.0,False
16,59,3,2928.0,False
16,61,1,3044.0,False
16,65,7,3272.0,False
17,15,2,765.0,False
17,33,5,1688.0,False
17,35,7,1800.0,False
17,39,3,1971.0,False
17,43,9,2183.0,False
