episode,step,job_idx,completion_time,deadline_met
1,17,12,947.0,False
1,37,9,1812.0,False
1,44,8,2124.0,False
1,46,1,2197.0,False
1,58,14,2769.0,False
1,59,0,2801.0,False
1,70,4,3311.0,False
1,74,7,3547.0,False
1,82,17,3953.0,False
1,88,3,4192.0,False
1,92,2,4328.0,False
1,93,13,4369.0,False
1,100,6,4686.0,False
1,106,19,4992.0,False
1,110,18,5163.0,False
1,113,11,5331.0,False
1,125,16,5895.0,False
1,128,10,6018.0,False
1,132,5,6243.0,False
1,134,15,6327.0,False
2,19,1,893.0,False
2,35,14,1592.0,False
2,37,9,1650.0,False
2,39,8,1749.0,False
2,48,17,2241.0,False
2,53,12,2512.0,False
2,63,0,2965.0,False
2,68,3,3209.0,False
2,83,19,3890.0,False
2,90,6,4192.0,False
2,95,5,4441.0,False
2,104,2,4847.0,False
2,107,7,5024.0,False
2,111,15,5207.0,False
2,112,13,5248.0,False
2,130,11,6061.0,False
2,131,10,6110.0,False
2,132,18,6155.0,False
2,133,16,6190.0,False
2,134,4,6232.0,False
3,24,9,1102.0,False
3,41,8,1907.0,False
3,42,1,1938.0,False
3,54,0,2436.0,False
3,55,12,2504.0,False
3,57,14,2641.0,False
3,62,17,2880.0,False
3,66,6,3027.0,False
3,88,3,4065.0,False
3,90,2,4149.0,False
3,110,5,5154.0,False
3,112,10,5237.0,False
3,122,19,5656.0,False
3,123,7,5706.0,False
3,124,15,5756.0,False
3,125,13,5797.0,False
3,127,18,5883.0,False
3,128,4,5925.0,False
3,131,16,6094.0,False
3,134,11,6227.0,False
