episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,0,J1:OP1,13.987552642822266,40,40.0,0,False,-0.2,0.0,0.0,0.0,0.0,0.0,6.2,9.087553,-1.1,0.0
1,2,9,J10:OP1,6.767317295074463,97,97.0,25,False,-0.48500000000000004,-6.25,0.0,0.0,0.5,0.0,12.600000000000001,18.01487,-3.6250000000000004,0.0
1,3,0,J1:OP2,13.339838027954102,113,113.0,0,False,-0.5650000000000001,-6.25,0.0,0.0,0.5,0.0,18.8,26.89721,-5.2875000000000005,0.0
1,4,0,J1:OP3,13.90113639831543,149,149.0,0,False,-0.7450000000000001,-6.25,0.0,0.0,0.5,0.0,25.200000000000003,35.678345,-6.387500000000001,0.0
1,5,7,J8:OP1,2.7452783584594727,208,208.0,40,False,-1.04,-16.25,0.0,0.0,0.5,0.0,31.6,44.293625,-8.3625,0.0
1,6,6,J7:OP1,1.0294408798217773,283,283.0,40,False,-1.415,-26.25,0.0,0.0,1.0,0.0,38.0,52.698067,-12.262500000000001,0.0
1,7,7,J8:OP2,6.7966718673706055,316,316.0,20,False,-1.58,-31.25,0.0,0.0,1.0,0.0,44.2,61.00974,-14.8125,0.0
1,8,4,J5:OP1,0.08052349090576172,392,392.0,40,False,-1.96,-41.25,0.0,0.0,1.0,0.0,50.6,69.107765,-18.85,0.0
1,9,7,J8:OP3,7.534053802490234,461,461.0,15,False,-2.305,-45.0,0.0,0.0,1.0,0.0,57.0,77.01182,-21.525000000000002,0.0
1,10,19,J20:OP1,4.997862339019775,505,505.0,25,False,-2.5250000000000004,-51.25,0.0,0.0,1.0,0.0,63.6,84.79218,-24.437500000000004,0.0
1,11,7,J8:OP4,5.8226470947265625,578,578.0,15,False,-2.8900000000000006,-55.0,0.0,0.0,1.0,0.0,70.2,92.36733,-28.675000000000004,0.0
1,12,7,J8:OP5,4.087732791900635,642,642.0,15,False,-3.2100000000000004,-58.75,0.0,0.0,1.0,0.0,76.8,99.762566,-34.5125,0.0
1,13,14,J15:OP1,-1.6968708038330078,705,705.0,40,False,-3.5250000000000004,-68.75,0.0,0.0,1.5,0.0,83.39999999999999,106.9807,-40.212500000000006,0.0
1,14,4,J5:OP2,6.882238864898682,740,740.0,20,False,-3.7,-73.75,0.0,0.0,1.5,0.0,89.99999999999999,114.10043,-41.87500000000001,0.0
1,15,7,J8:OP6,45.21849060058594,790,790.0,20,True,-3.95,-78.75,20.0,20.0,1.5,0.0,96.39999999999999,121.08142,-44.78750000000001,0.0
1,16,4,J5:OP3,7.456134796142578,830,830.0,15,False,-4.15,-82.5,20.0,20.0,1.5,0.0,102.99999999999999,127.95006,-46.85000000000001,0.0
1,17,14,J15:OP2,6.323441505432129,863,863.0,20,False,-4.315,-87.5,20.0,20.0,2.0,0.0,109.59999999999998,134.726,-49.23750000000001,0.0
1,18,4,J5:OP4,4.840131759643555,898,898.0,20,False,-4.49,-92.5,20.0,20.0,2.0,0.0,116.19999999999997,141.40363,-52.500000000000014,0.0
1,19,1,J2:OP1,0.5903341770172119,954,954.0,40,False,-4.7700000000000005,-102.5,20.0,20.0,2.0,0.0,122.79999999999997,147.92397,-54.750000000000014,0.0
1,20,14,J15:OP3,7.529891014099121,1004,1004.0,15,False,-5.0200000000000005,-106.25,20.0,20.0,2.5,0.0,129.39999999999998,154.30386,-56.70000000000002,0.0
1,21,0,J1:OP4,6.108153343200684,1042,1042.0,20,False,-5.210000000000001,-111.25,20.0,20.0,2.5,0.0,135.99999999999997,160.57701,-58.27500000000002,0.0
1,22,14,J15:OP4,7.345180988311768,1084,1084.0,15,False,-5.420000000000001,-115.0,20.0,20.0,3.0,0.0,142.79999999999998,166.7322,-60.42500000000002,0.0
1,23,14,J15:OP5,5.517826080322266,1124,1124.0,20,False,-5.620000000000001,-120.0,20.0,20.0,3.5,0.0,149.6,172.77502,-63.05000000000002,0.0
1,24,4,J5:OP5,3.5773820877075195,1174,1174.0,20,False,-5.870000000000001,-125.0,20.0,20.0,3.5,0.0,156.4,178.6774,-66.92500000000001,0.0
1,25,18,J19:OP1,0.27289342880249023,1229,1229.0,40,False,-6.145000000000001,-135.0,20.0,20.0,4.0,0.0,163.20000000000002,184.4253,-69.42500000000001,0.0
1,26,0,J1:OP5,4.357420921325684,1271,1271.0,20,False,-6.355000000000001,-140.0,20.0,20.0,4.0,0.0,170.00000000000003,190.0552,-72.28750000000001,0.0
1,27,4,J5:OP6,27.189401626586914,1313,1313.0,20,True,-6.565000000000001,-145.0,40.0,24.0,4.0,0.0,176.80000000000004,195.56711,-76.2,0.0
1,28,14,J15:OP6,2.488618850708008,1356,1356.0,20,False,-6.780000000000001,-150.0,40.0,24.0,4.5,0.0,183.60000000000005,200.95822,-81.1875,0.0
1,29,17,J18:OP1,-3.0430331230163574,1418,1418.0,40,False,-7.090000000000001,-160.0,40.0,24.0,4.5,0.0,190.60000000000005,206.17519,-86.1375,0.0
1,30,14,J15:OP7,6.613992691040039,1460,1460.0,15,False,-7.300000000000001,-163.75,40.0,24.0,5.0,0.0,197.40000000000006,211.27419,-87.9625,0.0
1,31,11,J12:OP1,2.7116940021514893,1516,1516.0,25,False,-7.580000000000001,-170.0,40.0,24.0,5.0,0.0,204.40000000000006,216.21588,-90.66250000000001,0.0
1,32,11,J12:OP2,4.863719940185547,1558,1558.0,20,False,-7.790000000000001,-175.0,40.0,24.0,5.0,0.0,211.40000000000006,221.0396,-92.41250000000001,0.0
1,33,0,J1:OP6,52.02906036376953,1590,1590.0,20,True,-7.950000000000001,-180.0,60.0,52.0,5.0,0.0,218.40000000000006,225.77866,-94.9625,0.0
1,34,14,J15:OP8,84.00878927816572,1646,1646.0,10,True,-8.23,-182.5,80.0,92.0,22.527885633603955,0.0,225.40000000000006,230.36456,-97.28750000000001,0.0
1,35,1,J2:OP2,3.976807117462158,1676,1676.0,20,False,-8.38,-187.5,80.0,92.0,22.527885633603955,0.0,232.40000000000006,234.86636,-99.66250000000001,0.0
1,36,17,J18:OP2,3.014678478240967,1716,1716.0,20,False,-8.58,-192.5,80.0,92.0,22.527885633603955,0.0,239.60000000000005,239.25604,-103.03750000000001,0.0
1,37,11,J12:OP3,3.3714852333068848,1776,1776.0,15,False,-8.88,-196.25,80.0,92.0,22.527885633603955,0.0,246.80000000000004,243.47752,-107.03750000000001,0.0
1,38,17,J18:OP3,3.642159938812256,1815,1815.0,10,False,-9.075000000000001,-198.75,80.0,92.0,22.527885633603955,0.0,254.00000000000003,247.58969,-112.0125,0.0
1,39,11,J12:OP4,1.0657119750976562,1861,1861.0,20,False,-9.305000000000001,-203.75,80.0,92.0,22.527885633603955,0.0,261.20000000000005,251.5729,-116.9,0.0
1,40,11,J12:OP5,-0.2788424491882324,1909,1909.0,20,False,-9.545000000000002,-208.75,80.0,92.0,22.527885633603955,0.0,268.40000000000003,255.42157,-122.98750000000001,0.0
1,41,9,J10:OP2,-1.0149874687194824,1954,1954.0,20,False,-9.770000000000001,-213.75,80.0,92.0,23.027885633603955,0.0,275.6,259.14407,-130.20000000000002,0.0
1,42,11,J12:OP6,-2.6645421981811523,2002,2002.0,20,False,-10.010000000000002,-218.75,80.0,92.0,23.027885633603955,0.0,283.0,262.73203,-138.6125,0.0
1,43,11,J12:OP7,23.99762535095215,2044,2044.0,20,True,-10.220000000000002,-223.75,100.0,100.0,23.027885633603955,0.0,290.2,266.20215,-148.07500000000002,0.0
1,44,16,J17:OP1,-4.9510297775268555,2122,2122.0,40,False,-10.610000000000003,-233.75,100.0,100.0,23.027885633603955,0.0,297.2,269.4536,-152.88750000000002,0.0
1,45,19,J20:OP2,0.33782339096069336,2167,2167.0,20,False,-10.835000000000003,-238.75,100.0,100.0,23.027885633603955,0.0,304.59999999999997,272.57895,-157.85000000000002,0.0
1,46,16,J17:OP2,-0.7493071556091309,2207,2207.0,20,False,-11.035000000000002,-243.75,100.0,100.0,23.027885633603955,0.0,311.99999999999994,275.59213,-163.81250000000003,0.0
1,47,19,J20:OP3,4.53538179397583,2241,2241.0,10,False,-11.205000000000002,-246.25,100.0,100.0,23.027885633603955,0.0,318.19999999999993,278.51,-165.72500000000002,0.0
1,48,19,J20:OP4,2.8183984756469727,2297,2297.0,15,False,-11.485000000000001,-250.0,100.0,100.0,23.027885633603955,0.0,325.5999999999999,281.2709,-169.03750000000002,0.0
1,49,17,J18:OP4,0.9161868095397949,2362,2362.0,10,False,-11.81,-252.5,100.0,100.0,23.027885633603955,0.0,331.69999999999993,283.84958,-173.97500000000002,0.0
1,50,19,J20:OP5,0.2149660587310791,2399,2399.0,20,False,-11.995000000000001,-257.5,100.0,100.0,23.027885633603955,0.0,338.54999999999995,286.32455,-177.90000000000003,0.0
1,51,17,J18:OP5,43.314300537109375,2432,2432.0,20,True,-12.16,-262.5,120.0,124.0,23.027885633603955,0.0,345.4,288.70386,-182.65000000000003,0.0
1,52,8,J9:OP1,-0.2779989242553711,2497,2497.0,25,False,-12.485,-268.75,120.0,124.0,23.527885633603955,0.0,351.5,290.90085,-185.15000000000003,0.0
1,53,19,J20:OP6,3.172318458557129,2537,2537.0,15,False,-12.684999999999999,-272.5,120.0,124.0,23.527885633603955,0.0,358.35,292.98566,-186.96250000000003,0.0
1,54,19,J20:OP7,34.98561477661133,2587,2587.0,10,True,-12.934999999999999,-275.0,140.0,136.0,23.527885633603955,0.0,365.20000000000005,294.93378,-190.02500000000003,0.0
1,55,16,J17:OP3,0.9282593727111816,2636,2636.0,15,False,-13.179999999999998,-278.75,140.0,136.0,23.527885633603955,0.0,372.6,296.74454,-194.31250000000003,0.0
1,56,1,J2:OP3,0.6267375946044922,2674,2674.0,10,False,-13.369999999999997,-281.25,140.0,136.0,23.527885633603955,0.0,379.45000000000005,298.44876,-199.55000000000004,0.0
1,57,1,J2:OP4,-0.0031936168670654297,2715,2715.0,20,False,-13.574999999999998,-286.25,140.0,136.0,23.527885633603955,0.0,386.30000000000007,300.03806,-202.78750000000005,0.0
1,58,8,J9:OP2,-0.4791085720062256,2751,2751.0,20,False,-13.754999999999997,-291.25,140.0,136.0,24.027885633603955,0.0,393.1500000000001,301.52646,-206.92500000000004,0.0
1,59,1,J2:OP5,-2.242449998855591,2795,2795.0,20,False,-13.974999999999998,-296.25,140.0,136.0,24.027885633603955,0.0,400.0000000000001,302.8915,-212.16250000000005,0.0
1,60,18,J19:OP2,-4.362610340118408,2845,2845.0,20,False,-14.224999999999998,-301.25,140.0,136.0,24.527885633603955,0.0,406.85000000000014,302.9164,-218.65000000000006,0.0
1,61,12,J13:OP1,-7.919669151306152,2926,2926.0,40,False,-14.629999999999997,-311.25,140.0,136.0,24.527885633603955,0.0,413.70000000000016,302.71423,-222.81250000000006,0.0
1,62,10,J11:OP1,-9.843696594238281,2997,2997.0,40,False,-14.984999999999998,-321.25,140.0,136.0,24.527885633603955,0.0,420.5500000000002,302.31305,-228.75000000000006,0.0
1,63,10,J11:OP2,-3.6712026596069336,3030,3030.0,20,False,-15.149999999999997,-326.25,140.0,136.0,24.527885633603955,0.0,427.4000000000002,301.81934,-233.61250000000007,0.0
1,64,10,J11:OP3,1.354697823524475,3082,3082.0,10,False,-15.409999999999997,-328.75,140.0,136.0,24.527885633603955,0.0,433.86666666666684,301.17987,-235.32500000000007,0.0
1,65,1,J2:OP6,11.359482765197754,3118,3118.0,15,True,-15.589999999999996,-332.5,139.79340277777777,148.0,24.527885633603955,0.0,440.71666666666687,300.43845,-237.93750000000009,0.0
1,66,18,J19:OP3,-1.3509836196899414,3155,3155.0,15,False,-15.774999999999997,-336.25,139.79340277777777,148.0,25.027885633603955,0.0,447.1833333333335,299.5933,-241.47500000000008,0.0
1,67,9,J10:OP3,-2.9373745918273926,3209,3209.0,15,False,-16.044999999999998,-340.0,139.79340277777777,148.0,25.527885633603955,0.0,453.65000000000015,298.59674,-246.36250000000007,0.0
1,68,12,J13:OP2,-3.857093334197998,3252,3252.0,20,False,-16.259999999999998,-345.0,139.79340277777777,148.0,25.527885633603955,0.0,459.85000000000014,297.47964,-250.08750000000006,0.0
1,69,9,J10:OP4,-4.253175258636475,3294,3294.0,20,False,-16.47,-350.0,139.79340277777777,148.0,26.027885633603955,0.0,466.3166666666668,296.2448,-254.86250000000007,0.0
1,70,6,J7:OP2,-5.0703935623168945,3337,3337.0,20,False,-16.685,-355.0,139.79340277777777,148.0,26.527885633603955,0.0,473.1666666666668,294.8894,-260.7125000000001,0.0
1,71,6,J7:OP3,-1.8707141876220703,3371,3371.0,10,False,-16.855,-357.5,139.79340277777777,148.0,27.027885633603955,0.0,480.0166666666668,293.4387,-265.8125000000001,0.0
