episode,step,job_idx,completion_time,deadline_met
3863,16,15,823.0,False
3863,43,10,2288.0,False
3863,47,7,2542.0,False
3863,76,17,4218.0,False
3863,77,4,4265.0,False
3863,78,2,4315.0,False
3863,86,0,4704.0,False
3863,92,9,5106.0,False
3863,93,5,5143.0,False
3863,97,18,5349.0,False
3863,98,11,5446.0,False
3863,99,13,5510.0,False
3863,105,12,5813.0,False
3863,107,19,5926.0,False
3863,108,16,6001.0,False
3863,116,3,6503.0,False
3863,118,14,6622.0,False
3863,121,8,6769.0,False
3863,122,1,6802.0,False
3863,123,6,6866.0,False
3864,33,7,1685.0,False
3864,35,15,1803.0,False
3864,44,8,2274.0,False
3864,61,10,3222.0,False
3864,62,19,3277.0,False
3864,74,2,4065.0,False
3864,75,12,4101.0,False
3864,85,6,4676.0,False
3864,86,11,4758.0,False
3864,96,9,5384.0,False
3864,98,17,5505.0,False
3864,102,1,5714.0,False
3864,103,18,5769.0,False
3864,107,0,5946.0,False
3864,108,16,6030.0,False
3864,110,4,6158.0,False
3864,117,5,6520.0,False
3864,118,14,6557.0,False
3864,121,13,6726.0,False
3864,123,3,6855.0,False
3865,51,7,2801.0,False
3865,52,15,2851.0,False
3865,57,18,3100.0,False
3865,74,1,4137.0,False
3865,79,11,4448.0,False
3865,80,9,4536.0,False
3865,87,6,4971.0,False
3865,88,19,5026.0,False
3865,91,16,5238.0,False
3865,92,12,5269.0,False
3865,96,10,5490.0,False
3865,104,4,5879.0,False
3865,105,17,5950.0,False
3865,108,0,6081.0,False
3865,109,2,6125.0,False
3865,114,13,6420.0,False
3865,117,8,6555.0,False
3865,119,5,6630.0,False
3865,120,3,6695.0,False
3865,123,14,6858.0,False
3866,45,12,2350.0,False
3866,52,15,2753.0,False
3866,57,2,3029.0,False
3866,65,7,3461.0,False
3866,67,10,3595.0,False
3866,71,8,3840.0,False
3866,77,14,4191.0,False
3866,79,17,4303.0,False
3866,85,16,4643.0,False
3866,97,19,5360.0,False
3866,101,13,5577.0,False
3866,104,4,5748.0,False
3866,112,1,6153.0,False
3866,113,0,6204.0,False
3866,114,11,6301.0,False
3866,115,6,6366.0,False
3866,118,3,6547.0,False
3866,119,18,6603.0,False
3866,121,5,6681.0,False
3866,123,9,6819.0,False
3867,46,10,2508.0,False
3867,52,4,2837.0,False
3867,66,15,3671.0,False
3867,72,18,4030.0,False
3867,74,12,4119.0,False
3867,77,7,4283.0,False
3867,78,17,4349.0,False
3867,82,6,4623.0,False
3867,84,9,4753.0,False
3867,90,2,5085.0,False
3867,94,0,5274.0,False
3867,96,11,5440.0,False
3867,99,13,5635.0,False
3867,104,16,5929.0,False
3867,110,14,6216.0,False
3867,111,19,6280.0,False
3867,115,8,6500.0,False
3867,118,1,6597.0,False
3867,119,5,6632.0,False
3867,123,3,6841.0,False
3868,29,15,1491.0,False
3868,38,7,1881.0,False
3868,41,10,2041.0,False
3868,54,4,2897.0,False
3868,59,12,3132.0,False
3868,71,8,3811.0,False
3868,74,19,4011.0,False
3868,86,11,4749.0,False
3868,95,0,5189.0,False
3868,98,1,5395.0,False
3868,102,6,5653.0,False
3868,103,2,5697.0,False
3868,105,17,5820.0,False
3868,107,14,5915.0,False
3868,108,3,5978.0,False
3868,114,18,6335.0,False
3868,115,13,6400.0,False
3868,120,5,6640.0,False
