episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,12,J13:OP1,15.069060325622559,41,41.0,0,False,-0.20500000000000002,0.0,0.0,0.0,0.0,0.0,6.4,9.174061,-0.3,0.0
1,2,15,J16:OP1,-1.4345691204071045,107,107.0,40,False,-0.535,-10.0,0.0,0.0,0.0,0.0,6.4,18.369492,-0.6,0.0
1,3,3,J4:OP1,8.613303184509277,157,157.0,25,False,-0.785,-16.25,0.0,0.0,0.0,0.0,12.600000000000001,27.582794,-0.8999999999999999,0.0
1,4,2,J3:OP1,-0.937430202960968,231,231.0,40,False,-1.155,-26.25,0.0,0.0,0.5,0.0,12.600000000000001,36.815365,-1.2,0.0
1,5,3,J4:OP2,9.165730476379395,246,246.0,0,False,-1.23,-26.25,0.0,0.0,0.5,0.0,12.600000000000001,46.056095,-1.2,0.0
1,6,2,J3:OP2,10.747762680053711,286,286.0,20,False,-1.43,-31.25,0.0,0.0,1.0,0.0,18.8,55.303856,-1.2,0.0
1,7,12,J13:OP2,11.717658996582031,324,324.0,15,False,-1.6199999999999999,-35.0,0.0,0.0,1.0,0.0,25.200000000000003,64.561516,-1.2,0.0
1,8,15,J16:OP2,10.291797637939453,359,359.0,20,False,-1.795,-40.0,0.0,0.0,1.0,0.0,31.400000000000002,73.828316,-1.2,0.0
1,9,5,J6:OP1,5.802631855010986,435,435.0,40,False,-2.175,-50.0,0.0,0.0,1.5,0.0,37.800000000000004,83.11095,-1.2,0.0
1,10,15,J16:OP3,15.940431594848633,465,465.0,0,False,-2.3249999999999997,-50.0,0.0,0.0,1.5,0.0,44.400000000000006,92.40138,-1.0,0.0
1,11,16,J17:OP1,5.312612056732178,543,543.0,40,False,-2.715,-60.0,0.0,0.0,1.5,0.0,50.60000000000001,101.703995,-0.8,0.0
1,12,12,J13:OP3,11.623570442199707,611,611.0,15,False,-3.0549999999999997,-63.75,0.0,0.0,1.5,0.0,56.80000000000001,111.01756,-0.6000000000000001,0.0
1,13,2,J3:OP3,13.780431747436523,679,679.0,10,False,-3.3949999999999996,-66.25,0.0,0.0,2.0,0.0,63.40000000000001,120.338,-0.4000000000000001,0.0
1,14,3,J4:OP3,12.11025333404541,734,734.0,15,False,-3.6699999999999995,-70.0,0.0,0.0,2.0,0.0,70.00000000000001,129.67325,-0.20000000000000007,0.0
1,15,2,J3:OP4,11.17428207397461,784,784.0,20,False,-3.9199999999999995,-75.0,0.0,0.0,2.5,0.0,76.40000000000002,138.99753,-5.551115123125783e-17,0.0
1,16,2,J3:OP5,11.438443183898926,821,821.0,20,False,-4.1049999999999995,-80.0,0.0,0.0,3.0,0.0,83.00000000000001,148.32097,0.19999999999999996,0.0
1,17,2,J3:OP6,12.29139232635498,857,857.0,15,False,-4.284999999999999,-83.75,0.0,0.0,3.5,0.0,89.20000000000002,157.64236,0.39999999999999997,0.0
1,18,3,J4:OP4,10.962480545043945,891,891.0,20,False,-4.454999999999999,-88.75,0.0,0.0,3.5,0.0,95.80000000000001,166.97484,0.6,0.0
1,19,15,J16:OP4,12.174217224121094,929,929.0,15,False,-4.645,-92.5,0.0,0.0,3.5,0.0,102.4,176.28906,0.8,0.0
1,20,15,J16:OP5,10.73836612701416,963,963.0,20,False,-4.8149999999999995,-97.5,0.0,0.0,3.5,0.0,108.80000000000001,185.59743,1.0,0.0
1,21,3,J4:OP5,12.164618492126465,1003,1003.0,15,False,-5.015,-101.25,0.0,0.0,3.5,0.0,115.4,194.91205,1.2,0.0
1,22,2,J3:OP7,82.90208063812577,1033,1033.0,20,True,-5.165,-106.25,20.0,32.0,23.668763102725368,0.0,121.80000000000001,204.20236,1.393,0.0
1,23,13,J14:OP1,9.801759719848633,1076,1076.0,25,False,-5.38,-112.5,20.0,32.0,23.668763102725368,0.0,128.60000000000002,213.47612,1.586,0.0
1,24,7,J8:OP1,9.799554824829102,1120,1120.0,25,False,-5.6,-118.75,20.0,32.0,23.668763102725368,0.0,135.40000000000003,222.75267,1.7790000000000001,0.0
1,25,4,J5:OP1,5.632169723510742,1196,1196.0,40,False,-5.9799999999999995,-128.75,20.0,32.0,23.668763102725368,0.0,142.00000000000003,231.97183,1.9720000000000002,0.0
1,26,4,J5:OP2,11.016243934631348,1231,1231.0,20,False,-6.154999999999999,-133.75,20.0,32.0,23.668763102725368,0.0,148.80000000000004,241.17007,2.165,0.0
1,27,14,J15:OP1,6.141022682189941,1294,1294.0,40,False,-6.47,-143.75,20.0,32.0,24.168763102725368,0.0,155.40000000000003,250.3331,2.358,0.0
1,28,8,J9:OP1,5.977577209472656,1374,1374.0,40,False,-6.87,-153.75,20.0,32.0,24.668763102725368,0.0,162.00000000000003,259.41766,2.551,0.0
1,29,15,J16:OP6,58.97336196899414,1424,1424.0,20,True,-7.12,-158.75,40.0,60.0,24.668763102725368,0.0,169.00000000000003,268.45502,2.737,0.0
1,30,12,J13:OP4,10.762490272521973,1466,1466.0,20,False,-7.33,-163.75,40.0,60.0,24.668763102725368,0.0,175.80000000000004,277.4415,2.923,0.0
1,31,3,J4:OP6,11.119366645812988,1510,1510.0,20,False,-7.55,-168.75,40.0,60.0,24.668763102725368,0.0,183.00000000000003,286.39487,3.109,0.0
1,32,7,J8:OP2,11.126349449157715,1543,1543.0,20,False,-7.715,-173.75,40.0,60.0,24.668763102725368,0.0,190.20000000000002,295.30023,3.295,0.0
1,33,3,J4:OP7,60.27320861816406,1584,1584.0,15,True,-7.92,-177.5,60.0,88.0,24.668763102725368,0.0,197.4,304.14944,3.4739999999999998,0.0
1,34,4,J5:OP3,12.180559158325195,1624,1624.0,15,False,-8.12,-181.25,60.0,88.0,24.668763102725368,0.0,204.6,312.901,3.6529999999999996,0.0
1,35,5,J6:OP2,11.404522895812988,1657,1657.0,20,False,-8.284999999999998,-186.25,60.0,88.0,25.168763102725368,0.0,211.79999999999998,321.59152,3.8319999999999994,0.0
1,36,4,J5:OP4,10.824828147888184,1692,1692.0,20,False,-8.459999999999999,-191.25,60.0,88.0,25.168763102725368,0.0,218.99999999999997,330.21234,4.010999999999999,0.0
1,37,12,J13:OP5,59.75476837158203,1760,1760.0,15,True,-8.799999999999999,-195.0,80.0,116.0,25.168763102725368,0.0,226.19999999999996,338.68512,4.182999999999999,0.0
1,38,7,J8:OP3,11.601908683776855,1829,1829.0,15,False,-9.145,-198.75,80.0,116.0,25.168763102725368,0.0,233.39999999999995,347.01004,4.354999999999999,0.0
1,39,17,J18:OP1,5.375040054321289,1891,1891.0,40,False,-9.455,-208.75,80.0,116.0,25.168763102725368,0.0,240.79999999999995,355.12308,4.526999999999998,0.0
1,40,13,J14:OP2,10.191176414489746,1927,1927.0,20,False,-9.635,-213.75,80.0,116.0,25.168763102725368,0.0,247.99999999999994,363.12225,4.698999999999998,0.0
1,41,7,J8:OP4,11.037667274475098,2000,2000.0,15,False,-10.0,-217.5,80.0,116.0,25.168763102725368,0.0,255.19999999999993,370.90292,4.870999999999998,0.0
1,42,5,J6:OP3,11.59719181060791,2053,2053.0,15,False,-10.265,-221.25,80.0,116.0,25.668763102725368,0.0,262.5999999999999,378.4431,5.0429999999999975,0.0
1,43,7,J8:OP5,10.608651161193848,2117,2117.0,15,False,-10.585,-225.0,80.0,116.0,25.668763102725368,0.0,269.7999999999999,385.74976,5.214999999999997,0.0
1,44,4,J5:OP5,9.160452842712402,2167,2167.0,20,False,-10.835,-230.0,80.0,116.0,25.668763102725368,0.0,276.9999999999999,392.7882,5.386999999999997,0.0
1,45,5,J6:OP4,10.429149627685547,2240,2240.0,15,False,-11.200000000000001,-233.75,80.0,116.0,26.168763102725368,0.0,284.1999999999999,399.46036,5.558999999999997,0.0
1,46,11,J12:OP1,7.214954376220703,2296,2296.0,25,False,-11.48,-240.0,80.0,116.0,26.168763102725368,0.0,291.39999999999986,405.8333,5.730999999999996,0.0
1,47,4,J5:OP6,31.930076599121094,2338,2338.0,20,True,-11.690000000000001,-245.0,100.0,120.0,26.168763102725368,0.0,298.2499999999999,411.9584,5.895999999999996,0.0
1,48,1,J2:OP1,1.3560361862182617,2394,2394.0,40,False,-11.97,-255.0,100.0,120.0,26.168763102725368,0.0,303.9357142857142,417.7437,6.060999999999996,0.0
1,49,14,J15:OP2,8.49320125579834,2427,2427.0,20,False,-12.135,-260.0,100.0,120.0,26.668763102725368,0.0,311.3357142857142,423.3369,6.225999999999996,0.0
1,50,9,J10:OP1,2.59676194190979,2499,2499.0,40,False,-12.495,-270.0,100.0,120.0,27.168763102725368,0.0,318.53571428571416,428.42868,6.3909999999999965,0.0
1,51,10,J11:OP1,0.47313982248306274,2570,2570.0,40,False,-12.85,-280.0,100.0,120.0,27.168763102725368,0.0,324.6357142857142,432.99182,6.5559999999999965,0.0
1,52,19,J20:OP1,0.13736014068126678,2629,2629.0,40,False,-13.145,-290.0,100.0,120.0,27.168763102725368,0.0,330.7357142857142,437.15918,6.7209999999999965,0.0
1,53,17,J18:OP2,5.315082550048828,2669,2669.0,20,False,-13.344999999999999,-295.0,100.0,120.0,27.168763102725368,0.0,337.27857142857135,440.9664,6.885999999999997,0.0
1,54,7,J8:OP6,44.94179916381836,2719,2719.0,20,True,-13.594999999999999,-300.0,120.0,140.0,27.168763102725368,0.0,343.8214285714285,444.45734,7.043999999999997,0.0
1,55,8,J9:OP2,5.486966609954834,2755,2755.0,20,False,-13.774999999999999,-305.0,120.0,140.0,27.668763102725368,0.0,350.6714285714285,447.6163,7.201999999999997,0.0
1,56,19,J20:OP2,4.310553073883057,2800,2800.0,20,False,-13.999999999999998,-310.0,120.0,140.0,27.668763102725368,0.0,357.21428571428567,450.451,7.359999999999998,0.0
1,57,14,J15:OP3,5.615180492401123,2850,2850.0,15,False,-14.249999999999998,-313.75,120.0,140.0,28.168763102725368,0.0,363.7571428571428,452.86533,7.517999999999998,0.0
1,58,9,J10:OP2,4.011711120605469,2895,2895.0,20,False,-14.474999999999998,-318.75,120.0,140.0,28.668763102725368,0.0,370.29999999999995,454.90118,7.675999999999998,0.0
1,59,8,J9:OP3,4.122269153594971,2964,2964.0,15,False,-14.819999999999999,-322.5,120.0,140.0,29.168763102725368,0.0,376.4,456.36044,7.833999999999999,0.0
1,60,5,J6:OP5,54.97295711188846,3020,3020.0,15,True,-15.099999999999998,-326.25,119.87847222222223,180.0,41.085429769392036,0.0,382.5,457.31726,7.9849999999999985,0.0
1,61,17,J18:OP3,2.582190990447998,3064,3064.0,15,False,-15.319999999999999,-330.0,119.87847222222223,180.0,41.085429769392036,0.0,388.3,457.91846,8.136,0.0
1,62,10,J11:OP2,1.4252140522003174,3097,3097.0,20,False,-15.484999999999998,-335.0,119.87847222222223,180.0,41.085429769392036,0.0,394.40000000000003,458.25766,8.286999999999999,0.0
1,63,17,J18:OP4,1.9504930973052979,3167,3167.0,15,False,-15.834999999999997,-338.75,119.87847222222223,180.0,41.085429769392036,0.0,400.50000000000006,458.05716,8.437999999999999,0.0
1,64,14,J15:OP4,2.2785305976867676,3209,3209.0,15,False,-16.044999999999998,-342.5,119.87847222222223,180.0,41.585429769392036,0.0,406.6000000000001,457.54468,8.588999999999999,0.0
1,65,10,J11:OP3,1.2960970401763916,3266,3266.0,15,False,-16.33,-346.25,119.87847222222223,180.0,41.585429769392036,0.0,412.7000000000001,456.6248,8.739999999999998,0.0
1,66,13,J14:OP3,2.4509530067443848,3298,3298.0,10,False,-16.49,-348.75,119.87847222222223,180.0,41.585429769392036,0.0,418.8000000000001,455.48474,8.890999999999998,0.0
1,67,11,J12:OP2,-0.6781365871429443,3340,3340.0,20,False,-16.7,-353.75,119.87847222222223,180.0,41.585429769392036,0.0,424.60000000000014,454.0656,9.041999999999998,0.0
1,68,9,J10:OP3,0.970036506652832,3394,3394.0,15,False,-16.97,-357.5,119.87847222222223,180.0,42.085429769392036,0.0,430.70000000000016,452.30466,9.192999999999998,0.0
1,69,11,J12:OP3,0.08326837420463562,3454,3454.0,15,False,-17.27,-361.25,119.87847222222223,180.0,42.085429769392036,0.0,436.8000000000002,450.18692,9.343999999999998,0.0
1,70,19,J20:OP3,1.2720005512237549,3488,3488.0,10,False,-17.44,-363.75,119.87847222222223,180.0,42.085429769392036,0.0,442.9000000000002,447.87793,9.494999999999997,0.0
1,71,11,J12:OP4,-2.034209728240967,3534,3534.0,20,False,-17.67,-368.75,119.87847222222223,180.0,42.085429769392036,0.0,448.5000000000002,445.32272,9.645999999999997,0.0
1,72,19,J20:OP4,-0.914604663848877,3590,3590.0,15,False,-17.950000000000003,-372.5,119.87847222222223,180.0,42.085429769392036,0.0,454.30000000000024,442.48712,9.796999999999997,0.0
1,73,14,J15:OP5,-1.772100806236267,3630,3630.0,20,False,-18.150000000000002,-377.5,119.87847222222223,180.0,42.585429769392036,0.0,460.10000000000025,439.46402,9.947999999999997,0.0
1,74,11,J12:OP5,-2.5233755111694336,3678,3678.0,20,False,-18.39,-382.5,119.87847222222223,180.0,42.585429769392036,0.0,465.90000000000026,436.22964,10.098999999999997,0.0
1,75,17,J18:OP5,20.67517852783203,3711,3711.0,20,True,-18.555,-387.5,119.15711805555556,204.0,42.585429769392036,0.0,471.7000000000003,432.84717,10.242999999999997,0.0
1,76,8,J9:OP4,-2.3210983276367188,3754,3754.0,20,False,-18.77,-392.5,119.15711805555556,204.0,43.085429769392036,0.0,477.5000000000003,429.29706,10.386999999999997,0.0
1,77,14,J15:OP6,-2.4777989387512207,3797,3797.0,20,False,-18.985,-397.5,119.15711805555556,204.0,43.585429769392036,0.0,483.3000000000003,425.59027,10.530999999999997,0.0
1,78,11,J12:OP6,-3.4926373958587646,3845,3845.0,20,False,-19.224999999999998,-402.5,119.15711805555556,204.0,43.585429769392036,0.0,488.7727272727276,421.72092,10.674999999999997,0.0
1,79,19,J20:OP5,-2.1368136405944824,3877,3877.0,15,False,-19.384999999999998,-406.25,119.15711805555556,204.0,43.585429769392036,0.0,494.3727272727276,417.7501,10.818999999999997,0.0
1,80,19,J20:OP6,-2.4961845874786377,3917,3917.0,15,False,-19.584999999999997,-410.0,119.15711805555556,204.0,43.585429769392036,0.0,499.7727272727276,413.6599,10.962999999999997,0.0
1,81,10,J11:OP4,-2.584564208984375,3954,3954.0,15,False,-19.769999999999996,-413.75,119.15711805555556,204.0,43.585429769392036,0.0,505.17272727272757,409.46634,11.106999999999998,0.0
1,82,11,J12:OP7,3.1067843437194824,3996,3996.0,20,True,-19.979999999999997,-418.75,118.16777121657546,212.0,43.585429769392036,0.0,510.64545454545487,405.16275,11.243999999999998,0.0
1,83,14,J15:OP7,-2.3282947540283203,4038,4038.0,15,False,-20.189999999999998,-422.5,118.16777121657546,212.0,44.085429769392036,0.0,516.0454545454548,400.75745,11.380999999999998,0.0
1,84,19,J20:OP7,7.826385974884033,4093,4093.0,15,True,-20.464999999999996,-426.25,116.93872602707108,224.0,44.085429769392036,0.0,521.5181818181821,396.23514,11.511,0.0
1,85,14,J15:OP8,42.643293894664545,4154,4154.0,15,True,-20.769999999999996,-430.0,115.77300064761468,264.0,50.98994794800129,0.0,526.9909090909094,391.5989,11.633999999999999,0.0
1,86,9,J10:OP4,-3.900282621383667,4196,4196.0,20,False,-20.979999999999997,-435.0,115.77300064761468,264.0,51.48994794800129,0.0,532.3909090909094,386.88562,11.756999999999998,0.0
