episode,step,job_idx,completion_time,deadline_met
1661,46,7,2555.0,False
1661,50,9,2787.0,False
1661,58,17,3245.0,False
1661,60,1,3339.0,False
1661,66,10,3692.0,False
1661,69,4,3837.0,False
1661,72,8,3973.0,False
1661,76,6,4227.0,False
1661,83,13,4641.0,False
1661,89,15,4985.0,False
1661,95,2,5308.0,False
1661,108,5,6000.0,False
1661,109,18,6056.0,False
1661,113,16,6305.0,False
1661,115,14,6396.0,False
1661,116,0,6447.0,False
1661,118,3,6549.0,False
1661,120,12,6644.0,False
1661,121,11,6726.0,False
1661,123,19,6853.0,False
1662,25,6,1384.0,False
1662,35,4,1888.0,False
1662,53,9,3041.0,False
1662,72,7,4105.0,False
1662,73,17,4164.0,False
1662,81,8,4576.0,False
1662,84,18,4785.0,False
1662,93,10,5282.0,False
1662,98,14,5529.0,False
1662,99,11,5611.0,False
1662,100,3,5669.0,False
1662,106,13,5981.0,False
1662,109,5,6122.0,False
1662,113,2,6329.0,False
1662,114,16,6413.0,False
1662,116,19,6531.0,False
1662,117,15,6580.0,False
1662,119,12,6666.0,False
1662,122,1,6770.0,False
1662,123,0,6821.0,False
1663,48,8,2564.0,False
1663,53,10,2819.0,False
1663,58,7,3066.0,False
1663,59,6,3130.0,False
1663,63,4,3438.0,False
1663,87,14,4892.0,False
1663,89,5,4959.0,False
1663,90,17,5025.0,False
1663,91,9,5105.0,False
1663,93,1,5181.0,False
1663,96,2,5365.0,False
1663,101,18,5646.0,False
1663,112,0,6189.0,False
1663,113,16,6273.0,False
1663,115,3,6375.0,False
1663,117,12,6470.0,False
1663,120,11,6684.0,False
1663,121,13,6748.0,False
1663,122,15,6792.0,False
1663,123,19,6847.0,False
1664,37,4,2089.0,False
1664,46,17,2647.0,False
1664,47,9,2727.0,False
1664,57,6,3272.0,False
1664,66,0,3778.0,False
1664,67,10,3848.0,False
1664,68,14,3885.0,False
1664,83,7,4745.0,False
1664,89,2,5006.0,False
1664,91,5,5092.0,False
1664,93,18,5201.0,False
1664,102,11,5760.0,False
1664,106,16,5996.0,False
1664,108,1,6093.0,False
1664,117,15,6531.0,False
1664,118,12,6557.0,False
1664,119,8,6596.0,False
1664,120,3,6659.0,False
1664,122,13,6782.0,False
1664,123,19,6846.0,False
1665,36,8,1903.0,False
1665,40,17,2135.0,False
1665,51,14,2824.0,False
1665,55,6,3038.0,False
1665,74,19,4091.0,False
1665,75,15,4140.0,False
1665,78,9,4361.0,False
1665,82,18,4604.0,False
1665,84,7,4698.0,False
1665,86,2,4820.0,False
1665,94,3,5276.0,False
1665,96,4,5361.0,False
1665,101,16,5696.0,False
1665,108,11,6091.0,False
1665,109,10,6146.0,False
1665,111,1,6237.0,False
1665,115,12,6421.0,False
1665,116,13,6486.0,False
1665,119,0,6616.0,False
1665,123,5,6791.0,False
1666,61,8,3353.0,False
1666,62,15,3397.0,False
1666,65,7,3526.0,False
1666,66,2,3574.0,False
1666,71,6,3854.0,False
1666,76,17,4201.0,False
1666,80,9,4401.0,False
1666,96,1,5333.0,False
1666,98,10,5456.0,False
1666,99,5,5491.0,False
1666,103,18,5738.0,False
1666,104,14,5775.0,False
1666,107,16,5947.0,False
1666,112,4,6230.0,False
1666,115,3,6402.0,False
1666,116,19,6457.0,False
1666,117,0,6504.0,False
1666,119,11,6672.0,False
1666,122,12,6819.0,False
1666,123,13,6884.0,False
1667,31,0,1806.0,False
1667,35,17,2005.0,False
1667,54,9,3046.0,False
1667,69,2,3896.0,False
1667,70,8,3940.0,False
1667,79,6,4528.0,False
1667,80,13,4593.0,False
1667,87,14,4955.0,False
1667,90,7,5078.0,False
1667,91,10,5146.0,False
1667,92,4,5193.0,False
1667,107,15,5956.0,False
1667,108,1,5989.0,False
1667,109,12,6015.0,False
1667,114,11,6349.0,False
1667,115,16,6433.0,False
1667,117,3,6555.0,False
1667,118,5,6590.0,False
1667,119,19,6645.0,False
1667,123,18,6861.0,False
1668,33,8,1798.0,False
1668,44,17,2448.0,False
1668,60,15,3327.0,False
1668,62,14,3412.0,False
1668,64,7,3487.0,False
1668,73,1,4025.0,False
1668,82,9,4573.0,False
1668,83,2,4612.0,False
1668,84,11,4709.0,False
1668,95,6,5335.0,False
1668,98,13,5527.0,False
1668,103,12,5780.0,False
1668,105,4,5863.0,False
1668,107,18,5995.0,False
1668,114,10,6380.0,False
1668,116,0,6471.0,False
1668,117,19,6526.0,False
1668,118,16,6601.0,False
1668,122,5,6804.0,False
1668,123,3,6867.0,False
1669,41,6,2318.0,False
1669,47,4,2647.0,False
1669,57,10,3209.0,False
1669,63,17,3564.0,False
1669,65,8,3690.0,False
1669,84,0,4727.0,False
1669,85,7,4761.0,False
1669,88,18,4976.0,False
1669,96,2,5429.0,False
1669,99,9,5578.0,False
1669,100,14,5610.0,False
1669,104,15,5845.0,False
1669,110,3,6146.0,False
1669,111,19,6201.0,False
1669,115,12,6430.0,False
1669,118,11,6604.0,False
1669,119,5,6630.0,False
1669,120,1,6668.0,False
1669,121,13,6732.0,False
1669,123,16,6866.0,False
1670,38,8,2140.0,False
1670,44,17,2455.0,False
1670,47,4,2651.0,False
1670,50,6,2851.0,False
