episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1661,-826.7979635981401,123,6853,20,20,0,0.0,0.98365676,0.012546428
1662,-1183.5500857656516,123,6821,20,20,0,0.0,0.97698283,0.017534394
1663,-879.3039303135035,123,6847,20,20,0,0.0,0.9925028,0.005914953
1664,-1276.662167474983,123,6846,20,20,0,0.0,0.9847113,0.015488703
1665,-1136.5605167882027,123,6791,20,20,0,0.0,0.9875816,0.01445506
1666,-1150.5530876937726,123,6884,20,20,0,0.0,0.9893473,0.009231866
1667,-994.320419165139,123,6861,20,20,0,0.0,0.98163533,0.01624371
1668,-1060.0061639567232,123,6867,20,20,0,0.0,0.992379,0.005695294
1669,-988.2020035794922,123,6866,20,20,0,0.0,0.9894164,0.008052602
1670,-1520.7479173823258,123,6844,20,20,0,0.0,0.98456067,0.011301746
1671,-940.6881882685001,123,6869,20,20,0,0.0,0.98063767,0.024261368
1672,-1329.1411307234384,123,6759,20,20,0,0.0,0.9876214,0.0106691215
1673,-1169.119963317039,123,6811,20,20,0,0.0,0.9891352,0.009319005
1674,-956.155419666068,123,6840,20,20,0,0.0,0.98440546,0.011557622
1675,-839.8251123298542,123,6767,20,20,0,0.0,0.9849269,0.014218777
1676,-1317.5424141272445,123,6902,20,20,0,0.0,0.9859944,0.013698318
1677,-934.8730500249163,123,6773,20,20,0,0.0,0.98193806,0.018281106
1678,-1343.1748733758197,123,6930,20,20,0,0.0,0.9867244,0.014972482
1679,-1247.9565219151295,123,6954,20,20,0,0.0,0.98624295,0.015112379
1680,-950.7133750023003,123,6861,20,20,0,0.0,0.9838216,0.019193107
1681,-1304.9900210458607,123,6829,20,20,0,0.0,0.9793528,0.02373351
1682,-1050.3271650284146,123,6866,20,20,0,0.0,0.98868823,0.009157772
1683,-957.8467066543801,123,6922,20,20,0,0.0,0.9878648,0.011274605
1684,-1205.228090899269,123,6850,20,20,0,0.0,0.96603405,0.039586246
1685,-1463.268699164993,123,6839,20,20,0,0.0,0.9734854,0.03197965
1686,-1341.3393780712518,123,6866,20,20,0,0.0,0.98611516,0.010000736
1687,-888.304709309161,123,6845,20,20,0,0.0,0.9778914,0.015915016
1688,-1059.2825113198674,123,6884,20,20,0,0.0,0.99326944,0.00651408
1689,-886.9019787436422,123,6851,20,20,0,0.0,0.98739845,0.011026699
1690,-1224.7716778082065,123,6898,20,20,0,0.0,0.9883541,0.010316515
1691,-1047.5873015499874,123,6791,20,20,0,0.0,0.9852746,0.010773366
1692,-1651.8813112131052,123,6723,20,20,0,0.0,0.99221575,0.0062002186
1693,-1189.1142771757923,123,6830,20,20,0,0.0,0.9877501,0.012085557
1694,-1440.688056165528,123,6709,20,20,0,0.0,0.99180204,0.006693585
1695,-1109.188079420191,123,6865,20,20,0,0.0,0.9898519,0.007617807
1696,-1038.9967723312443,123,6910,20,20,0,0.0,0.9779064,0.020398311
1697,-1455.198069835543,123,6839,20,20,0,0.0,0.972998,0.034630902
1698,-1252.583309175639,123,6858,20,20,0,0.0,0.978711,0.018547004
1699,-1415.9548758807618,123,6943,20,20,0,0.0,0.98962986,0.011651896
1700,-1131.8633143699265,123,6812,20,20,0,0.0,0.9762674,0.021678807
1701,-1385.5356021145913,123,6789,20,20,0,0.0,0.98669416,0.011198676
1702,-1078.832242057519,123,6899,20,20,0,0.0,0.9740059,0.030911861
1703,-842.4252833516098,123,6829,20,20,0,0.0,0.98028016,0.017184388
1704,-1282.4820308846577,123,6835,20,20,0,0.0,0.9826872,0.013595332
1705,-1093.8380763089726,123,6827,20,20,0,0.0,0.9835457,0.01975591
1706,-1355.1532153152054,123,6915,20,20,0,0.0,0.9878525,0.012002614
1707,-1292.2296832746342,123,6836,20,20,0,0.0,0.9849327,0.011511636
1708,-1199.449986206775,123,6839,20,20,0,0.0,0.9880587,0.010515878
1709,-918.5180353791271,123,6789,20,20,0,0.0,0.9851721,0.0108436635
1710,-1063.202938571342,123,6855,20,20,0,0.0,0.9918794,0.0061504096
1711,-1082.6862878797454,123,6868,20,20,0,0.0,0.98631334,0.010056796
1712,-1081.8482412251462,123,6829,20,20,0,0.0,0.992239,0.006937743
1713,-854.4963589333807,123,6864,20,20,0,0.0,0.9888792,0.008815663
1714,-983.7621433976307,123,6801,20,20,0,0.0,0.980346,0.016271967
1715,-1519.968949611028,123,6783,20,20,0,0.0,0.98053956,0.021756735
1716,-985.203495563838,123,6847,20,20,0,0.0,0.99177253,0.006310435
1717,-987.9097054159167,123,6860,20,20,0,0.0,0.97035956,0.034006663
1718,-898.4597969281995,123,6766,20,20,0,0.0,0.98413634,0.018032687
1719,-921.3189204524273,123,6907,20,20,0,0.0,0.9902997,0.008166958
1720,-948.8754629367024,123,6864,20,20,0,0.0,0.97897243,0.018568294
1721,-911.3407680640299,123,6782,20,20,0,0.0,0.988843,0.009089649
1722,-892.0273383361814,123,6778,20,20,0,0.0,0.9926232,0.0063457745
1723,-952.8948477769001,123,6786,20,20,0,0.0,0.9896355,0.011393248
1724,-1474.8059266767355,123,6865,20,20,0,0.0,0.98591894,0.012978954
1725,-1111.346762775178,123,6842,20,20,0,0.0,0.98640746,0.010867441
1726,-1511.5699084682342,123,6846,20,20,0,0.0,0.98680496,0.00951169
1727,-959.2557609209177,123,6853,20,20,0,0.0,0.98462963,0.018630147
1728,-1538.2253875192273,123,6873,20,20,0,0.0,0.9894757,0.009060095
1729,-1094.336834321073,123,6849,20,20,0,0.0,0.9820412,0.019989949
1730,-1393.2717130655615,123,6930,20,20,0,0.0,0.9934584,0.0057507334
1731,-928.2011569012942,123,6864,20,20,0,0.0,0.9886364,0.008744497
1732,-1711.45051121984,123,6837,20,20,0,0.0,0.98854274,0.008366743
1733,-803.8699861990209,123,6892,20,20,0,0.0,0.9896015,0.009630624
1734,-1041.936082630097,123,6894,20,20,0,0.0,0.9656223,0.026712203
1735,-856.3008441253429,123,6819,20,20,0,0.0,0.9855306,0.013456773
1736,-1208.9648278633679,123,6833,20,20,0,0.0,0.98360896,0.018811727
1737,-902.317999844843,123,6904,20,20,0,0.0,0.97909427,0.018675385
1738,-853.8145468493827,123,6819,20,20,0,0.0,0.9930586,0.0062267743
1739,-838.5339753595138,123,6750,20,20,0,0.0,0.99377775,0.005860134
1740,-1178.0404489358082,123,6789,20,20,0,0.0,0.9867924,0.012533438
