episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_timeliness_reward,reward_machine_idle_penalty
1,1,1,J2:OP1,8.585750579833984,16,16.0,0,False,-0.08,0.0,0.0,0.0,0.0,0.0,9.1657505,-0.5
1,2,4,J5:OP1,-3.5896716117858887,92,92.0,40,False,-0.46,-10.0,0.0,0.0,0.0,0.0,18.35608,-2.9000000000000004
1,3,1,J2:OP2,7.693475723266602,102,102.0,0,False,-0.51,-10.0,0.0,0.0,0.0,0.0,27.549555,-4.3500000000000005
1,4,6,J7:OP1,-3.9086427688598633,177,177.0,40,False,-0.885,-20.0,0.0,0.0,0.5,0.0,36.76591,-7.600000000000001
1,5,1,J2:OP3,7.39704704284668,205,205.0,0,False,-1.025,-20.0,0.0,0.0,0.5,0.0,45.99046,-9.287500000000001
1,6,1,J2:OP4,2.6561574935913086,246,246.0,20,False,-1.23,-25.0,0.0,0.0,0.5,0.0,55.226616,-10.662500000000001
1,7,1,J2:OP5,1.5530719757080078,290,290.0,20,False,-1.45,-30.0,0.0,0.0,0.5,0.0,64.474686,-13.137500000000001
1,8,11,J12:OP1,-3.9756386280059814,361,361.0,40,False,-1.805,-40.0,0.0,0.0,0.5,0.0,73.74155,-16.025000000000002
1,9,1,J2:OP6,45.55683898925781,397,397.0,15,True,-1.9849999999999999,-43.75,20.0,12.0,0.5,0.0,83.015884,-17.812500000000004
1,10,4,J5:OP2,2.7819888591766357,432,432.0,20,False,-2.1599999999999997,-48.75,20.0,12.0,0.5,0.0,92.297874,-19.137500000000003
1,11,4,J5:OP3,3.452589750289917,472,472.0,15,False,-2.36,-52.5,20.0,12.0,0.5,0.0,101.58797,-21.025000000000002
1,12,4,J5:OP4,1.8590686321258545,507,507.0,20,False,-2.5349999999999997,-57.5,20.0,12.0,0.5,0.0,110.88454,-23.2875
1,13,15,J16:OP1,-3.108320713043213,573,573.0,40,False,-2.8649999999999998,-67.5,20.0,12.0,0.5,0.0,120.19372,-25.375
1,14,6,J7:OP2,2.260124683380127,616,616.0,20,False,-3.0799999999999996,-72.5,20.0,12.0,1.0,0.0,129.50635,-27.7125
1,15,4,J5:OP5,0.480104923248291,666,666.0,20,False,-3.3299999999999996,-77.5,20.0,12.0,1.0,0.0,138.82396,-31.299999999999997
1,16,6,J7:OP3,3.737802267074585,705,705.0,15,False,-3.5249999999999995,-81.25,20.0,12.0,1.5,0.0,148.14426,-33.4375
1,17,15,J16:OP2,1.624457836151123,740,740.0,20,False,-3.6999999999999993,-86.25,20.0,12.0,1.5,0.0,157.46872,-35.9625
1,18,19,J20:OP1,-2.8690428733825684,799,799.0,40,False,-3.994999999999999,-96.25,20.0,12.0,1.5,0.0,166.80717,-37.875
1,19,12,J13:OP1,-5.023281097412109,880,880.0,40,False,-4.3999999999999995,-106.25,20.0,12.0,1.5,0.0,176.12639,-41.8125
1,20,13,J14:OP1,-6.368183135986328,938,938.0,40,False,-4.6899999999999995,-116.25,20.0,12.0,1.5,0.0,185.4357,-47.2
1,21,6,J7:OP4,0.5985386371612549,981,981.0,20,False,-4.904999999999999,-121.25,20.0,12.0,2.0,0.0,194.73674,-51.1875
1,22,4,J5:OP6,33.04314422607422,1023,1023.0,20,True,-5.114999999999999,-126.25,40.0,16.0,2.0,0.0,204.02739,-56.225
1,23,17,J18:OP1,-6.564256191253662,1085,1085.0,40,False,-5.424999999999999,-136.25,40.0,16.0,2.0,0.0,213.29813,-61.75
1,24,15,J16:OP3,4.783840656280518,1125,1125.0,10,False,-5.624999999999999,-138.75,40.0,16.0,2.0,0.0,222.55696,-63.525
1,25,6,J7:OP5,2.8529539108276367,1171,1171.0,20,False,-5.8549999999999995,-143.75,40.0,16.0,2.5,0.0,231.78992,-65.175
1,26,15,J16:OP4,1.2734856605529785,1214,1214.0,20,False,-6.069999999999999,-148.75,40.0,16.0,2.5,0.0,241.0034,-67.89999999999999
1,27,12,J13:OP2,0.16956257820129395,1257,1257.0,20,False,-6.284999999999999,-153.75,40.0,16.0,2.5,0.0,250.18796,-71.69999999999999
1,28,15,J16:OP5,-0.6584868431091309,1291,1291.0,20,False,-6.454999999999999,-158.75,40.0,16.0,2.5,0.0,259.34946,-76.35
1,29,6,J7:OP6,0.24033212661743164,1324,1324.0,15,False,-6.619999999999999,-162.5,40.0,16.0,3.0,0.0,268.4798,-81.82499999999999
1,30,15,J16:OP6,55.114784240722656,1374,1374.0,20,True,-6.869999999999999,-167.5,60.0,44.0,3.0,0.0,277.56958,-88.54999999999998
1,31,19,J20:OP2,-4.007363319396973,1419,1419.0,20,False,-7.094999999999999,-172.5,60.0,44.0,3.0,0.0,286.6372,-96.39999999999998
1,32,6,J7:OP7,-4.401799201965332,1454,1454.0,20,False,-7.269999999999999,-177.5,60.0,44.0,3.5,0.0,295.6354,-105.12499999999997
1,33,19,J20:OP3,-0.5526070594787598,1493,1493.0,15,False,-7.464999999999999,-181.25,60.0,44.0,3.5,0.0,304.6153,-110.71249999999998
1,34,6,J7:OP8,86.52419211069744,1538,1538.0,20,True,-7.689999999999999,-186.25,80.0,80.0,21.59166666666667,0.0,313.49783,-116.93749999999997
1,35,16,J17:OP1,-4.146849632263184,1616,1616.0,40,False,-8.079999999999998,-196.25,80.0,80.0,21.59166666666667,0.0,322.25348,-119.44999999999997
1,36,12,J13:OP3,1.8645851612091064,1684,1684.0,15,False,-8.419999999999998,-200.0,80.0,80.0,21.59166666666667,0.0,330.88306,-122.12499999999997
1,37,12,J13:OP4,1.4292579889297485,1726,1726.0,20,False,-8.629999999999999,-205.0,80.0,80.0,21.59166666666667,0.0,339.4223,-124.02499999999998
1,38,12,J13:OP5,59.20790481567383,1794,1794.0,15,True,-8.969999999999999,-208.75,100.0,108.0,21.59166666666667,0.0,347.7952,-127.09999999999998
1,39,19,J20:OP4,-0.2511272430419922,1850,1850.0,15,False,-9.249999999999998,-212.5,100.0,108.0,21.59166666666667,0.0,356.04907,-131.575
1,40,10,J11:OP1,-1.4340617656707764,1906,1906.0,25,False,-9.529999999999998,-218.75,100.0,108.0,21.59166666666667,0.0,364.095,-134.52499999999998
1,41,19,J20:OP5,1.1541423797607422,1943,1943.0,20,False,-9.714999999999998,-223.75,100.0,108.0,21.59166666666667,0.0,372.05914,-136.14999999999998
1,42,19,J20:OP6,2.41154146194458,1983,1983.0,15,False,-9.914999999999997,-227.5,100.0,108.0,21.59166666666667,0.0,379.88318,-137.61249999999998
1,43,19,J20:OP7,44.176082611083984,2033,2033.0,10,True,-10.164999999999997,-230.0,120.0,120.0,21.59166666666667,0.0,387.52176,-140.325
1,44,16,J17:OP2,-0.3539767265319824,2073,2073.0,20,False,-10.364999999999997,-235.0,120.0,120.0,21.59166666666667,0.0,394.9553,-142.9125
1,45,0,J1:OP1,-5.79489803314209,2153,2153.0,40,False,-10.764999999999997,-245.0,120.0,120.0,21.59166666666667,0.0,402.0604,-145.4125
1,46,9,J10:OP1,-3.1643226146698,2210,2210.0,25,False,-11.049999999999997,-251.25,120.0,120.0,22.09166666666667,0.0,408.85608,-149.3375
1,47,16,J17:OP3,-0.39521312713623047,2259,2259.0,15,False,-11.294999999999996,-255.0,120.0,120.0,22.09166666666667,0.0,415.39337,-152.275
1,48,7,J8:OP1,-7.848474502563477,2318,2318.0,40,False,-11.589999999999996,-265.0,120.0,120.0,22.09166666666667,0.0,421.6399,-156.07500000000002
1,49,0,J1:OP2,-0.7940938472747803,2354,2354.0,20,False,-11.769999999999996,-270.0,120.0,120.0,22.09166666666667,0.0,427.6633,-157.7125
1,50,0,J1:OP3,-0.021837830543518066,2405,2405.0,15,False,-12.024999999999997,-273.75,120.0,120.0,22.09166666666667,0.0,433.37146,-159.4375
1,51,0,J1:OP4,-1.763871192932129,2443,2443.0,20,False,-12.214999999999996,-278.75,120.0,120.0,22.09166666666667,0.0,438.83508,-161.475
1,52,2,J3:OP1,-7.273258209228516,2517,2517.0,40,False,-12.584999999999996,-288.75,120.0,120.0,22.59166666666667,0.0,443.75684,-163.79999999999998
1,53,9,J10:OP2,-2.676985740661621,2562,2562.0,20,False,-12.809999999999995,-293.75,120.0,120.0,23.09166666666667,0.0,448.32986,-166.325
1,54,17,J18:OP2,-4.463519096374512,2602,2602.0,20,False,-13.009999999999994,-298.75,120.0,120.0,23.09166666666667,0.0,452.59134,-169.85
1,55,8,J9:OP1,-10.714176177978516,2682,2682.0,40,False,-13.409999999999995,-308.75,120.0,120.0,23.59166666666667,0.0,456.23965,-174.3125
1,56,16,J17:OP4,-2.653593063354492,2723,2723.0,15,False,-13.614999999999995,-312.5,120.0,120.0,23.59166666666667,0.0,459.56607,-176.3375
1,57,9,J10:OP3,-3.9979610443115234,2777,2777.0,15,False,-13.884999999999994,-316.25,120.0,120.0,24.09166666666667,0.0,462.4631,-179.7125
1,58,9,J10:OP4,-4.386975288391113,2819,2819.0,20,False,-14.094999999999995,-321.25,120.0,120.0,24.59166666666667,0.0,465.02362,-181.95000000000002
1,59,10,J11:OP2,-5.9319610595703125,2852,2852.0,20,False,-14.259999999999994,-326.25,120.0,120.0,24.59166666666667,0.0,467.31915,-185.01250000000002
1,60,7,J8:OP2,-5.581647872924805,2880,2880.0,15,False,-14.399999999999995,-330.0,120.0,120.0,24.59166666666667,0.0,469.39,-188.775
1,61,0,J1:OP5,-8.304973602294922,2922,2922.0,20,False,-14.609999999999996,-335.0,120.0,120.0,24.59166666666667,0.0,471.10754,-193.5875
1,62,16,J17:OP5,-7.523559093475342,2987,2987.0,15,False,-14.934999999999995,-338.75,120.0,120.0,24.59166666666667,0.0,472.284,-198.2125
1,63,17,J18:OP3,-8.878744125366211,3031,3031.0,15,False,-15.154999999999996,-342.5,120.0,120.0,24.59166666666667,0.0,473.10025,-203.9375
1,64,7,J8:OP3,-11.279865264892578,3100,3100.0,15,False,-15.499999999999996,-346.25,120.0,120.0,24.59166666666667,0.0,473.3654,-211.3875
1,65,14,J15:OP1,-13.834844589233398,3163,3163.0,40,False,-15.814999999999996,-356.25,120.0,120.0,25.09166666666667,0.0,473.14554,-215.1875
1,66,16,J17:OP6,-9.745429992675781,3237,3237.0,15,False,-16.184999999999995,-360.0,120.0,120.0,25.09166666666667,0.0,472.3826,-220.05
1,67,14,J15:OP2,-7.409838676452637,3270,3270.0,20,False,-16.349999999999994,-365.0,120.0,120.0,25.59166666666667,0.0,471.38776,-221.8
1,68,9,J10:OP5,-8.386542320251465,3301,3301.0,20,False,-16.504999999999995,-370.0,120.0,120.0,26.09166666666667,0.0,470.1812,-224.32500000000002
1,69,16,J17:OP7,6.875576019287109,3336,3336.0,10,True,-16.679999999999996,-372.5,119.60416666666667,144.0,26.09166666666667,0.0,468.72763,-226.925
1,70,9,J10:OP6,-8.0667085647583,3369,3369.0,15,False,-16.844999999999995,-376.25,119.60416666666667,144.0,26.59166666666667,0.0,467.06342,-229.91250000000002
1,71,10,J11:OP3,-10.045684814453125,3426,3426.0,15,False,-17.129999999999995,-380.0,119.60416666666667,144.0,26.59166666666667,0.0,465.05273,-233.91250000000002
1,72,7,J8:OP4,-12.361913681030273,3499,3499.0,15,False,-17.494999999999994,-383.75,119.60416666666667,144.0,26.59166666666667,0.0,462.63083,-239.7375
1,73,14,J15:OP3,-13.257497787475586,3549,3549.0,15,False,-17.744999999999994,-387.5,119.60416666666667,144.0,27.09166666666667,0.0,459.94833,-246.8125
1,74,0,J1:OP6,3.6885414123535156,3581,3581.0,20,True,-17.904999999999994,-392.5,118.8953853046595,172.0,27.09166666666667,0.0,457.13065,-252.4375
1,75,2,J3:OP2,-14.3314208984375,3621,3621.0,20,False,-18.104999999999993,-397.5,118.8953853046595,172.0,27.59166666666667,0.0,454.12424,-259.0625
1,76,8,J9:OP2,-15.372337341308594,3657,3657.0,20,False,-18.284999999999993,-402.5,118.8953853046595,172.0,28.09166666666667,0.0,450.9569,-266.5875
1,77,17,J18:OP4,-15.481704711914062,3727,3727.0,15,False,-18.634999999999994,-406.25,118.8953853046595,172.0,28.09166666666667,0.0,447.5002,-274.5125
1,78,8,J9:OP3,-16.95792007446289,3796,3796.0,15,False,-18.979999999999993,-410.0,118.8953853046595,172.0,28.59166666666667,0.0,443.7873,-284.16249999999997
1,79,11,J12:OP2,-18.028051376342773,3838,3838.0,20,False,-19.189999999999994,-415.0,118.8953853046595,172.0,28.59166666666667,0.0,439.93173,-293.12499999999994
1,80,2,J3:OP3,-17.958499908447266,3911,3911.0,15,False,-19.554999999999993,-418.75,118.8953853046595,172.0,29.09166666666667,0.0,435.85074,-303.38749999999993
1,81,9,J10:OP7,-18.94860076904297,3942,3942.0,20,False,-19.709999999999994,-423.75,118.8953853046595,172.0,29.59166666666667,0.0,431.68213,-313.51249999999993
1,82,8,J9:OP4,-20.197566986083984,3985,3985.0,20,False,-19.924999999999994,-428.75,118.8953853046595,172.0,30.09166666666667,0.0,427.39957,-324.7124999999999
1,83,3,J4:OP1,-13.079655647277832,4035,4035.0,25,False,-20.174999999999994,-435.0,118.8953853046595,172.0,30.09166666666667,0.0,422.9949,-326.88749999999993
1,84,9,J10:OP8,25.519743279351125,4067,4067.0,20,True,-20.334999999999994,-440.0,117.86500336021506,208.0,37.645833333333336,0.0,418.50085,-329.23749999999995
1,85,2,J3:OP4,-12.94805908203125,4117,4117.0,20,False,-20.584999999999994,-445.0,117.86500336021506,208.0,38.145833333333336,0.0,413.9028,-332.8375
1,86,18,J19:OP1,-18.42689323425293,4172,4172.0,40,False,-20.859999999999992,-455.0,117.86500336021506,208.0,38.645833333333336,0.0,409.2009,-336.78749999999997
1,87,7,J8:OP5,-11.167461395263672,4236,4236.0,15,False,-21.179999999999993,-458.75,117.86500336021506,208.0,38.645833333333336,0.0,404.39093,-339.075
1,88,7,J8:OP6,-3.5574769973754883,4286,4286.0,20,True,-21.429999999999993,-463.75,116.48556816832512,228.0,38.645833333333336,0.0,399.51288,-341.125
1,89,11,J12:OP3,-11.93553638458252,4346,4346.0,15,False,-21.729999999999993,-467.5,116.48556816832512,228.0,38.645833333333336,0.0,394.55234,-344.05
1,90,17,J18:OP5,-0.47342681884765625,4379,4379.0,20,True,-21.894999999999992,-472.5,115.18435289054734,252.0,38.645833333333336,0.0,389.54514,-347.05
1,91,2,J3:OP5,-13.66028118133545,4416,4416.0,20,False,-22.07999999999999,-477.5,115.18435289054734,252.0,39.145833333333336,0.0,384.49484,-350.975
1,92,8,J9:OP5,-14.470083236694336,4448,4448.0,20,False,-22.23999999999999,-482.5,115.18435289054734,252.0,39.645833333333336,0.0,379.40976,-355.70000000000005
1,93,8,J9:OP6,-13.830259323120117,4514,4514.0,15,False,-22.56999999999999,-486.25,115.18435289054734,252.0,40.145833333333336,0.0,374.2595,-360.80000000000007
1,94,8,J9:OP7,17.328937608930797,4547,4547.0,10,True,-22.73499999999999,-488.75,113.73730427943623,284.0,45.7,0.0,369.07132,-366.7250000000001
1,95,2,J3:OP6,-15.63913345336914,4588,4588.0,20,False,-22.939999999999987,-493.75,113.73730427943623,284.0,46.2,0.0,363.84967,-372.43750000000006
1,96,2,J3:OP7,13.740385352907111,4618,4618.0,20,True,-23.089999999999986,-498.75,112.20341189648724,316.0,51.337316561844865,0.0,358.59912,-378.90000000000003
1,97,11,J12:OP4,-18.124900817871094,4664,4664.0,20,False,-23.319999999999986,-503.75,112.20341189648724,316.0,51.337316561844865,0.0,353.3167,-386.51250000000005
1,98,18,J19:OP2,-18.926307678222656,4714,4714.0,20,False,-23.569999999999986,-508.75,112.20341189648724,316.0,51.837316561844865,0.0,348.0029,-395.37500000000006
1,99,11,J12:OP5,-20.64358139038086,4762,4762.0,20,False,-23.809999999999985,-513.75,112.20341189648724,316.0,51.837316561844865,0.0,342.6618,-405.43750000000006
1,100,13,J14:OP2,-21.502342224121094,4798,4798.0,20,False,-23.989999999999984,-518.75,112.20341189648724,316.0,51.837316561844865,0.0,337.30197,-416.40000000000003
1,101,14,J15:OP4,-17.715044021606445,4840,4840.0,15,False,-24.199999999999985,-522.5,112.20341189648724,316.0,52.337316561844865,0.0,331.92194,-425.27500000000003
1,102,10,J11:OP4,-19.131444931030273,4877,4877.0,15,False,-24.384999999999984,-526.25,112.20341189648724,316.0,52.337316561844865,0.0,326.52548,-435.07500000000005
1,103,13,J14:OP3,-20.071638107299805,4914,4914.0,15,False,-24.569999999999983,-530.0,112.20341189648724,316.0,52.337316561844865,0.0,321.11383,-445.80000000000007
1,104,18,J19:OP3,-20.510709762573242,4951,4951.0,15,False,-24.75499999999998,-533.75,112.20341189648724,316.0,52.837316561844865,0.0,315.6881,-457.45000000000005
1,105,11,J12:OP6,-21.61992645263672,4999,4999.0,20,False,-24.99499999999998,-538.75,112.20341189648724,316.0,52.837316561844865,0.0,310.2457,-468.38750000000005
1,106,11,J12:OP7,-26.55530548095703,5041,5041.0,20,True,-25.20499999999998,-543.75,110.30156069145755,324.0,52.837316561844865,0.0,304.78973,-480.37500000000006
1,107,13,J14:OP4,-23.594526290893555,5079,5079.0,20,False,-25.394999999999982,-548.75,110.30156069145755,324.0,52.837316561844865,0.0,299.3227,-493.31250000000006
1,108,13,J14:OP5,-24.887563705444336,5128,5128.0,20,False,-25.639999999999983,-553.75,110.30156069145755,324.0,52.837316561844865,0.0,293.84262,-507.4750000000001
