episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,-3490.9614710637507,134,6292.0,20,20,0,0.0,0.96646535,0.02944349
2,-5766.489304352923,134,6247.0,20,20,0,0.0,0.87268555,0.16588226
3,-5633.021455811352,134,6247.0,20,20,0,0.0,0.8787151,0.11546384
4,-5934.241800784921,134,6277.0,20,20,0,0.0,0.8959694,0.12866099
5,-4265.366118115699,134,6277.0,20,20,0,0.0,0.94514364,0.056375403
6,-5685.7658787632045,134,6277.0,20,20,0,0.0,0.8812065,0.16396064
7,-4281.304389014953,134,6277.0,20,20,0,0.0,0.9584196,0.05069637
8,-12692.793924523607,134,6242.0,20,20,0,0.0,0.8038556,0.27275866
9,-7052.651260740107,134,6227.0,20,20,0,0.0,0.8911193,0.13181634
10,-12374.676614575967,134,6267.0,20,20,0,0.0,0.80554223,0.27039194
11,-4645.625901376202,134,6227.0,20,20,0,0.0,0.9032707,0.11812585
12,-10074.79656405019,134,6272.0,20,20,0,0.0,0.8394983,0.22237736
13,-7021.005775005123,134,6297.0,20,20,0,0.0,0.97501457,0.02514597
14,-4046.9984373231664,134,6272.0,20,20,0,0.0,0.93250424,0.08357364
15,-5410.637010483232,134,6217.0,20,20,0,0.0,0.8933569,0.13981798
16,-11972.631078275259,134,6322.0,20,20,0,0.0,0.8078667,0.26725605
17,-7756.901443775205,134,6212.0,20,20,0,0.0,0.9354475,0.08722524
18,-5681.568791872522,134,6277.0,20,20,0,0.0,0.8880038,0.14737484
19,-5802.828902094247,134,6282.0,20,20,0,0.0,0.8732357,0.17089924
20,-6336.845942093843,134,6257.0,20,20,0,0.0,0.87725747,0.16329753
21,-14078.43905631296,134,6262.0,20,20,0,0.0,0.7852656,0.285693
22,-6534.712670307666,134,6287.0,20,20,0,0.0,0.89528656,0.1372126
23,-9619.768858902487,134,6217.0,20,20,0,0.0,0.82462066,0.21685007
24,-14052.61759380317,134,6242.0,20,20,0,0.0,0.7816405,0.29031608
25,-4479.033695926013,134,6292.0,20,20,0,0.0,0.9028396,0.11754674
26,-8785.051625199008,134,6302.0,20,20,0,0.0,0.96318626,0.03645655
27,-7923.651943767883,134,6242.0,20,20,0,0.0,0.8472178,0.17531003
28,-6855.85542684276,134,6292.0,20,20,0,0.0,0.92042804,0.10487298
29,-6371.0430740294,134,6237.0,20,20,0,0.0,0.8649992,0.1707023
30,-8406.74776394016,134,6292.0,20,20,0,0.0,0.8568023,0.19892676
31,-9782.867786841001,134,6327.0,20,20,0,0.0,0.82935566,0.21112786
32,-10175.106654464274,134,6262.0,20,20,0,0.0,0.8214628,0.24295472
33,-6277.085101300032,134,6257.0,20,20,0,0.0,0.8889777,0.122435905
34,-4981.5674522840545,134,6297.0,20,20,0,0.0,0.91413903,0.09574829
35,-6213.187574651592,134,6267.0,20,20,0,0.0,0.8729855,0.12809171
36,-12429.837603018874,134,6332.0,20,20,0,0.0,0.8001158,0.26982865
37,-6649.267050950957,134,6322.0,20,20,0,0.0,0.94764316,0.07016548
38,-9776.986596716344,134,6257.0,20,20,0,0.0,0.8379415,0.22512917
39,-7392.2218451399785,134,6267.0,20,20,0,0.0,0.88101697,0.16087808
40,-9261.897230818435,134,6247.0,20,20,0,0.0,0.8319193,0.21187624
41,-10735.860524575286,134,6282.0,20,20,0,0.0,0.8229863,0.24027589
42,-4668.01853628809,134,6307.0,20,20,0,0.0,0.9148565,0.1154027
43,-5261.785200613835,134,6257.0,20,20,0,0.0,0.9311704,0.0933009
44,-3817.172485463069,134,6242.0,20,20,0,0.0,0.94825375,0.062302683
45,-7361.60631855996,134,6302.0,20,20,0,0.0,0.8634296,0.17875175
46,-5445.967109966737,134,6337.0,20,20,0,0.0,0.9161012,0.11410645
47,-6362.008096005941,134,6257.0,20,20,0,0.0,0.8859944,0.15661776
48,-11413.984280194709,134,6297.0,20,20,0,0.0,0.8150442,0.25597286
49,-10442.25991412829,134,6317.0,20,20,0,0.0,0.82386154,0.23338284
50,-5736.708629392054,134,6257.0,20,20,0,0.0,0.89307976,0.13096555
