episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
4863,-866.3041502259878,123,6892,20,20,0,0.0,0.9852002,0.013960896
4864,-1376.3707264540155,123,6833,20,20,0,0.0,0.9812674,0.019785758
4865,-911.2973100719104,123,6794,20,20,0,0.0,0.98685116,0.011692823
4866,-1327.6888522803756,123,6879,20,20,0,0.0,0.9805689,0.019493422
4867,-1019.0185884484155,123,6796,20,20,0,0.0,0.98685503,0.011689387
4868,-1081.3802936777984,123,6824,20,20,0,0.0,0.99233097,0.0072725047
4869,-926.28851320803,123,6845,20,20,0,0.0,0.9791088,0.015185602
4870,-961.082978168709,123,6886,20,20,0,0.0,0.9869784,0.011599802
4871,-1531.030112058179,123,6933,20,20,0,0.0,0.98543197,0.014570632
4872,-809.0930416774047,123,6767,20,20,0,0.0,0.9789173,0.02344795
4873,-1051.892812916103,123,6888,20,20,0,0.0,0.9917731,0.008137268
4874,-843.077708106287,123,6838,20,20,0,0.0,0.98093987,0.019714713
4875,-1180.8445433240076,123,6831,20,20,0,0.0,0.98731273,0.011122122
4876,-1469.977276668174,123,6878,20,20,0,0.0,0.98008144,0.017360695
4877,-1047.729122966089,123,6855,20,20,0,0.0,0.9893995,0.008065513
4878,-808.0400363632531,123,6846,20,20,0,0.0,0.9902133,0.008175601
4879,-889.3071946837288,123,6877,20,20,0,0.0,0.9845863,0.014773487
4880,-1226.1687871775061,123,6882,20,20,0,0.0,0.98919886,0.0083052525
4881,-913.7004728442199,123,6912,20,20,0,0.0,0.99035496,0.0074320086
4882,-1480.7430202968937,123,6844,20,20,0,0.0,0.9873368,0.011100998
4883,-1528.2987718740662,123,6837,20,20,0,0.0,0.98469114,0.01459719
4884,-1100.8084403136236,123,6869,20,20,0,0.0,0.98738295,0.011060583
4885,-1024.5498005914055,123,6913,20,20,0,0.0,0.98066443,0.022991292
4886,-1106.0662177946901,123,6924,20,20,0,0.0,0.9854612,0.01749088
4887,-1327.501172017446,123,6891,20,20,0,0.0,0.98819715,0.01037379
4888,-1065.1586686185308,123,6878,20,20,0,0.0,0.9819715,0.021134635
4889,-1165.5732720360772,123,6876,20,20,0,0.0,0.9806089,0.02430503
4890,-874.2787204776591,123,6915,20,20,0,0.0,0.9785972,0.016376875
4891,-1652.7543545507574,123,6850,20,20,0,0.0,0.98846716,0.009663748
4892,-1075.1074979871241,123,6791,20,20,0,0.0,0.99219555,0.0062555447
4893,-883.8066317606297,123,6798,20,20,0,0.0,0.9876925,0.010607921
4894,-1419.9509545234619,123,6965,20,20,0,0.0,0.983106,0.019595172
4895,-865.9902882745218,123,6873,20,20,0,0.0,0.98671126,0.013534768
4896,-958.403279450242,123,6778,20,20,0,0.0,0.96990263,0.036975
4897,-883.3375837782052,123,6828,20,20,0,0.0,0.99043155,0.007832615
4898,-964.6340261993203,123,6823,20,20,0,0.0,0.9813865,0.01848826
4899,-835.6154890058941,123,6868,20,20,0,0.0,0.9902446,0.010763463
4900,-956.6543162767425,123,6821,20,20,0,0.0,0.9891023,0.011785957
4901,-998.7105312117578,123,6876,20,20,0,0.0,0.98894703,0.011409491
4902,-941.9893127763266,123,6764,20,20,0,0.0,0.9777252,0.024089945
4903,-1123.382115814327,123,6834,20,20,0,0.0,0.9871232,0.012943679
4904,-964.9505039897593,123,6757,20,20,0,0.0,0.9741996,0.031696294
4905,-982.339556469684,123,6860,20,20,0,0.0,0.9898445,0.00864889
4906,-842.580949571921,123,6780,20,20,0,0.0,0.98510325,0.01093901
4907,-994.847365323001,123,6871,20,20,0,0.0,0.9923834,0.007801722
4908,-1451.3536555184737,123,6962,20,20,0,0.0,0.9840563,0.01948421
4909,-1021.7079186941039,123,6802,20,20,0,0.0,0.9777026,0.019215152
4910,-878.3491046756592,123,6853,20,20,0,0.0,0.9855538,0.010764624
4911,-1076.8337979792998,123,6909,20,20,0,0.0,0.9858156,0.0155003285
4912,-928.588905086479,123,6896,20,20,0,0.0,0.98859245,0.011909408
4913,-906.2576487075894,123,6876,20,20,0,0.0,0.97716695,0.025434079
4914,-804.5007706485424,123,6853,20,20,0,0.0,0.9922662,0.0069134557
4915,-897.6052303099486,123,6838,20,20,0,0.0,0.99244416,0.0062711635
4916,-1114.1554631439528,123,6895,20,20,0,0.0,0.9856901,0.017061042
4917,-883.924682714344,123,6875,20,20,0,0.0,0.9809939,0.015618299
4918,-846.6577255069266,123,6784,20,20,0,0.0,0.9774469,0.022552896
4919,-992.3418479246968,123,6897,20,20,0,0.0,0.97129184,0.03424807
4920,-1002.1467171885675,123,6928,20,20,0,0.0,0.9875866,0.010255388
4921,-756.393342401715,123,6750,20,20,0,0.0,0.984,0.017190717
4922,-845.6225586985203,123,6874,20,20,0,0.0,0.9897197,0.00874981
4923,-879.0566427232183,123,6887,20,20,0,0.0,0.99322397,0.006111487
4924,-998.2269004727948,123,6893,20,20,0,0.0,0.9872334,0.01283291
4925,-892.5711780445273,123,6831,20,20,0,0.0,0.99038696,0.007770546
4926,-1279.404606208281,123,6897,20,20,0,0.0,0.9886424,0.009476907
4927,-1555.1974084319436,123,6754,20,20,0,0.0,0.987711,0.012087269
4928,-951.5566356062012,123,6859,20,20,0,0.0,0.98192155,0.019347612
4929,-877.2332056601402,123,6924,20,20,0,0.0,0.98565376,0.015025932
4930,-1073.7148424657419,123,6854,20,20,0,0.0,0.99265635,0.006139755
4931,-890.53145941645,123,6854,20,20,0,0.0,0.98857117,0.013095482
4932,-1616.0594725565647,123,6762,20,20,0,0.0,0.9847678,0.014919572
4933,-911.4500247001428,123,6846,20,20,0,0.0,0.9744863,0.019929368
4934,-889.1802920415633,123,6799,20,20,0,0.0,0.98676276,0.01494344
4935,-970.7204803562496,123,6825,20,20,0,0.0,0.9851526,0.016097376
4936,-1035.1621280865597,123,6916,20,20,0,0.0,0.98298633,0.018721335
4937,-1057.4891058551484,123,6879,20,20,0,0.0,0.9797451,0.025035534
4938,-1337.132365837492,123,6821,20,20,0,0.0,0.9911059,0.007977438
4939,-934.8967014717632,123,6909,20,20,0,0.0,0.9881797,0.009690884
4940,-979.2370254351539,123,6834,20,20,0,0.0,0.9945859,0.004819179
4941,-899.2770686383409,123,6835,20,20,0,0.0,0.9906364,0.009078808
4942,-932.6358268242581,123,6874,20,20,0,0.0,0.9922898,0.007350003
4943,-1020.5162356158861,123,6865,20,20,0,0.0,0.9792668,0.024543617
4944,-841.7193855107101,123,6893,20,20,0,0.0,0.98863584,0.01068859
4945,-1152.7826421126456,123,6822,20,20,0,0.0,0.9753249,0.022944845
4946,-1560.9508803893696,123,6809,20,20,0,0.0,0.98360014,0.019962167
4947,-987.5719872074858,123,6803,20,20,0,0.0,0.98074377,0.02281233
4948,-908.4588882386458,123,6783,20,20,0,0.0,0.9915475,0.00653723
4949,-1322.924192626372,123,6878,20,20,0,0.0,0.9825046,0.018204436
4950,-1064.5605072139224,123,6914,20,20,0,0.0,0.98158324,0.017579764
4951,-1145.8598288570593,123,6830,20,20,0,0.0,0.98223525,0.014465186
4952,-791.4130536852107,123,6841,20,20,0,0.0,0.9891829,0.009415317
4953,-917.0640756191997,123,6865,20,20,0,0.0,0.96965283,0.024223976
4954,-964.5664299754562,123,6813,20,20,0,0.0,0.98542005,0.01407863
4955,-934.1412307570613,123,6852,20,20,0,0.0,0.9922164,0.007359463
4956,-1546.003025387366,123,6889,20,20,0,0.0,0.97856486,0.02592902
4957,-938.7628164621148,123,6884,20,20,0,0.0,0.97574085,0.025014443
4958,-931.088557567579,123,6864,20,20,0,0.0,0.9778069,0.024076354
4959,-1219.9706078774236,123,6844,20,20,0,0.0,0.98037213,0.024624718
4960,-1022.6270653901795,123,6785,20,20,0,0.0,0.9857529,0.013131978
4961,-1046.454705607556,123,6749,20,20,0,0.0,0.97688544,0.026270296
4962,-1081.4400894679195,123,6904,20,20,0,0.0,0.99010235,0.007717434
4963,-870.3241389371876,123,6784,20,20,0,0.0,0.9782331,0.02098355
4964,-1021.9345565956929,123,6758,20,20,0,0.0,0.99260134,0.00728832
4965,-1555.2687269969429,123,6795,20,20,0,0.0,0.98121166,0.019299395
4966,-919.9698235719658,123,6867,20,20,0,0.0,0.9842726,0.015682831
4967,-869.2983288927178,123,6852,20,20,0,0.0,0.98141664,0.018144445
4968,-817.1570365721865,123,6749,20,20,0,0.0,0.98794883,0.010244355
4969,-1034.9500646044653,123,6828,20,20,0,0.0,0.9903339,0.009485379
4970,-968.2851579645751,123,6840,20,20,0,0.0,0.99010724,0.0073005073
4971,-851.0105285101797,123,6793,20,20,0,0.0,0.98267823,0.016541947
4972,-830.75098876915,123,6788,20,20,0,0.0,0.97308975,0.024859898
4973,-1196.3700172646656,123,6763,20,20,0,0.0,0.9826507,0.016468156
4974,-1058.3692739276194,123,6823,20,20,0,0.0,0.98622304,0.0134092625
4975,-856.823055335397,123,6777,20,20,0,0.0,0.97619396,0.025411198
4976,-783.997116027428,123,6914,20,20,0,0.0,0.9902613,0.0107590165
4977,-1254.8931279201217,123,6905,20,20,0,0.0,0.98662806,0.009654608
4978,-1273.154226256051,123,6835,20,20,0,0.0,0.9901487,0.0073263226
4979,-991.7883583529668,123,6850,20,20,0,0.0,0.98958635,0.00829281
4980,-797.8094643543583,123,6841,20,20,0,0.0,0.9907421,0.006727699
4981,-899.1402696858563,123,6855,20,20,0,0.0,0.9916363,0.006468583
4982,-900.7318647235913,123,6826,20,20,0,0.0,0.9799785,0.021928634
4983,-872.3072925534518,123,6896,20,20,0,0.0,0.9715777,0.030789156
4984,-949.0211165800031,123,6815,20,20,0,0.0,0.98170704,0.01779485
4985,-1387.913610272593,123,6963,20,20,0,0.0,0.983532,0.014047175
4986,-1051.2070912550137,123,6897,20,20,0,0.0,0.989899,0.010717769
4987,-1265.7502787846008,123,6842,20,20,0,0.0,0.9846049,0.011984393
4988,-985.3493710393491,123,6892,20,20,0,0.0,0.98263687,0.013181823
4989,-990.8372882188792,123,6822,20,20,0,0.0,0.98710054,0.0143906865
4990,-879.867925078693,123,6836,20,20,0,0.0,0.9895651,0.010973171
4991,-885.1496177441356,123,6799,20,20,0,0.0,0.9839192,0.016451258
4992,-1000.7628158959454,123,6875,20,20,0,0.0,0.98734546,0.011113719
4993,-949.8233787527098,123,6845,20,20,0,0.0,0.98743606,0.010379732
4994,-794.5291491908336,123,6802,20,20,0,0.0,0.981378,0.015620282
4995,-884.9473943444295,123,6808,20,20,0,0.0,0.9877595,0.010882351
4996,-956.7041744028716,123,6861,20,20,0,0.0,0.99086624,0.0068429005
4997,-1376.619304577999,123,6810,20,20,0,0.0,0.9879099,0.014002964
4998,-1074.4366171068277,123,6926,20,20,0,0.0,0.98209643,0.014332567
4999,-883.3081112944674,123,6798,20,20,0,0.0,0.99024224,0.010196008
5000,-1032.0075140029185,123,6813,20,20,0,0.0,0.98659426,0.012818454
