episode,step,machine_idx,machine_time,current_time,utilization
4863,1,0,0,29.0,0.0
4863,1,1,29,29.0,1.0
4863,1,2,0,29.0,0.0
4863,2,0,65,65.0,1.0
4863,2,1,29,65.0,0.44615385
4863,2,2,0,65.0,0.0
4863,3,0,65,110.0,0.59090906
4863,3,1,110,110.0,1.0
4863,3,2,0,110.0,0.0
4863,4,0,65,162.0,0.40123457
4863,4,1,162,162.0,1.0
4863,4,2,0,162.0,0.0
4863,5,0,65,195.0,0.33333334
4863,5,1,162,195.0,0.83076924
4863,5,2,195,195.0,1.0
4863,6,0,65,232.0,0.2801724
4863,6,1,232,232.0,1.0
4863,6,2,195,232.0,0.8405172
4863,7,0,65,278.0,0.23381294
4863,7,1,278,278.0,1.0
4863,7,2,195,278.0,0.70143884
4863,8,0,65,343.0,0.18950437
4863,8,1,278,343.0,0.8104956
4863,8,2,343,343.0,1.0
4863,9,0,65,374.0,0.17379679
4863,9,1,374,374.0,1.0
4863,9,2,343,374.0,0.9171123
4863,10,0,446,446.0,1.0
4863,10,1,374,446.0,0.83856505
4863,10,2,343,446.0,0.7690583
4863,11,0,446,501.0,0.89021957
4863,11,1,374,501.0,0.746507
4863,11,2,501,501.0,1.0
4863,12,0,582,582.0,1.0
4863,12,1,374,582.0,0.6426117
4863,12,2,501,582.0,0.86082476
4863,13,0,647,647.0,1.0
4863,13,1,374,647.0,0.5780525
4863,13,2,501,647.0,0.77434313
4863,14,0,647,692.0,0.9349711
4863,14,1,692,692.0,1.0
4863,14,2,501,692.0,0.7239884
4863,15,0,781,781.0,1.0
4863,15,1,692,781.0,0.88604355
4863,15,2,501,781.0,0.6414853
4863,16,0,781,835.0,0.9353293
4863,16,1,835,835.0,1.0
4863,16,2,501,835.0,0.6
4863,17,0,781,883.0,0.8844847
4863,17,1,835,883.0,0.94563985
4863,17,2,883,883.0,1.0
4863,18,0,781,960.0,0.81354165
4863,18,1,835,960.0,0.8697917
4863,18,2,960,960.0,1.0
4863,19,0,781,1013.0,0.7709773
4863,19,1,1013,1013.0,1.0
4863,19,2,960,1013.0,0.9476802
4863,20,0,781,1061.0,0.736098
4863,20,1,1061,1061.0,1.0
4863,20,2,960,1061.0,0.9048068
4863,21,0,781,1100.0,0.71
4863,21,1,1100,1100.0,1.0
4863,21,2,960,1100.0,0.8727273
4863,22,0,1155,1155.0,1.0
4863,22,1,1100,1155.0,0.95238096
4863,22,2,960,1155.0,0.83116883
4863,23,0,1155,1199.0,0.96330273
4863,23,1,1199,1199.0,1.0
4863,23,2,960,1199.0,0.8006672
4863,24,0,1280,1280.0,1.0
4863,24,1,1199,1280.0,0.93671876
4863,24,2,960,1280.0,0.75
4863,25,0,1280,1327.0,0.9645818
4863,25,1,1327,1327.0,1.0
4863,25,2,960,1327.0,0.7234363
4863,26,0,1280,1385.0,0.9241877
4863,26,1,1327,1385.0,0.95812273
4863,26,2,1385,1385.0,1.0
4863,27,0,1280,1441.0,0.88827205
4863,27,1,1327,1441.0,0.92088825
4863,27,2,1441,1441.0,1.0
4863,28,0,1280,1482.0,0.8636977
4863,28,1,1327,1482.0,0.8954116
4863,28,2,1482,1482.0,1.0
4863,29,0,1551,1551.0,1.0
4863,29,1,1327,1551.0,0.85557705
4863,29,2,1482,1551.0,0.9555126
4863,30,0,1551,1600.0,0.969375
4863,30,1,1600,1600.0,1.0
4863,30,2,1482,1600.0,0.92625
4863,31,0,1672,1672.0,1.0
4863,31,1,1600,1672.0,0.9569378
4863,31,2,1482,1672.0,0.8863636
4863,32,0,1755,1755.0,1.0
4863,32,1,1600,1755.0,0.91168094
4863,32,2,1482,1755.0,0.84444445
4863,33,0,1755,1816.0,0.9664097
4863,33,1,1600,1816.0,0.88105726
4863,33,2,1816,1816.0,1.0
4863,34,0,1755,1879.0,0.93400747
4863,34,1,1600,1879.0,0.8515168
4863,34,2,1879,1879.0,1.0
4863,35,0,1755,1930.0,0.90932643
4863,35,1,1930,1930.0,1.0
4863,35,2,1879,1930.0,0.9735751
4863,36,0,1755,1981.0,0.88591623
4863,36,1,1930,1981.0,0.97425544
4863,36,2,1981,1981.0,1.0
4863,37,0,2061,2061.0,1.0
4863,37,1,1930,2061.0,0.9364386
4863,37,2,1981,2061.0,0.9611839
4863,38,0,2135,2135.0,1.0
4863,38,1,1930,2135.0,0.90398127
4863,38,2,1981,2135.0,0.92786884
4863,39,0,2135,2177.0,0.9807074
4863,39,1,2177,2177.0,1.0
4863,39,2,1981,2177.0,0.90996784
4863,40,0,2135,2213.0,0.96475375
4863,40,1,2213,2213.0,1.0
4863,40,2,1981,2213.0,0.8951649
4863,41,0,2283,2283.0,1.0
4863,41,1,2213,2283.0,0.9693386
4863,41,2,1981,2283.0,0.8677179
4863,42,0,2283,2330.0,0.9798283
4863,42,1,2330,2330.0,1.0
4863,42,2,1981,2330.0,0.8502146
4863,43,0,2283,2375.0,0.9612632
4863,43,1,2375,2375.0,1.0
4863,43,2,1981,2375.0,0.83410525
4863,44,0,2455,2455.0,1.0
4863,44,1,2375,2455.0,0.9674134
4863,44,2,1981,2455.0,0.80692464
4863,45,0,2455,2506.0,0.9796488
4863,45,1,2506,2506.0,1.0
4863,45,2,1981,2506.0,0.7905028
4863,46,0,2568,2568.0,1.0
4863,46,1,2506,2568.0,0.9758567
4863,46,2,1981,2568.0,0.77141744
4863,47,0,2568,2613.0,0.98277843
4863,47,1,2506,2613.0,0.9590509
4863,47,2,2613,2613.0,1.0
4863,48,0,2679,2679.0,1.0
4863,48,1,2506,2679.0,0.9354237
4863,48,2,2613,2679.0,0.97536397
4863,49,0,2752,2752.0,1.0
4863,49,1,2506,2752.0,0.91061044
4863,49,2,2613,2752.0,0.94949126
4863,50,0,2826,2826.0,1.0
4863,50,1,2506,2826.0,0.8867657
4863,50,2,2613,2826.0,0.92462844
4863,51,0,2826,2869.0,0.9850122
4863,51,1,2869,2869.0,1.0
4863,51,2,2613,2869.0,0.9107703
4863,52,0,2967,2967.0,1.0
4863,52,1,2869,2967.0,0.96697
4863,52,2,2613,2967.0,0.88068753
4863,53,0,2967,3024.0,0.9811508
4863,53,1,2869,3024.0,0.9487434
4863,53,2,3024,3024.0,1.0
4863,54,0,2967,3062.0,0.96897453
4863,54,1,3062,3062.0,1.0
4863,54,2,3024,3062.0,0.98758984
4863,55,0,2967,3106.0,0.9552479
4863,55,1,3062,3106.0,0.9858339
4863,55,2,3106,3106.0,1.0
4863,56,0,3173,3173.0,1.0
4863,56,1,3062,3173.0,0.9650173
4863,56,2,3106,3173.0,0.97888434
4863,57,0,3265,3265.0,1.0
4863,57,1,3062,3265.0,0.93782544
4863,57,2,3106,3265.0,0.9513017
4863,58,0,3265,3318.0,0.98402655
4863,58,1,3318,3318.0,1.0
4863,58,2,3106,3318.0,0.9361061
4863,59,0,3265,3369.0,0.9691303
4863,59,1,3369,3369.0,1.0
4863,59,2,3106,3369.0,0.9219353
4863,60,0,3435,3435.0,1.0
4863,60,1,3369,3435.0,0.980786
4863,60,2,3106,3435.0,0.90422124
4863,61,0,3498,3498.0,1.0
4863,61,1,3369,3498.0,0.9631218
4863,61,2,3106,3498.0,0.88793594
4863,62,0,3569,3569.0,1.0
4863,62,1,3369,3569.0,0.9439619
4863,62,2,3106,3569.0,0.8702718
4863,63,0,3569,3608.0,0.9891907
4863,63,1,3608,3608.0,1.0
4863,63,2,3106,3608.0,0.86086476
4863,64,0,3569,3650.0,0.97780824
4863,64,1,3650,3650.0,1.0
4863,64,2,3106,3650.0,0.8509589
4863,65,0,3720,3720.0,1.0
4863,65,1,3650,3720.0,0.9811828
4863,65,2,3106,3720.0,0.8349462
4863,66,0,3720,3784.0,0.9830867
4863,66,1,3650,3784.0,0.96458775
4863,66,2,3784,3784.0,1.0
4863,67,0,3838,3838.0,1.0
4863,67,1,3650,3838.0,0.9510161
4863,67,2,3784,3838.0,0.98593014
4863,68,0,3921,3921.0,1.0
4863,68,1,3650,3921.0,0.93088496
4863,68,2,3784,3921.0,0.96505994
4863,69,0,3979,3979.0,1.0
4863,69,1,3650,3979.0,0.9173159
4863,69,2,3784,3979.0,0.9509927
4863,70,0,3979,4020.0,0.989801
4863,70,1,4020,4020.0,1.0
4863,70,2,3784,4020.0,0.94129354
4863,71,0,4084,4084.0,1.0
4863,71,1,4020,4084.0,0.9843291
4863,71,2,3784,4084.0,0.9265426
4863,72,0,4084,4122.0,0.9907812
4863,72,1,4122,4122.0,1.0
4863,72,2,3784,4122.0,0.918001
4863,73,0,4084,4199.0,0.9726125
4863,73,1,4122,4199.0,0.9816623
4863,73,2,4199,4199.0,1.0
4863,74,0,4084,4248.0,0.9613936
4863,74,1,4122,4248.0,0.970339
4863,74,2,4248,4248.0,1.0
4863,75,0,4332,4332.0,1.0
4863,75,1,4122,4332.0,0.95152354
4863,75,2,4248,4332.0,0.9806094
4863,76,0,4332,4363.0,0.99289477
4863,76,1,4363,4363.0,1.0
4863,76,2,4248,4363.0,0.973642
4863,77,0,4332,4438.0,0.97611535
4863,77,1,4363,4438.0,0.9831005
4863,77,2,4438,4438.0,1.0
4863,78,0,4332,4483.0,0.9663172
4863,78,1,4483,4483.0,1.0
4863,78,2,4438,4483.0,0.9899621
4863,79,0,4332,4539.0,0.95439523
