episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,-2765.1092314890648,134,6242.0,20,20,0,0.0,0.9271601,0.097957715
2,-5617.017263798177,134,6352.0,20,20,0,0.0,0.8991394,0.13177146
3,-6801.0740558471,134,6267.0,20,20,0,0.0,0.8900058,0.14310436
4,-4481.134118273445,134,6292.0,20,20,0,0.0,0.91724944,0.100324914
5,-6991.896468539007,134,6287.0,20,20,0,0.0,0.8571656,0.1749547
6,-4176.180547455484,134,6292.0,20,20,0,0.0,0.93796355,0.08416219
7,-7894.716381965221,134,6272.0,20,20,0,0.0,0.85172194,0.1996362
8,-9879.973467906279,134,6287.0,20,20,0,0.0,0.8266794,0.23473021
9,-5518.9179554635375,134,6267.0,20,20,0,0.0,0.88293177,0.16084388
10,-7004.374499618149,134,6327.0,20,20,0,0.0,0.9219746,0.100454144
