episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,838.0257149908587,65,3307.0,10,10,0,0.0,0.7415583,0.3403642
2,877.1094569703621,65,3267.0,10,10,0,0.0,0.8426691,0.21603882
3,846.262955724894,65,3282.0,10,10,0,0.0,0.82683325,0.22286378
4,852.4588872286722,65,3267.0,10,10,0,0.0,0.81685543,0.22546886
5,871.8245075836455,65,3287.0,10,10,0,0.0,0.80093294,0.27190027
6,905.6035849760764,65,3302.0,10,10,0,0.0,0.85019183,0.19664393
7,841.0573700690038,65,3302.0,10,10,0,0.0,0.79143953,0.24161685
8,908.8737803847521,65,3232.0,10,10,0,0.0,0.75773513,0.3267732
9,870.3241171117379,65,3252.0,10,10,0,0.0,0.77142274,0.30752075
10,859.3936537689023,65,3287.0,10,10,0,0.0,0.83632493,0.20640182
