episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1561,-936.1888319537559,123,6810,20,20,0,0.0,0.9851689,0.015615583
1562,-956.6842925025966,123,6874,20,20,0,0.0,0.98535544,0.010709582
1563,-1031.1773776405887,123,6885,20,20,0,0.0,0.9823772,0.019547788
1564,-1020.8630870578684,123,6831,20,20,0,0.0,0.99390036,0.0057253065
1565,-1304.9944250787732,123,6804,20,20,0,0.0,0.9790809,0.01800209
1566,-1116.0203485000443,123,6781,20,20,0,0.0,0.98554784,0.010653345
1567,-969.5977843743923,123,6753,20,20,0,0.0,0.98144037,0.020756293
1568,-962.0924487348381,123,6883,20,20,0,0.0,0.98581046,0.010445967
1569,-903.7437033576797,123,6859,20,20,0,0.0,0.98420566,0.016279517
1570,-972.8091547495378,123,6830,20,20,0,0.0,0.98570037,0.010527043
1571,-886.6560658392267,123,6833,20,20,0,0.0,0.97780377,0.019265579
1572,-723.634540265166,123,6828,20,20,0,0.0,0.98886937,0.009956841
1573,-1058.993152252124,123,6826,20,20,0,0.0,0.9818342,0.014542528
1574,-909.7028438657868,123,6824,20,20,0,0.0,0.989449,0.0118551
1575,-995.4552400248738,123,6897,20,20,0,0.0,0.98965734,0.008236297
1576,-1092.2148260925053,123,6827,20,20,0,0.0,0.9815439,0.014951204
1577,-1332.0405299979914,123,6851,20,20,0,0.0,0.9899771,0.011129265
1578,-906.039509629151,123,6823,20,20,0,0.0,0.98861694,0.008887998
1579,-1072.4292900191258,123,6824,20,20,0,0.0,0.9856878,0.010536288
1580,-995.4110811939591,123,6934,20,20,0,0.0,0.98115563,0.01519389
1581,-842.7439790090018,123,6818,20,20,0,0.0,0.984404,0.011907354
1582,-847.7546415144387,123,6793,20,20,0,0.0,0.9784582,0.018787779
1583,-980.7364435542154,123,6806,20,20,0,0.0,0.98682535,0.011736154
1584,-1117.7225894939334,123,6775,20,20,0,0.0,0.97402215,0.02461835
1585,-1057.2048420458266,123,6827,20,20,0,0.0,0.98359454,0.016071154
1586,-1026.676521275259,123,6877,20,20,0,0.0,0.977558,0.019231226
1587,-953.4424881917107,123,6810,20,20,0,0.0,0.9892315,0.008183188
1588,-972.5880490419527,123,6886,20,20,0,0.0,0.9815084,0.021789553
1589,-1042.6159466638353,123,6891,20,20,0,0.0,0.9897451,0.007666351
1590,-1477.5395777529973,123,6830,20,20,0,0.0,0.96871644,0.032441244
1591,-1531.2626263825193,123,6848,20,20,0,0.0,0.9886585,0.008855564
