episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,10,J11:OP1,8.724462385250963,31,31.0,0,False,-0.155,0.0,0.0,0.0,0.0,0.0,0.0,9.17069,-0.29122746460255233,0.0
1,2,18,J19:OP1,5.273056616685494,86,86.0,40,False,-0.43000000000000005,-10.0,0.0,0.0,0.5,0.0,6.2,18.360992,-0.6334729337935228,0.0
1,3,10,J11:OP2,15.006738033008777,99,99.0,0,False,-0.49500000000000005,-10.0,0.0,0.0,0.5,0.0,12.4,27.553526,-0.9542686227085753,0.0
1,4,17,J18:OP1,4.746358438446081,161,161.0,40,False,-0.805,-20.0,0.0,0.0,0.5,0.0,18.6,36.765114,-1.309497956631879,0.0
1,5,10,J11:OP3,14.879917200541824,203,203.0,0,False,-1.0150000000000001,-20.0,0.0,0.0,0.5,0.0,24.8,45.989082,-1.6435490330675935,0.0
1,6,14,J15:OP1,5.271710015155691,266,266.0,40,False,-1.33,-30.0,0.0,0.0,1.0,0.0,31.0,55.232567,-2.000323743864051,0.0
1,7,10,J11:OP4,11.35736489473054,303,303.0,15,False,-1.5150000000000001,-33.75,0.0,0.0,1.0,0.0,37.4,64.48404,-2.3594343358888814,0.0
1,8,14,J15:OP2,10.480580610414002,336,336.0,20,False,-1.6800000000000002,-38.75,0.0,0.0,1.5,0.0,43.6,73.74623,-2.676041530650661,0.0
1,9,18,J19:OP2,10.379711684884624,386,386.0,20,False,-1.9300000000000002,-43.75,0.0,0.0,2.0,0.0,49.800000000000004,83.026474,-3.026572574953048,0.0
1,10,14,J15:OP3,11.8313037428106,436,436.0,15,False,-2.18,-47.5,0.0,0.0,2.5,0.0,56.2,92.31233,-3.381124697620964,0.0
1,11,10,J11:OP5,11.2989872183345,490,490.0,15,False,-2.45,-51.25,0.0,0.0,2.5,0.0,62.6,101.60584,-3.755646123390469,0.0
1,12,10,J11:OP6,10.145290182436248,527,527.0,20,False,-2.6350000000000002,-56.25,0.0,0.0,2.5,0.0,69.0,110.90586,-4.125371543066037,0.0
1,13,10,J11:OP7,11.389995642868662,564,564.0,15,False,-2.8200000000000003,-60.0,0.0,0.0,2.5,0.0,75.4,120.21167,-4.506186981129992,0.0
1,14,2,J3:OP1,5.491707497982846,638,638.0,40,False,-3.1900000000000004,-70.0,0.0,0.0,3.0,0.0,81.80000000000001,129.52838,-4.861191595573904,0.0
1,15,6,J7:OP1,5.264932700363779,713,713.0,40,False,-3.5650000000000004,-80.0,0.0,0.0,3.5,0.0,88.00000000000001,138.84914,-5.242007033637859,0.0
1,16,10,J11:OP8,57.91663575318656,762,762.0,20,True,-3.8100000000000005,-85.0,20.0,28.0,3.5,0.0,94.20000000000002,148.17114,-5.60237933709192,0.0
1,17,17,J18:OP2,10.15058241419608,802,802.0,20,False,-4.010000000000001,-90.0,20.0,28.0,3.5,0.0,100.60000000000002,157.49283,-5.973488245222499,0.0
1,18,8,J9:OP1,5.237610272514491,882,882.0,40,False,-4.410000000000001,-100.0,20.0,28.0,4.0,0.0,106.80000000000003,166.80942,-6.352462750540039,0.0
1,19,17,J18:OP3,11.411806655376264,926,926.0,15,False,-4.630000000000001,-103.75,20.0,28.0,4.0,0.0,113.20000000000003,176.12036,-6.681594281809284,0.0
1,20,1,J2:OP1,9.309687504359955,967,967.0,25,False,-4.835000000000001,-110.0,20.0,28.0,4.0,0.0,120.00000000000003,185.42401,-7.020564576216419,0.0
1,21,17,J18:OP4,11.228343085342804,1037,1037.0,15,False,-5.1850000000000005,-113.75,20.0,28.0,4.0,0.0,126.40000000000003,194.71027,-7.378469888700764,0.0
1,22,14,J15:OP4,11.850291490908349,1079,1079.0,15,False,-5.3950000000000005,-117.5,20.0,28.0,4.5,0.0,132.80000000000004,203.9902,-7.748112861293391,0.0
1,23,4,J5:OP1,4.886033775981938,1155,1155.0,40,False,-5.775,-127.5,20.0,28.0,4.5,0.0,139.20000000000005,213.2306,-8.122478426894705,0.0
1,24,6,J7:OP2,10.575359871380359,1198,1198.0,20,False,-5.99,-132.5,20.0,28.0,5.0,0.0,145.60000000000005,222.44835,-8.449855219332706,0.0
1,25,6,J7:OP3,11.83577166930938,1237,1237.0,15,False,-6.1850000000000005,-136.25,20.0,28.0,5.5,0.0,152.00000000000006,231.64243,-8.763152382420786,0.0
1,26,17,J18:OP5,54.494485968906694,1270,1270.0,20,True,-6.3500000000000005,-141.25,40.0,52.0,5.5,0.0,158.80000000000007,240.81322,-9.074452546326595,0.0
1,27,3,J4:OP1,4.903109595680068,1335,1335.0,40,False,-6.675000000000001,-151.25,40.0,52.0,5.5,0.0,165.20000000000007,249.95712,-9.390241723839887,0.0
1,28,6,J7:OP4,10.642713725101265,1378,1378.0,20,False,-6.890000000000001,-156.25,40.0,52.0,6.0,0.0,171.80000000000007,259.03625,-9.711666029744482,0.0
1,29,12,J13:OP1,5.044022511952754,1459,1459.0,40,False,-7.295000000000001,-166.25,40.0,52.0,6.0,0.0,178.60000000000008,268.0299,-10.056284398376444,0.0
1,30,2,J3:OP2,10.498163829520198,1499,1499.0,20,False,-7.495000000000001,-171.25,40.0,52.0,6.5,0.0,185.20000000000007,276.97253,-10.400749047860153,0.0
1,31,2,J3:OP3,11.498333034409157,1572,1572.0,15,False,-7.860000000000001,-175.0,40.0,52.0,7.0,0.0,191.80000000000007,285.8078,-10.722676061363593,0.0
1,32,6,J7:OP5,10.296896571529638,1618,1618.0,20,False,-8.090000000000002,-180.0,40.0,52.0,7.5,0.0,198.40000000000006,294.56116,-11.049125818569307,0.0
1,33,14,J15:OP5,11.534864601576185,1653,1653.0,15,False,-8.265000000000002,-183.75,40.0,52.0,8.0,0.0,205.00000000000006,303.26114,-11.389235467786579,0.0
1,34,14,J15:OP6,11.632612517977494,1691,1691.0,15,False,-8.455000000000002,-187.5,40.0,52.0,8.5,0.0,211.80000000000007,311.8852,-11.740691820353518,0.0
1,35,19,J20:OP1,4.689304494734095,1750,1750.0,40,False,-8.750000000000002,-197.5,40.0,52.0,8.5,0.0,218.60000000000008,320.40268,-12.07388641009208,0.0
1,36,14,J15:OP7,11.620714992369187,1792,1792.0,15,False,-8.960000000000003,-201.25,40.0,52.0,9.0,0.0,225.60000000000008,328.7931,-12.383588478574943,0.0
1,37,6,J7:OP6,11.778984153774177,1825,1825.0,15,False,-9.125000000000002,-205.0,40.0,52.0,9.5,0.0,232.80000000000007,337.0837,-12.680237373811996,0.0
1,38,18,J19:OP3,11.679775978194927,1862,1862.0,15,False,-9.310000000000002,-208.75,40.0,52.0,10.0,0.0,240.00000000000006,345.3101,-12.991850670214237,0.0
1,39,6,J7:OP7,11.177139798979546,1892,1892.0,15,False,-9.460000000000003,-212.5,40.0,52.0,10.5,0.0,246.80000000000007,353.40552,-13.31013895656184,0.0
1,40,6,J7:OP8,81.81912651024432,1937,1937.0,20,True,-9.685000000000002,-217.5,60.0,88.0,26.929166666666667,0.0,253.80000000000007,361.3456,-13.635281690193665,0.0
1,41,8,J9:OP2,9.798640446534858,1973,1973.0,20,False,-9.865000000000002,-222.5,60.0,88.0,27.429166666666667,0.0,260.80000000000007,369.16025,-13.97128956671789,0.0
1,42,18,J19:OP4,9.727318518451838,2006,2006.0,20,False,-10.030000000000001,-227.5,60.0,88.0,27.929166666666667,0.0,267.80000000000007,376.89664,-14.315366922289488,0.0
1,43,18,J19:OP5,9.955742617484868,2043,2043.0,20,False,-10.215000000000002,-232.5,60.0,88.0,28.429166666666667,0.0,275.20000000000005,384.48904,-14.667040267023859,0.0
1,44,5,J6:OP1,4.007056623409907,2119,2119.0,40,False,-10.595000000000002,-242.5,60.0,88.0,28.929166666666667,0.0,282.20000000000005,391.71198,-15.002913960539,0.0
1,45,18,J19:OP6,9.537300078911413,2155,2155.0,15,False,-10.775000000000002,-246.25,60.0,88.0,29.429166666666667,0.0,288.40000000000003,398.8146,-15.338246861974268,0.0
1,46,14,J15:OP8,84.5414183952884,2216,2216.0,15,True,-11.080000000000002,-250.0,80.0,128.0,44.54265060595364,0.0,295.40000000000003,405.58823,-15.628927289395683,0.0
1,47,1,J2:OP2,7.360156783094353,2246,2246.0,20,False,-11.230000000000002,-255.0,80.0,128.0,44.54265060595364,0.0,301.6,412.18878,-15.919334700026917,0.0
1,48,2,J3:OP4,6.954676293232039,2296,2296.0,20,False,-11.480000000000002,-260.0,80.0,128.0,45.04265060595364,0.0,307.28571428571433,418.51935,-16.230933812678668,0.0
1,49,19,J20:OP2,7.561236672495453,2341,2341.0,20,False,-11.705000000000002,-265.0,80.0,128.0,45.04265060595364,0.0,314.28571428571433,424.6301,-16.555443619217638,0.0
1,50,1,J2:OP3,7.715861810042306,2384,2384.0,15,False,-11.920000000000002,-268.75,80.0,128.0,45.04265060595364,0.0,320.4857142857143,430.43033,-16.874826750886758,0.0
1,51,16,J17:OP1,1.8073230360631787,2462,2462.0,40,False,-12.310000000000002,-278.75,80.0,128.0,45.04265060595364,0.0,327.6857142857143,435.72824,-17.175427699351168,0.0
1,52,16,J17:OP2,6.0680165101396195,2502,2502.0,20,False,-12.510000000000002,-283.75,80.0,128.0,45.04265060595364,0.0,334.22857142857146,440.74408,-17.466108126772582,0.0
1,53,1,J2:OP4,4.879655738975458,2543,2543.0,20,False,-12.715000000000002,-288.75,80.0,128.0,45.04265060595364,0.0,339.91428571428577,445.4517,-17.774764441477544,0.0
1,54,19,J20:OP3,6.762386329145559,2582,2582.0,15,False,-12.910000000000002,-292.5,80.0,128.0,45.04265060595364,0.0,346.4571428571429,449.90717,-18.06571616317427,0.0
1,55,8,J9:OP3,5.161631379697464,2651,2651.0,15,False,-13.255000000000003,-296.25,80.0,128.0,45.54265060595364,0.0,351.6571428571429,453.78162,-18.38353548614404,0.0
1,56,3,J4:OP2,2.765613433617026,2686,2686.0,20,False,-13.430000000000003,-301.25,80.0,128.0,45.54265060595364,0.0,356.2571428571429,457.43417,-18.695467933798376,0.0
1,57,8,J9:OP4,3.0533561082277725,2729,2729.0,20,False,-13.645000000000003,-306.25,80.0,128.0,46.04265060595364,0.0,361.08571428571435,460.6982,-19.019729184731982,0.0
1,58,4,J5:OP2,2.07841158048649,2764,2764.0,20,False,-13.820000000000004,-311.25,80.0,128.0,46.04265060595364,0.0,365.68571428571437,463.68384,-19.35193400210316,0.0
1,59,1,J2:OP5,2.4227704105907053,2808,2808.0,20,False,-14.040000000000004,-316.25,80.0,128.0,46.04265060595364,0.0,371.0357142857144,466.31708,-19.692408220418706,0.0
1,60,7,J8:OP1,0.3404331902455526,2852,2852.0,25,False,-14.260000000000005,-322.5,80.0,128.0,46.04265060595364,0.0,375.8642857142858,468.6085,-20.001951164473386,0.0
1,61,9,J10:OP1,-3.3047414230496766,2924,2924.0,40,False,-14.620000000000005,-332.5,80.0,128.0,46.54265060595364,0.0,381.0642857142858,470.29318,-20.331373917250236,0.0
1,62,3,J4:OP3,1.4952963905717838,2979,2979.0,15,False,-14.895000000000005,-336.25,80.0,128.0,46.54265060595364,0.0,385.6642857142858,471.51956,-20.6374457632202,0.0
1,63,3,J4:OP4,0.3253968969208245,3013,3013.0,20,False,-15.065000000000005,-341.25,80.0,128.0,46.54265060595364,0.0,390.49285714285725,472.4663,-20.91735853150247,0.0
1,64,3,J4:OP5,-0.3462059789482335,3058,3058.0,20,False,-15.290000000000004,-346.25,80.0,128.0,46.54265060595364,0.0,395.09285714285727,473.0486,-21.22088293562923,0.0
1,65,16,J17:OP3,0.4922048810484647,3107,3107.0,15,False,-15.535000000000004,-350.0,80.0,128.0,46.54265060595364,0.0,399.6928571428573,473.243,-21.528081483612137,0.0
1,66,18,J19:OP7,41.31491552432649,3152,3152.0,20,True,-15.760000000000003,-355.0,79.620935330654,160.0,57.223140193092846,0.0,404.2928571428573,473.18292,-21.829490560077513,0.0
1,67,1,J2:OP6,12.003767624994168,3188,3188.0,15,True,-15.940000000000003,-358.75,79.35357421954289,172.0,57.223140193092846,0.0,409.12142857142874,472.84784,-22.12183785665317,0.0
1,68,19,J20:OP4,-0.249221818415928,3244,3244.0,15,False,-16.220000000000002,-362.5,79.35357421954289,172.0,57.223140193092846,0.0,413.95000000000016,472.10492,-22.42671616777921,0.0
1,69,19,J20:OP5,-2.0237839729800875,3281,3281.0,20,False,-16.405,-367.5,79.35357421954289,172.0,57.223140193092846,0.0,418.4166666666668,471.10257,-22.729829917523215,0.0
1,70,8,J9:OP5,-1.5889588187672143,3313,3313.0,20,False,-16.565,-372.5,79.35357421954289,172.0,57.723140193092846,0.0,423.0166666666668,469.88266,-23.03888913912246,0.0
1,71,19,J20:OP6,-1.342645023146794,3353,3353.0,15,False,-16.765,-376.25,79.35357421954289,172.0,57.723140193092846,0.0,427.4166666666668,468.40002,-23.348885837302824,0.0
1,72,2,J3:OP5,-2.314092768309957,3390,3390.0,20,False,-16.95,-381.25,79.35357421954289,172.0,58.223140193092846,0.0,431.8166666666668,466.6837,-23.6616470378485,0.0
1,73,5,J6:OP2,-2.43297569035827,3423,3423.0,20,False,-17.115,-386.25,79.35357421954289,172.0,58.723140193092846,0.0,436.2833333333334,464.76666,-23.979278203823224,0.0
1,74,2,J3:OP6,-2.8021815693613323,3464,3464.0,20,False,-17.319999999999997,-391.25,79.35357421954289,172.0,59.223140193092846,0.0,440.6651515151516,462.61063,-24.302227223517196,0.0
1,75,19,J20:OP7,10.219242916777,3514,3514.0,10,True,-17.569999999999997,-393.75,78.652043607298,184.0,59.223140193092846,0.0,445.06515151515157,460.1894,-24.610225059914022,0.0
1,76,2,J3:OP7,37.412936872262584,3544,3544.0,20,True,-17.719999999999995,-398.75,78.05630636061736,216.0,68.86360140902576,0.0,449.46515151515155,457.60187,-24.904503001630264,0.0
1,77,3,J4:OP6,-3.944546746445375,3588,3588.0,20,False,-17.939999999999994,-403.75,78.05630636061736,216.0,68.86360140902576,0.0,453.8469696969697,454.79434,-25.203351915968096,0.0
1,78,8,J9:OP6,-2.6132373270600193,3654,3654.0,15,False,-18.269999999999992,-407.5,78.05630636061736,216.0,69.36360140902576,0.0,458.2287878787879,451.68085,-25.504924423310708,0.0
1,79,3,J4:OP7,24.067690798266128,3695,3695.0,15,True,-18.47499999999999,-411.25,77.20574415532174,244.0,69.36360140902576,0.0,462.6287878787879,448.44437,-25.795195279707666,0.0
1,80,8,J9:OP7,36.959671646101775,3733,3733.0,15,True,-18.664999999999992,-415.0,76.46529276643285,276.0,78.30943474235909,0.0,467.01060606060605,445.03497,-26.07333283350743,0.0
1,81,12,J13:OP2,-4.665692596172456,3776,3776.0,20,False,-18.879999999999992,-420.0,76.46529276643285,276.0,78.30943474235909,0.0,471.410606060606,441.46036,-26.349395588829054,0.0
1,82,4,J5:OP3,-3.546035793188252,3816,3816.0,15,False,-19.07999999999999,-423.75,76.46529276643285,276.0,78.30943474235909,0.0,475.810606060606,437.7417,-26.62677488978403,0.0
1,83,12,J13:OP3,-3.9331246827219615,3884,3884.0,15,False,-19.41999999999999,-427.5,76.46529276643285,276.0,78.30943474235909,0.0,480.1924242424242,433.79855,-26.908581022396127,0.0
