episode,step,job_idx,reward,makespan,current_time,setup_time,job_completed
1,1,19,10.053617318704704,41.0,41.0,0,False
1,2,7,-2.268432855142763,103.0,103.0,25,False
1,3,13,9.412539422861125,175.0,175.0,40,False
1,4,17,4.72652833868491,252.0,252.0,40,False
1,5,16,9.879768690418683,325.0,325.0,40,False
1,6,10,4.339221593773052,400.0,400.0,40,False
1,7,12,1.4514882182845894,463.0,463.0,25,False
1,8,19,15.542758213299745,482.0,482.0,0,False
1,9,4,6.9476039513097785,567.0,567.0,40,False
1,10,19,20.0,598.0,598.0,0,False
1,11,16,15.251511116540858,639.0,639.0,20,False
1,12,7,2.81069696445664,672.0,672.0,20,False
1,13,13,13.596019331210092,722.0,722.0,20,False
1,14,19,20.0,763.0,763.0,15,False
1,15,13,19.005832037568872,838.0,838.0,15,False
1,16,2,1.0452662621304372,896.0,896.0,25,False
1,17,6,9.939072615124685,956.0,956.0,40,False
1,18,19,20.0,992.0,992.0,15,True
1,19,12,0.7742073053845895,1041.0,1041.0,20,False
1,20,3,0.05601415575517674,1104.0,1104.0,40,False
1,21,7,6.09054133902677,1154.0,1154.0,15,False
1,22,6,14.637530897791814,1186.0,1186.0,15,False
1,23,2,2.4366714702933594,1220.0,1220.0,20,False
1,24,13,20.0,1252.0,1252.0,20,False
1,25,16,19.23000141886097,1326.0,1326.0,15,False
1,26,16,20.0,1371.0,1371.0,20,False
1,27,6,14.704311043903552,1431.0,1431.0,15,False
1,28,1,4.292089666849112,1512.0,1512.0,40,False
1,29,8,3.4948076839459468,1561.0,1561.0,25,False
1,30,5,8.878857640331415,1632.0,1632.0,40,False
1,31,0,5.861091188061031,1715.0,1715.0,40,False
1,32,9,11.194896380735097,1797.0,1797.0,40,False
1,33,12,7.531576317586199,1851.0,1851.0,10,False
1,34,1,11.306540095383564,1882.0,1882.0,20,False
1,35,10,11.252578926850772,1913.0,1913.0,15,False
1,36,3,4.192776041934964,1943.0,1943.0,20,False
1,37,5,12.523083949197256,1979.0,1979.0,20,False
1,38,13,20.0,2023.0,2023.0,20,True
1,39,2,5.353291934242348,2068.0,2068.0,15,False
1,40,8,3.820387125009792,2101.0,2101.0,20,False
1,41,7,9.507178351208172,2157.0,2157.0,15,False
1,42,4,9.969532202027128,2207.0,2207.0,20,False
1,43,9,17.146505939012005,2238.0,2238.0,20,False
1,44,3,4.8933029651130315,2305.0,2305.0,15,False
1,45,6,16.544310887917206,2354.0,2354.0,20,False
1,46,1,12.992153148946587,2426.0,2426.0,15,False
