episode,step,job_idx,completion_time,deadline_met
1,18,19,992.0,False
1,38,13,2023.0,False
1,48,16,2526.0,False
1,58,7,3075.0,False
1,61,1,3231.0,False
1,68,6,3543.0,False
1,75,3,3866.0,False
1,97,2,4942.0,False
1,100,8,5088.0,False
1,101,5,5157.0,False
1,103,12,5243.0,False
1,104,0,5313.0,False
1,111,10,5625.0,False
1,117,4,5868.0,False
1,120,17,5978.0,False
1,121,9,6030.0,False
1,127,18,6286.0,False
1,129,14,6427.0,False
1,135,15,6686.0,False
1,136,11,6720.0,False
2,25,11,1244.0,False
2,46,1,2356.0,False
2,51,15,2620.0,False
2,61,0,3076.0,False
2,63,12,3169.0,False
2,86,10,4376.0,False
2,98,13,4976.0,False
2,101,16,5121.0,False
2,106,7,5404.0,False
2,109,6,5520.0,False
2,113,3,5710.0,False
2,119,4,5955.0,False
2,121,9,6075.0,False
2,123,17,6135.0,False
2,126,5,6270.0,False
2,127,18,6306.0,False
2,128,8,6374.0,False
2,130,14,6515.0,False
2,132,19,6592.0,False
2,136,2,6785.0,False
3,26,18,1343.0,False
3,71,7,3731.0,False
3,72,8,3794.0,False
3,73,13,3838.0,False
3,77,17,4046.0,False
3,91,3,4698.0,False
3,92,16,4755.0,False
3,99,11,5039.0,False
3,100,1,5086.0,False
3,102,14,5227.0,False
3,103,15,5288.0,False
3,108,9,5507.0,False
3,111,4,5680.0,False
3,118,19,5961.0,False
3,125,6,6259.0,False
3,130,0,6507.0,False
3,132,5,6602.0,False
3,133,12,6647.0,False
3,135,10,6740.0,False
3,136,2,6770.0,False
4,33,2,1761.0,False
4,67,10,3388.0,False
4,70,13,3531.0,False
4,83,14,4199.0,False
4,91,4,4575.0,False
4,94,8,4728.0,False
4,97,18,4880.0,False
4,99,15,5009.0,False
4,101,11,5103.0,False
4,102,7,5176.0,False
4,105,5,5329.0,False
4,116,0,5879.0,False
4,121,17,6077.0,False
4,122,19,6113.0,False
4,124,1,6234.0,False
4,125,3,6275.0,False
4,129,6,6429.0,False
4,132,9,6560.0,False
4,134,16,6652.0,False
4,136,12,6745.0,False
5,50,16,2620.0,False
5,61,3,3165.0,False
5,64,6,3270.0,False
5,66,15,3372.0,False
5,75,2,3758.0,False
5,79,19,3949.0,False
5,83,5,4133.0,False
5,88,9,4358.0,False
5,95,18,4690.0,False
5,103,10,5081.0,False
5,105,12,5165.0,False
5,107,11,5230.0,False
5,113,17,5541.0,False
5,117,8,5747.0,False
5,121,0,5928.0,False
5,129,14,6377.0,False
5,130,13,6421.0,False
5,131,1,6468.0,False
5,133,4,6556.0,False
5,136,7,6735.0,False
6,18,1,954.0,False
6,45,9,2435.0,False
6,58,7,3133.0,False
6,61,4,3259.0,False
6,71,16,3807.0,False
6,73,14,3952.0,False
6,82,2,4362.0,False
6,88,13,4620.0,False
6,99,6,5026.0,False
6,104,8,5309.0,False
6,111,17,5592.0,False
6,116,3,5806.0,False
6,117,12,5851.0,False
6,119,19,5935.0,False
6,127,18,6309.0,False
6,128,5,6378.0,False
6,129,15,6439.0,False
6,133,0,6634.0,False
6,134,10,6683.0,False
6,136,11,6760.0,False
7,25,5,1442.0,False
7,47,11,2512.0,False
7,48,19,2548.0,False
7,52,16,2720.0,False
7,67,17,3419.0,False
7,85,18,4250.0,False
7,99,9,4944.0,False
7,101,4,5065.0,False
7,102,6,5096.0,False
7,107,1,5317.0,False
7,111,2,5536.0,False
7,112,7,5609.0,False
7,113,14,5682.0,False
7,115,10,5792.0,False
7,126,13,6264.0,False
7,127,0,6334.0,False
7,129,8,6432.0,False
7,134,15,6684.0,False
7,135,12,6729.0,False
7,136,3,6770.0,False
8,27,12,1477.0,False
8,33,15,1816.0,False
8,52,1,2793.0,False
8,66,10,3462.0,False
8,77,7,4091.0,False
8,78,8,4154.0,False
8,91,3,4756.0,False
8,93,11,4838.0,False
8,106,13,5477.0,False
8,114,4,5793.0,False
8,116,16,5910.0,False
8,121,5,6172.0,False
8,124,14,6316.0,False
8,125,19,6352.0,False
8,127,0,6464.0,False
8,128,6,6495.0,False
8,130,2,6564.0,False
8,132,18,6625.0,False
8,134,17,6715.0,False
8,136,9,6805.0,False
9,34,15,1955.0,False
9,57,19,2964.0,False
9,63,18,3248.0,False
9,64,7,3321.0,False
9,82,5,4175.0,False
9,83,6,4206.0,False
9,88,17,4465.0,False
9,89,2,4490.0,False
9,90,11,4524.0,False
9,102,12,5135.0,False
9,103,14,5203.0,False
9,108,1,5464.0,False
9,112,3,5627.0,False
9,115,13,5760.0,False
9,123,16,6159.0,False
9,126,9,6299.0,False
9,127,8,6367.0,False
9,129,0,6465.0,False
9,135,10,6721.0,False
9,136,4,6770.0,False
10,55,1,2938.0,False
10,59,4,3129.0,False
10,71,9,3696.0,False
10,77,18,3968.0,False
10,83,13,4267.0,False
10,87,12,4437.0,False
10,93,3,4716.0,False
10,100,15,5037.0,False
10,101,2,5067.0,False
10,103,16,5170.0,False
10,108,17,5430.0,False
10,109,7,5503.0,False
10,112,6,5612.0,False
10,117,5,5874.0,False
10,121,8,6093.0,False
10,124,19,6218.0,False
10,125,14,6291.0,False
10,131,0,6556.0,False
10,133,10,6638.0,False
10,136,11,6755.0,False
11,29,19,1574.0,False
11,47,0,2464.0,False
11,58,10,2939.0,False
11,73,4,3617.0,False
11,81,6,4014.0,False
11,91,11,4560.0,False
11,97,15,4868.0,False
11,100,7,5057.0,False
11,104,8,5285.0,False
11,114,16,5699.0,False
11,116,18,5772.0,False
11,117,13,5816.0,False
11,118,5,5885.0,False
11,125,12,6205.0,False
11,126,3,6246.0,False
11,130,9,6450.0,False
11,132,1,6562.0,False
11,133,2,6592.0,False
11,134,14,6665.0,False
11,136,17,6750.0,False
12,18,1,1014.0,False
12,55,13,2877.0,False
12,71,9,3684.0,False
12,89,19,4454.0,False
12,96,0,4810.0,False
12,102,10,5086.0,False
12,106,18,5295.0,False
12,110,3,5485.0,False
12,111,16,5542.0,False
12,114,11,5657.0,False
12,117,4,5772.0,False
12,124,8,6135.0,False
12,125,12,6180.0,False
12,127,6,6258.0,False
12,129,14,6394.0,False
12,130,5,6458.0,False
12,131,17,6488.0,False
12,134,2,6601.0,False
12,135,15,6662.0,False
12,136,7,6735.0,False
13,34,2,1880.0,False
13,42,1,2219.0,False
13,57,5,2988.0,False
13,58,9,3040.0,False
13,60,19,3113.0,False
13,83,12,4229.0,False
13,89,14,4513.0,False
13,102,16,5209.0,False
13,110,4,5552.0,False
13,113,0,5730.0,False
13,116,15,5849.0,False
13,117,8,5917.0,False
13,118,11,5951.0,False
13,119,18,5987.0,False
13,123,3,6152.0,False
13,129,17,6426.0,False
13,131,10,6524.0,False
13,133,13,6600.0,False
13,135,7,6729.0,False
13,136,6,6760.0,False
14,16,13,926.0,False
14,22,7,1275.0,False
14,57,3,3033.0,False
14,67,10,3508.0,False
14,85,12,4297.0,False
14,91,17,4624.0,False
14,94,19,4778.0,False
14,97,1,4930.0,False
14,107,5,5464.0,False
14,112,16,5693.0,False
14,116,11,5830.0,False
14,120,4,5980.0,False
14,121,9,6032.0,False
14,124,6,6153.0,False
14,126,18,6231.0,False
14,128,0,6337.0,False
14,129,2,6367.0,False
14,133,8,6558.0,False
14,135,15,6692.0,False
14,136,14,6765.0,False
15,22,13,1233.0,False
15,35,7,1948.0,False
15,68,1,3407.0,False
15,74,18,3684.0,False
15,82,6,4027.0,False
15,89,12,4391.0,False
15,92,10,4570.0,False
15,100,3,4926.0,False
15,107,9,5318.0,False
15,111,17,5476.0,False
15,113,2,5564.0,False
15,116,16,5698.0,False
15,117,19,5734.0,False
15,122,8,6023.0,False
15,124,5,6137.0,False
15,125,11,6171.0,False
15,129,15,6367.0,False
15,130,0,6432.0,False
15,134,4,6604.0,False
15,136,14,6745.0,False
16,20,14,1094.0,False
16,21,13,1138.0,False
16,70,7,3618.0,False
16,75,1,3890.0,False
16,89,6,4497.0,False
16,90,18,4533.0,False
