episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_idle_penalty,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_global_progress_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,14,J15:OP1,34.020777655793864,23,23.0,0,False,-0.115,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.2,19.610777655793857,-0.675,0.0
1,2,0,J1:OP1,25.072811512368823,88,88.0,25,False,-0.44,-6.25,0.0,0.0,0.0,0.0,0.0,18.0,12.4,38.35858916816268,-2.9750000000000005,0.0
1,3,6,J7:OP1,22.372720469563927,148,148.0,25,False,-0.74,-12.5,0.0,0.0,0.0,0.0,0.0,27.0,18.6,55.8813096377266,-6.775,0.0
1,4,14,J15:OP2,31.094727035668186,161,161.0,0,False,-0.8049999999999999,-12.5,0.0,0.0,0.0,0.0,0.0,36.0,24.8,74.06603667339479,-9.0,0.0
1,5,6,J7:OP2,25.859618889631378,199,199.0,15,False,-0.9949999999999999,-16.25,0.0,0.0,0.0,0.0,0.0,45.0,31.0,91.84065556302616,-12.175,0.0
1,6,6,J7:OP3,31.76169418099209,223,223.0,0,False,-1.1149999999999998,-16.25,0.0,0.0,0.0,0.0,0.0,54.0,37.2,109.75984974401825,-13.412500000000001,0.0
1,7,0,J1:OP2,27.01070180170777,254,254.0,15,False,-1.2699999999999998,-20.0,0.0,0.0,0.0,0.0,0.0,63.0,43.400000000000006,127.23805154572602,-15.175,0.0
1,8,6,J7:OP4,21.851202563922207,297,297.0,20,False,-1.4849999999999999,-25.0,0.0,0.0,0.0,0.0,0.0,69.0,49.800000000000004,144.74175410964824,-18.0125,0.0
1,9,14,J15:OP3,26.22529477603227,342,342.0,10,False,-1.71,-27.5,0.0,0.0,0.0,0.0,0.0,78.0,56.00000000000001,161.52954888568053,-21.05,0.0
1,10,8,J9:OP1,13.062794552104949,422,422.0,40,False,-2.11,-37.5,0.0,0.0,0.0,0.0,0.0,84.0,62.400000000000006,175.15484343778547,-23.6125,0.0
1,11,16,J17:OP1,13.968276914149055,485,485.0,25,False,-2.425,-43.75,0.0,0.0,0.0,0.0,0.0,89.0,68.80000000000001,188.42562035193453,-27.75,0.0
1,12,6,J7:OP5,19.864422765800303,531,531.0,20,False,-2.655,-48.75,0.0,0.0,0.0,0.0,0.0,95.0,75.00000000000001,204.25754311773483,-30.6875,0.0
1,13,5,J6:OP1,10.291750694615411,607,607.0,40,False,-3.0349999999999997,-58.75,0.0,0.0,0.0,0.0,0.0,101.0,81.40000000000002,216.84179381235023,-35.0,0.0
1,14,6,J7:OP6,22.71086579431047,640,640.0,15,False,-3.1999999999999997,-62.5,0.0,0.0,0.0,0.0,0.0,110.0,88.00000000000001,232.0551596066607,-39.1875,0.0
1,15,0,J1:OP3,25.280171741541174,686,686.0,10,False,-3.4299999999999997,-65.0,0.0,0.0,0.0,0.0,0.0,119.0,94.40000000000002,246.22783134820187,-40.75,0.0
1,16,6,J7:OP7,24.59687097180283,716,716.0,15,False,-3.5799999999999996,-68.75,0.0,0.0,0.0,0.0,0.0,128.0,100.80000000000003,261.0622023200047,-42.4875,0.0
1,17,14,J15:OP4,19.421546700208857,758,758.0,15,False,-3.7899999999999996,-72.5,0.0,0.0,0.0,0.0,0.0,134.0,107.00000000000003,274.6562490202136,-44.9,0.0
1,18,15,J16:OP1,18.542543347518727,809,809.0,25,False,-4.045,-78.75,0.0,0.0,0.0,0.0,0.0,143.0,113.40000000000003,286.1037923677323,-46.699999999999996,0.0
1,19,16,J17:OP2,12.984952783737207,849,849.0,20,False,-4.245,-83.75,0.0,0.0,0.0,0.0,0.0,145.0,120.00000000000003,297.3262451514695,-48.3375,0.0
