episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_timeliness_reward,reward_machine_idle_penalty
1,1,4,J5:OP1,7.992326736450195,36,36.0,0,False,-0.18,0.0,0.0,0.0,0.0,0.0,9.172327,-1.0
1,2,4,J5:OP2,8.22721004486084,51,51.0,0,False,-0.255,0.0,0.0,0.0,0.0,0.0,18.349537,-1.875
1,3,4,J5:OP3,8.197749137878418,76,76.0,0,False,-0.38,0.0,0.0,0.0,0.0,0.0,27.534786,-2.7375
1,4,3,J4:OP1,-3.154341220855713,141,141.0,40,False,-0.7050000000000001,-10.0,0.0,0.0,0.0,0.0,36.742943,-4.775
1,5,4,J5:OP4,2.303560495376587,176,176.0,20,False,-0.8800000000000001,-15.0,0.0,0.0,0.0,0.0,45.959003,-6.5125
1,6,11,J12:OP1,-4.192954063415527,247,247.0,40,False,-1.235,-25.0,0.0,0.0,0.0,0.0,55.19605,-9.5875
1,7,2,J3:OP1,-5.5880608558654785,321,321.0,40,False,-1.605,-35.0,0.0,0.0,0.5,0.0,64.45299,-14.5625
1,8,8,J9:OP1,-7.599751949310303,401,401.0,40,False,-2.005,-45.0,0.0,0.0,1.0,0.0,73.72823,-21.5375
1,9,8,J9:OP2,-0.40944814682006836,437,437.0,20,False,-2.185,-50.0,0.0,0.0,1.5,0.0,83.011284,-26.55
1,10,8,J9:OP3,3.5264055728912354,506,506.0,15,False,-2.5300000000000002,-53.75,0.0,0.0,2.0,0.0,92.30769,-28.725
1,11,10,J11:OP1,0.513016939163208,562,562.0,25,False,-2.8100000000000005,-60.0,0.0,0.0,2.0,0.0,101.61321,-30.9875
1,12,12,J13:OP1,-5.375366687774658,643,643.0,40,False,-3.2150000000000007,-70.0,0.0,0.0,2.0,0.0,110.93034,-35.275
1,13,4,J5:OP5,1.1071181297302246,693,693.0,20,False,-3.4650000000000007,-75.0,0.0,0.0,2.0,0.0,120.24996,-38.2375
1,14,1,J2:OP1,-4.695487976074219,749,749.0,40,False,-3.745000000000001,-85.0,0.0,0.0,2.0,0.0,129.57198,-41.974999999999994
1,15,5,J6:OP1,-6.196384429931641,825,825.0,40,False,-4.125000000000001,-95.0,0.0,0.0,2.5,0.0,138.8931,-47.6125
1,16,4,J5:OP6,33.020816802978516,867,867.0,20,True,-4.335000000000001,-100.0,20.0,4.0,2.5,0.0,148.21141,-52.699999999999996
1,17,15,J16:OP1,-3.026689052581787,918,918.0,25,False,-4.590000000000001,-106.25,20.0,4.0,2.5,0.0,157.52722,-58.537499999999994
1,18,6,J7:OP1,-4.085744380950928,978,978.0,25,False,-4.890000000000001,-112.5,20.0,4.0,3.0,0.0,166.82898,-65.875
1,19,3,J4:OP2,-2.6877546310424805,1013,1013.0,20,False,-5.065,-117.5,20.0,4.0,3.0,0.0,176.14122,-72.7
1,20,8,J9:OP4,-3.3341450691223145,1056,1056.0,20,False,-5.28,-122.5,20.0,4.0,3.5,0.0,185.42207,-80.60000000000001
1,21,3,J4:OP3,2.906397819519043,1111,1111.0,15,False,-5.555000000000001,-126.25,20.0,4.0,3.5,0.0,194.70348,-82.95
1,22,16,J17:OP1,-3.803982973098755,1189,1189.0,40,False,-5.945,-136.25,20.0,4.0,3.5,0.0,203.92699,-85.5875
1,23,1,J2:OP2,2.3311891555786133,1219,1219.0,20,False,-6.095000000000001,-141.25,20.0,4.0,3.5,0.0,213.13318,-87.3125
1,24,1,J2:OP3,3.763152837753296,1262,1262.0,15,False,-6.3100000000000005,-145.0,20.0,4.0,3.5,0.0,222.31133,-88.7625
1,25,8,J9:OP5,2.782182216644287,1294,1294.0,20,False,-6.470000000000001,-150.0,20.0,4.0,4.0,0.0,231.466,-90.47500000000001
1,26,5,J6:OP2,1.9254918098449707,1327,1327.0,20,False,-6.635000000000001,-155.0,20.0,4.0,4.5,0.0,240.594,-93.0125
1,27,1,J2:OP4,0.32358837127685547,1368,1368.0,20,False,-6.840000000000001,-160.0,20.0,4.0,4.5,0.0,249.68509,-96.575
1,28,11,J12:OP2,-0.7703304290771484,1410,1410.0,20,False,-7.050000000000001,-165.0,20.0,4.0,4.5,0.0,258.73724,-101.1875
1,29,5,J6:OP3,1.3854804039001465,1463,1463.0,15,False,-7.315,-168.75,20.0,4.0,5.0,0.0,267.72522,-105.275
1,30,5,J6:OP4,-0.637549877166748,1536,1536.0,15,False,-7.680000000000001,-172.5,20.0,4.0,5.5,0.0,276.61517,-111.1875
1,31,19,J20:OP1,-4.514835357666016,1595,1595.0,40,False,-7.9750000000000005,-182.5,20.0,4.0,5.5,0.0,285.44534,-114.2375
1,32,16,J17:OP2,1.7893640995025635,1635,1635.0,20,False,-8.175,-187.5,20.0,4.0,5.5,0.0,294.1722,-115.975
1,33,8,J9:OP6,2.8663907051086426,1701,1701.0,15,False,-8.505,-191.25,20.0,4.0,6.0,0.0,302.76862,-118.125
1,34,10,J11:OP2,2.6202759742736816,1729,1729.0,15,False,-8.645000000000001,-195.0,20.0,4.0,6.0,0.0,311.3039,-120.15
1,35,6,J7:OP2,0.6193127632141113,1772,1772.0,20,False,-8.860000000000001,-200.0,20.0,4.0,6.5,0.0,319.73822,-123.25
1,36,12,J13:OP2,-1.061202049255371,1815,1815.0,20,False,-9.075000000000001,-205.0,20.0,4.0,6.5,0.0,328.06702,-127.425
1,37,10,J11:OP3,-0.046273231506347656,1872,1872.0,15,False,-9.360000000000001,-208.75,20.0,4.0,6.5,0.0,336.23074,-131.6
1,38,12,J13:OP3,-2.0114622116088867,1940,1940.0,15,False,-9.700000000000001,-212.5,20.0,4.0,6.5,0.0,344.1843,-137.475
1,39,19,J20:OP2,-2.8298497200012207,1985,1985.0,20,False,-9.925,-217.5,20.0,4.0,6.5,0.0,352.01694,-142.9125
1,40,15,J16:OP2,-3.8191537857055664,2020,2020.0,20,False,-10.100000000000001,-222.5,20.0,4.0,6.5,0.0,359.68527,-149.225
1,41,19,J20:OP3,-2.683643102645874,2059,2059.0,15,False,-10.295000000000002,-226.25,20.0,4.0,6.5,0.0,367.23413,-155.5125
1,42,1,J2:OP5,-4.7998270988464355,2103,2103.0,20,False,-10.515000000000002,-231.25,20.0,4.0,6.5,0.0,374.5543,-162.4125
1,43,16,J17:OP3,-4.4720458984375,2152,2152.0,15,False,-10.760000000000002,-235.0,20.0,4.0,6.5,0.0,381.65225,-169.98749999999998
1,44,15,J16:OP3,-5.787124156951904,2197,2197.0,15,False,-10.985000000000001,-238.75,20.0,4.0,6.5,0.0,388.54013,-178.68749999999997
1,45,15,J16:OP4,-7.147971153259277,2240,2240.0,20,False,-11.200000000000001,-243.75,20.0,4.0,6.5,0.0,395.20715,-187.28749999999997
1,46,10,J11:OP4,-6.463622570037842,2277,2277.0,15,False,-11.385000000000002,-247.5,20.0,4.0,6.5,0.0,401.66602,-196.27499999999998
1,47,15,J16:OP5,-8.269356727600098,2311,2311.0,20,False,-11.555000000000001,-252.5,20.0,4.0,6.5,0.0,407.94165,-205.64999999999998
1,48,12,J13:OP4,-9.60894775390625,2353,2353.0,20,False,-11.765000000000002,-257.5,20.0,4.0,6.5,0.0,413.9677,-216.075
1,49,12,J13:OP5,48.33425521850586,2421,2421.0,15,True,-12.105000000000002,-261.25,40.0,32.0,6.5,0.0,419.56696,-227.25
1,50,3,J4:OP4,-10.927364349365234,2455,2455.0,20,False,-12.275000000000002,-266.25,40.0,32.0,6.5,0.0,424.9846,-238.425
1,51,3,J4:OP5,-12.41747760772705,2500,2500.0,20,False,-12.500000000000002,-271.25,40.0,32.0,6.5,0.0,430.0921,-250.72500000000002
1,52,18,J19:OP1,-7.429644584655762,2555,2555.0,40,False,-12.775000000000002,-281.25,40.0,32.0,7.0,0.0,434.79996,-253.08750000000003
1,53,16,J17:OP4,-1.3337405920028687,2596,2596.0,15,False,-12.980000000000002,-285.0,40.0,32.0,7.0,0.0,439.13373,-254.80000000000004
1,54,8,J9:OP7,77.94903741836549,2634,2634.0,15,True,-13.170000000000002,-288.75,60.0,64.0,20.525,0.0,443.16028,-257.46250000000003
1,55,3,J4:OP6,-2.131619453430176,2673,2673.0,15,False,-13.365000000000002,-292.5,60.0,64.0,20.525,0.0,446.93616,-259.425
1,56,16,J17:OP5,-2.519575357437134,2733,2733.0,10,False,-13.665000000000003,-295.0,60.0,64.0,20.525,0.0,450.1916,-262.40000000000003
1,57,11,J12:OP3,-5.740671157836914,2793,2793.0,15,False,-13.965000000000003,-298.75,60.0,64.0,20.525,0.0,452.97592,-266.87500000000006
1,58,3,J4:OP7,10.988750457763672,2834,2834.0,15,True,-14.170000000000003,-302.5,59.93017772941603,92.0,20.525,0.0,455.4895,-272.37500000000006
1,59,1,J2:OP6,33.87273406982422,2870,2870.0,15,True,-14.350000000000003,-306.25,79.93017772941603,104.0,20.525,0.0,457.69223,-278.77500000000003
1,60,10,J11:OP5,-8.575033187866211,2919,2919.0,10,False,-14.595000000000002,-308.75,79.93017772941603,104.0,20.525,0.0,459.48718,-286.40000000000003
1,61,5,J6:OP5,35.25149035506778,2975,2975.0,15,True,-14.875000000000002,-312.5,79.84771245163826,144.0,32.62916666666666,0.0,460.77197,-295.425
1,62,11,J12:OP4,-10.723255157470703,3021,3021.0,20,False,-15.105000000000002,-317.5,79.84771245163826,144.0,32.62916666666666,0.0,461.6787,-301.825
1,63,2,J3:OP2,-11.516529083251953,3061,3061.0,20,False,-15.305000000000001,-322.5,79.84771245163826,144.0,33.12916666666666,0.0,462.26218,-309.22499999999997
1,64,15,J16:OP6,4.05504035949707,3111,3111.0,20,True,-15.555000000000001,-327.5,79.62354432554369,172.0,33.12916666666666,0.0,462.44138,-317.87499999999994
1,65,14,J15:OP1,-13.392377853393555,3174,3174.0,40,False,-15.870000000000001,-337.5,79.62354432554369,172.0,33.62916666666666,0.0,462.139,-321.1499999999999
1,66,11,J12:OP5,-9.582751274108887,3222,3222.0,20,False,-16.11,-342.5,79.62354432554369,172.0,33.62916666666666,0.0,461.48376,-324.8374999999999
1,67,19,J20:OP4,-7.079948425292969,3278,3278.0,15,False,-16.39,-346.25,79.62354432554369,172.0,33.62916666666666,0.0,460.4338,-326.8374999999999
1,68,11,J12:OP6,-7.679769039154053,3321,3321.0,15,False,-16.605,-350.0,79.62354432554369,172.0,33.62916666666666,0.0,459.09402,-329.2124999999999
1,69,2,J3:OP3,-9.081537246704102,3394,3394.0,15,False,-16.97,-353.75,79.62354432554369,172.0,34.12916666666666,0.0,457.28998,-332.87499999999994
1,70,14,J15:OP2,-10.242116928100586,3427,3427.0,20,False,-17.134999999999998,-358.75,79.62354432554369,172.0,34.62916666666666,0.0,455.28787,-336.44999999999993
1,71,16,J17:OP6,-11.551677703857422,3501,3501.0,15,False,-17.505,-362.5,79.62354432554369,172.0,34.62916666666666,0.0,452.86868,-341.4624999999999
1,72,19,J20:OP5,-12.811141967773438,3538,3538.0,20,False,-17.689999999999998,-367.5,79.62354432554369,172.0,34.62916666666666,0.0,450.25504,-346.4749999999999
1,73,10,J11:OP6,-13.921314239501953,3575,3575.0,20,False,-17.874999999999996,-372.5,79.62354432554369,172.0,34.62916666666666,0.0,447.4562,-352.4124999999999
1,74,6,J7:OP3,-12.416577339172363,3614,3614.0,15,False,-18.069999999999997,-376.25,79.62354432554369,172.0,35.12916666666666,0.0,444.47214,-358.3999999999999
1,75,19,J20:OP6,-14.101218223571777,3654,3654.0,15,False,-18.269999999999996,-380.0,79.62354432554369,172.0,35.12916666666666,0.0,441.3084,-365.38749999999993
1,76,7,J8:OP1,-16.16756820678711,3713,3713.0,40,False,-18.564999999999998,-390.0,79.62354432554369,172.0,35.12916666666666,0.0,437.89835,-367.8499999999999
1,77,16,J17:OP7,2.9901256561279297,3753,3753.0,15,True,-18.764999999999997,-393.75,78.86573182554369,196.0,35.12916666666666,0.0,434.3213,-370.57499999999993
1,78,6,J7:OP4,-10.022302627563477,3796,3796.0,20,False,-18.979999999999997,-398.75,78.86573182554369,196.0,35.62916666666666,0.0,430.589,-372.1499999999999
1,79,2,J3:OP4,-11.474715232849121,3846,3846.0,20,False,-19.229999999999997,-403.75,78.86573182554369,196.0,36.12916666666666,0.0,426.68927,-374.9749999999999
1,80,6,J7:OP5,-12.74691390991211,3892,3892.0,20,False,-19.459999999999997,-408.75,78.86573182554369,196.0,36.62916666666666,0.0,422.64737,-378.94999999999993
1,81,2,J3:OP5,-13.733491897583008,3929,3929.0,20,False,-19.644999999999996,-413.75,78.86573182554369,196.0,37.12916666666666,0.0,418.49887,-383.8499999999999
1,82,10,J11:OP7,-15.421483039855957,3971,3971.0,20,False,-19.854999999999997,-418.75,78.86573182554369,196.0,37.12916666666666,0.0,414.2374,-389.7999999999999
1,83,10,J11:OP8,0.1942129135131836,4020,4020.0,20,True,-20.099999999999998,-423.75,77.87614849221036,224.0,37.12916666666666,0.0,409.8412,-396.9749999999999
1,84,2,J3:OP6,-17.39432144165039,4061,4061.0,20,False,-20.304999999999996,-428.75,77.87614849221036,224.0,37.62916666666666,0.0,405.35187,-405.1749999999999
1,85,6,J7:OP6,-18.409629821777344,4099,4099.0,20,False,-20.494999999999997,-433.75,77.87614849221036,224.0,38.12916666666666,0.0,400.78223,-414.3249999999999
1,86,14,J15:OP3,-14.242071151733398,4149,4149.0,15,False,-20.744999999999997,-437.5,77.87614849221036,224.0,38.62916666666666,0.0,396.11514,-420.39999999999986
1,87,2,J3:OP7,16.74639795671219,4179,4179.0,20,True,-20.894999999999996,-442.5,76.72572920499863,256.0,45.60715408805031,0.0,391.38397,-426.59999999999985
