episode,step,job_idx,completion_time,deadline_met
1,20,19,980.0,False
1,30,5,1465.0,False
1,44,3,2109.0,False
1,46,1,2184.0,False
1,47,4,2226.0,False
1,71,14,3325.0,False
1,72,15,3375.0,False
1,76,0,3550.0,False
1,86,7,4072.0,False
1,93,8,4404.0,False
1,95,6,4518.0,False
1,98,12,4677.0,False
1,100,16,4762.0,False
1,105,13,4996.0,False
1,106,2,5026.0,False
1,118,17,5599.0,False
1,121,18,5717.0,False
1,125,11,5901.0,False
1,130,10,6120.0,False
1,134,9,6242.0,False
2,25,5,1343.0,False
2,37,19,1928.0,False
2,65,4,3313.0,False
2,67,7,3407.0,False
2,68,1,3443.0,False
2,72,14,3616.0,False
2,74,2,3680.0,False
2,76,15,3784.0,False
2,88,3,4298.0,False
2,99,11,4804.0,False
2,101,8,4880.0,False
2,107,6,5137.0,False
2,108,0,5164.0,False
2,110,16,5268.0,False
2,113,12,5405.0,False
2,116,9,5536.0,False
2,120,13,5703.0,False
2,130,10,6161.0,False
2,132,17,6231.0,False
2,134,18,6317.0,False
3,37,14,1859.0,False
3,41,5,2053.0,False
3,44,2,2153.0,False
3,51,19,2500.0,False
3,53,7,2595.0,False
3,82,17,3933.0,False
3,87,15,4142.0,False
3,92,6,4333.0,False
3,100,1,4680.0,False
3,103,12,4818.0,False
3,107,0,4985.0,False
3,109,4,5071.0,False
3,110,11,5108.0,False
3,113,13,5235.0,False
3,114,9,5267.0,False
3,122,3,5600.0,False
3,123,18,5645.0,False
3,126,8,5786.0,False
3,128,10,5913.0,False
3,134,16,6212.0,False
4,27,7,1467.0,False
4,40,5,2049.0,False
4,42,19,2150.0,False
4,47,2,2341.0,False
4,59,14,2915.0,False
4,63,6,3174.0,False
4,84,15,4050.0,False
4,86,0,4124.0,False
4,97,13,4609.0,False
4,98,10,4653.0,False
4,108,18,5101.0,False
4,113,1,5343.0,False
4,116,3,5483.0,False
4,117,17,5516.0,False
4,121,8,5675.0,False
4,124,9,5828.0,False
4,126,12,5944.0,False
4,128,16,6053.0,False
4,130,11,6130.0,False
4,134,4,6297.0,False
5,23,7,1191.0,False
5,39,5,1953.0,False
5,43,2,2094.0,False
5,44,19,2144.0,False
5,47,6,2285.0,False
5,58,13,2762.0,False
5,72,14,3437.0,False
5,77,15,3677.0,False
5,93,17,4460.0,False
5,98,10,4676.0,False
5,99,3,4717.0,False
5,104,1,4929.0,False
5,107,12,5084.0,False
5,119,16,5613.0,False
5,121,18,5704.0,False
5,124,9,5815.0,False
5,125,0,5842.0,False
5,129,4,6046.0,False
5,132,11,6163.0,False
5,134,8,6262.0,False
6,16,19,775.0,False
6,28,5,1466.0,False
6,40,2,1976.0,False
6,56,7,2728.0,False
6,63,6,3055.0,False
6,68,13,3320.0,False
6,69,1,3356.0,False
6,88,15,4221.0,False
6,95,9,4478.0,False
6,105,17,4953.0,False
6,108,3,5087.0,False
6,109,14,5143.0,False
6,112,10,5289.0,False
6,113,4,5331.0,False
6,118,16,5601.0,False
6,122,8,5760.0,False
6,123,12,5828.0,False
6,129,18,6090.0,False
6,132,0,6212.0,False
6,134,11,6302.0,False
7,22,19,1127.0,False
7,26,5,1349.0,False
7,37,7,1958.0,False
7,52,2,2589.0,False
7,55,14,2733.0,False
7,69,6,3409.0,False
7,94,13,4544.0,False
7,95,3,4585.0,False
7,98,1,4728.0,False
7,102,16,4916.0,False
7,105,8,5036.0,False
7,107,4,5115.0,False
7,110,12,5273.0,False
7,111,9,5305.0,False
7,114,15,5443.0,False
7,119,17,5703.0,False
7,121,0,5772.0,False
7,125,10,5942.0,False
7,131,11,6214.0,False
7,134,18,6332.0,False
8,26,19,1356.0,False
8,29,5,1497.0,False
8,43,14,2104.0,False
8,55,6,2701.0,False
8,60,7,2950.0,False
8,65,13,3166.0,False
8,79,12,3878.0,False
8,81,1,3983.0,False
8,84,3,4112.0,False
8,90,2,4383.0,False
8,98,15,4718.0,False
8,103,0,4924.0,False
8,112,9,5286.0,False
8,116,8,5491.0,False
8,122,16,5735.0,False
8,123,17,5768.0,False
8,125,4,5860.0,False
8,128,18,6002.0,False
8,130,10,6093.0,False
8,134,11,6272.0,False
9,31,5,1608.0,False
9,33,14,1707.0,False
9,49,6,2414.0,False
9,57,19,2846.0,False
9,63,1,3125.0,False
9,69,7,3496.0,False
9,72,12,3651.0,False
9,76,17,3813.0,False
9,95,8,4577.0,False
9,97,3,4662.0,False
9,103,18,4937.0,False
9,105,2,5001.0,False
9,106,13,5042.0,False
9,114,0,5414.0,False
9,115,4,5456.0,False
9,116,15,5506.0,False
9,118,9,5578.0,False
9,126,10,5943.0,False
9,133,11,6297.0,False
9,134,16,6332.0,False
10,28,5,1409.0,False
10,33,19,1653.0,False
10,47,1,2286.0,False
10,54,6,2565.0,False
10,70,14,3319.0,False
10,75,2,3543.0,False
10,77,3,3621.0,False
10,85,12,4058.0,False
10,92,15,4371.0,False
10,94,7,4471.0,False
10,97,8,4590.0,False
10,98,13,4631.0,False
10,100,17,4701.0,False
10,104,18,4905.0,False
10,108,9,5027.0,False
10,118,0,5501.0,False
10,123,10,5709.0,False
10,124,4,5751.0,False
10,132,16,6157.0,False
10,134,11,6242.0,False
11,21,5,1092.0,False
11,38,19,1869.0,False
11,56,1,2678.0,False
11,77,2,3579.0,False
11,86,14,3985.0,False
11,87,3,4021.0,False
11,93,6,4312.0,False
11,98,12,4519.0,False
11,101,18,4698.0,False
11,102,9,4730.0,False
11,105,15,4849.0,False
11,107,17,4924.0,False
11,108,0,4956.0,False
11,109,7,5006.0,False
11,112,4,5142.0,False
11,114,8,5241.0,False
11,121,13,5534.0,False
11,128,10,5889.0,False
11,132,16,6087.0,False
11,134,11,6172.0,False
12,25,5,1328.0,False
12,45,17,2238.0,False
12,53,19,2632.0,False
12,56,1,2777.0,False
12,64,12,3103.0,False
12,65,2,3133.0,False
12,84,18,3955.0,False
12,87,9,4068.0,False
12,93,0,4297.0,False
12,98,14,4516.0,False
12,106,3,4891.0,False
12,107,6,4936.0,False
12,109,15,5038.0,False
12,120,13,5596.0,False
12,124,4,5781.0,False
12,125,7,5831.0,False
12,127,16,5914.0,False
12,130,10,6056.0,False
12,131,8,6089.0,False
12,134,11,6222.0,False
