episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_idle_penalty,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_global_progress_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,39,1,J2:OP5,7.391325484472267,1899,1899.0,20,False,-9.495000000000001,-212.5,0.0,40.0,52.0,30.0,15.0,187.0,183.40000000000006,446.4530223480212,-128.5375,0.0
1,40,3,J4:OP5,9.624458774320344,1944,1944.0,20,False,-9.72,-217.5,0.0,40.0,52.0,30.0,16.0,193.0,190.60000000000005,451.5649811223415,-133.0,0.0
1,41,3,J4:OP6,13.302088329185409,1983,1983.0,15,False,-9.915000000000001,-221.25,0.0,40.0,52.0,30.0,17.0,202.0,197.80000000000004,457.0495694515269,-138.4375,0.0
1,42,4,J5:OP4,3.356681057222243,2018,2018.0,20,False,-10.090000000000002,-226.25,0.0,40.0,52.0,30.0,18.0,204.0,205.00000000000003,461.69375050874913,-144.75,0.0
1,43,4,J5:OP5,2.1036511858286726,2068,2068.0,20,False,-10.340000000000002,-231.25,0.0,40.0,52.0,30.0,19.0,206.0,212.00000000000003,466.6099016945778,-152.3125,0.0
1,44,3,J4:OP7,57.692252364118744,2109,2109.0,15,True,-10.545000000000002,-235.0,0.0,60.0,80.0,30.0,20.5,212.0,219.00000000000003,471.68215405869654,-158.2375,0.0
1,45,6,J7:OP3,7.5676367249322976,2148,2148.0,15,False,-10.740000000000002,-238.75,0.0,60.0,80.0,30.0,22.0,218.0,226.00000000000003,475.5947907836288,-165.13750000000002,0.0
1,46,1,J2:OP6,35.9467218841956,2184,2184.0,15,True,-10.920000000000002,-242.5,0.0,80.0,92.0,30.0,24.0,220.0,233.00000000000003,480.2715126678244,-172.93750000000003,0.0
1,47,4,J5:OP6,26.47204345889166,2226,2226.0,20,True,-11.130000000000003,-247.5,0.0,100.0,96.0,30.0,26.5,222.0,239.20000000000002,484.65355612671607,-180.33750000000003,0.0
1,48,14,J15:OP2,5.398010410438577,2259,2259.0,20,False,-11.295000000000002,-252.5,0.0,100.0,96.0,30.0,29.0,228.0,246.20000000000002,487.94156653715464,-188.56250000000003,0.0
1,49,13,J14:OP2,0.2804289030352063,2295,2295.0,20,False,-11.475000000000001,-257.5,0.0,100.0,96.0,30.0,31.5,230.0,253.20000000000002,491.02699544018986,-197.68750000000003,0.0
1,50,14,J15:OP3,5.316565698308304,2345,2345.0,15,False,-11.725000000000001,-261.25,0.0,100.0,96.0,30.0,34.0,236.0,260.20000000000005,493.83106113849817,-206.67500000000004,0.0
1,51,14,J15:OP4,3.2702206063377055,2387,2387.0,15,False,-11.935000000000002,-265.0,0.0,100.0,96.0,30.0,36.5,242.0,266.40000000000003,496.3987817448359,-216.71250000000003,0.0
1,52,18,J19:OP1,4.958221081138115,2442,2442.0,40,False,-12.210000000000003,-275.0,0.0,100.0,96.0,30.0,39.0,248.0,273.40000000000003,498.657002825974,-219.23750000000004,0.0
1,53,0,J1:OP3,10.353730612316676,2493,2493.0,15,False,-12.465000000000003,-278.75,0.0,100.0,96.0,30.0,41.5,254.0,280.40000000000003,500.6282334382907,-222.35000000000005,0.0
1,54,16,J17:OP1,-3.096981701343007,2571,2571.0,40,False,-12.855000000000004,-288.75,0.0,100.0,96.0,30.0,44.0,256.0,286.08571428571435,502.1605374512334,-226.77500000000006,0.0
1,55,0,J1:OP4,8.053467977350262,2609,2609.0,20,False,-13.045000000000003,-293.75,0.0,100.0,96.0,30.0,46.5,262.0,291.43571428571437,503.47900542858366,-228.70000000000007,0.0
1,56,6,J7:OP4,11.98963194175782,2647,2647.0,15,False,-13.235000000000003,-297.5,0.0,100.0,96.0,30.0,49.0,271.0,297.63571428571436,504.5836373703415,-231.57500000000007,0.0
1,57,15,J16:OP3,13.41525566369058,2687,2687.0,10,False,-13.435000000000002,-300.0,0.0,100.0,96.0,30.0,51.5,280.0,303.32142857142867,505.4631787483178,-233.52500000000006,0.0
1,58,15,J16:OP4,12.025705342383851,2725,2725.0,15,False,-13.625000000000002,-303.75,0.0,100.0,96.0,30.0,54.0,289.0,309.52142857142866,506.1288840907016,-235.92500000000007,0.0
1,59,14,J15:OP5,5.690614778602328,2765,2765.0,20,False,-13.825000000000001,-308.75,0.0,100.0,96.0,30.0,56.5,295.0,314.8714285714287,506.5694988693039,-239.32500000000007,0.0
1,60,16,J17:OP2,1.3155242148208082,2805,2805.0,20,False,-14.025,-313.75,0.0,100.0,96.0,30.0,59.0,297.0,321.07142857142867,506.7850230841247,-243.72500000000008,0.0
1,61,14,J15:OP6,3.1599999999999993,2848,2848.0,20,False,-14.24,-318.75,0.0,100.0,96.0,30.0,61.5,303.0,326.4214285714287,506.7850230841247,-249.20000000000007,0.0
1,62,8,J9:OP3,4.567499999999999,2917,2917.0,15,False,-14.585,-322.5,0.0,100.0,96.0,30.0,64.0,309.0,331.7714285714287,506.7850230841247,-254.38750000000007,0.0
1,63,6,J7:OP5,7.544999999999999,2958,2958.0,15,False,-14.790000000000001,-326.25,0.0,100.0,96.0,30.0,66.5,318.0,337.12142857142874,506.7850230841247,-259.73750000000007,0.0
1,64,14,J15:OP7,4.338214285714286,3000,3000.0,15,False,-15.000000000000002,-330.0,0.0,100.0,96.0,30.0,69.0,324.0,342.80714285714305,506.7850230841247,-265.62500000000006,0.0
1,65,0,J1:OP5,6.627499999999999,3037,3037.0,15,False,-15.185000000000002,-333.75,0.0,100.0,96.0,30.0,71.5,333.0,348.15714285714307,506.7850230841247,-271.9125000000001,0.0
1,66,6,J7:OP6,5.605833333333333,3070,3070.0,15,False,-15.350000000000001,-337.5,0.0,100.0,96.0,30.0,74.0,342.0,353.2904761904764,506.7850230841247,-279.0250000000001,0.0
1,67,15,J16:OP5,4.900833333333333,3099,3099.0,15,False,-15.495000000000001,-341.25,0.0,100.0,96.0,30.0,76.5,351.0,358.4238095238097,506.7850230841247,-286.86250000000007,0.0
1,68,8,J9:OP4,-0.27749999999999986,3142,3142.0,20,False,-15.71,-346.25,0.0,100.0,96.0,30.0,79.0,357.0,363.77380952380975,506.7850230841247,-295.7750000000001,0.0
1,69,7,J8:OP4,-3.444166666666667,3215,3215.0,15,False,-16.075,-350.0,0.0,100.0,96.0,30.0,81.5,359.0,368.90714285714307,506.7850230841247,-304.73750000000007,0.0
1,70,16,J17:OP3,-4.755227272727272,3264,3264.0,15,False,-16.32,-353.75,0.0,100.0,96.0,30.0,84.0,361.0,373.8344155844158,506.7850230841247,-314.92500000000007,0.0
1,71,14,J15:OP8,67.79833127426755,3325,3325.0,15,True,-16.625,-357.5,0.0,99.56583127426757,136.0,60.0,87.0,367.0,378.8344155844158,506.7850230841247,-326.63750000000005,0.0
1,72,15,J16:OP6,26.1196584938704,3375,3375.0,20,True,-16.875,-362.5,0.0,99.11048976813797,164.0,60.0,90.5,373.0,383.8344155844158,506.7850230841247,-337.31250000000006,0.0
1,73,17,J18:OP1,-1.851666666666667,3437,3437.0,40,False,-17.185,-372.5,0.0,99.11048976813797,164.0,60.0,94.0,375.0,388.96774891774913,506.7850230841247,-339.48750000000007,0.0
1,74,16,J17:OP4,4.745,3478,3478.0,15,False,-17.389999999999997,-376.25,0.0,99.11048976813797,164.0,60.0,97.5,377.0,393.96774891774913,506.7850230841247,-341.2875000000001,0.0
1,75,2,J3:OP2,7.7875000000000005,3518,3518.0,20,False,-17.589999999999996,-381.25,0.0,99.11048976813797,164.0,60.0,101.0,383.0,398.96774891774913,506.7850230841247,-342.80000000000007,0.0
1,76,0,J1:OP6,34.77376914304334,3550,3550.0,20,True,-17.749999999999996,-386.25,0.0,98.42948618390858,192.0,60.0,105.0,389.0,403.89502164502187,506.7850230841247,-345.11250000000007,0.0
1,77,8,J9:OP5,6.654772727272727,3582,3582.0,20,False,-17.909999999999997,-391.25,0.0,98.42948618390858,192.0,60.0,109.0,395.0,408.8222943722946,506.7850230841247,-348.2250000000001,0.0
1,78,18,J19:OP2,5.520833333333333,3632,3632.0,20,False,-18.159999999999997,-396.25,0.0,98.42948618390858,192.0,60.0,113.0,401.0,413.95562770562793,506.7850230841247,-352.5875000000001,0.0
1,79,12,J13:OP1,0.6450000000000005,3713,3713.0,40,False,-18.564999999999998,-406.25,0.0,98.42948618390858,192.0,60.0,117.0,407.0,418.95562770562793,506.7850230841247,-356.5375000000001,0.0
1,80,12,J13:OP2,10.099772727272729,3751,3751.0,15,False,-18.755,-410.0,0.0,98.42948618390858,192.0,60.0,121.0,416.0,423.88290043290067,506.7850230841247,-360.42500000000007,0.0
1,81,18,J19:OP3,9.565,3788,3788.0,15,False,-18.939999999999998,-413.75,0.0,98.42948618390858,192.0,60.0,125.0,422.0,428.78290043290065,506.7850230841247,-361.82500000000005,0.0
1,82,13,J14:OP3,4.64,3825,3825.0,15,False,-19.124999999999996,-417.5,0.0,98.42948618390858,192.0,60.0,129.0,424.0,433.6829004329006,506.7850230841247,-364.15000000000003,0.0
1,83,16,J17:OP5,2.9022727272727273,3890,3890.0,15,False,-19.449999999999996,-421.25,0.0,98.42948618390858,192.0,60.0,133.0,426.0,438.61017316017336,506.7850230841247,-368.1,0.0
1,84,7,J8:OP5,5.68,3949,3949.0,10,False,-19.744999999999997,-423.75,0.0,98.42948618390858,192.0,60.0,137.0,431.0,443.51017316017334,506.7850230841247,-373.52500000000003,0.0
1,85,2,J3:OP3,3.5622727272727275,4022,4022.0,15,False,-20.109999999999996,-427.5,0.0,98.42948618390858,192.0,60.0,141.0,437.0,448.4374458874461,506.7850230841247,-380.77500000000003,0.0
1,86,7,J8:OP6,19.87903775261668,4072,4072.0,20,True,-20.359999999999996,-432.5,0.0,97.24375120925254,212.0,60.0,145.5,439.0,453.3647186147188,506.7850230841247,-385.88750000000005,0.0
1,87,13,J14:OP4,0.14749999999999996,4110,4110.0,20,False,-20.549999999999997,-437.5,0.0,97.24375120925254,212.0,60.0,150.0,441.0,458.2647186147188,506.7850230841247,-391.95000000000005,0.0
1,88,8,J9:OP6,4.715192307692307,4176,4176.0,15,False,-20.879999999999995,-441.25,0.0,97.24375120925254,212.0,60.0,154.5,447.0,463.1724109224111,506.7850230841247,-398.56250000000006,0.0
1,89,6,J7:OP7,3.562500000000001,4211,4211.0,20,False,-21.054999999999996,-446.25,0.0,97.24375120925254,212.0,60.0,159.0,453.0,468.07241092241105,506.7850230841247,-405.2250000000001,0.0
1,90,2,J3:OP4,2.2375,4261,4261.0,20,False,-21.304999999999996,-451.25,0.0,97.24375120925254,212.0,60.0,163.5,459.0,472.97241092241103,506.7850230841247,-413.1375000000001,0.0
1,91,2,J3:OP5,1.4047727272727268,4298,4298.0,20,False,-21.489999999999995,-456.25,0.0,97.24375120925254,212.0,60.0,168.0,465.0,477.89968364968377,506.7850230841247,-421.9750000000001,0.0
1,92,12,J13:OP3,2.340357142857142,4366,4366.0,15,False,-21.829999999999995,-460.0,0.0,97.24375120925254,212.0,60.0,172.5,471.0,482.8425407925409,506.7850230841247,-430.98750000000007,0.0
1,93,8,J9:OP7,62.67458333333334,4404,4404.0,15,True,-22.019999999999996,-463.75,0.0,95.92083454258587,244.0,90.0,177.5,477.0,487.74254079254086,506.7850230841247,-440.95000000000005,0.0
1,94,16,J17:OP6,0.3751923076923074,4473,4473.0,10,False,-22.364999999999995,-466.25,0.0,95.92083454258587,244.0,90.0,182.5,482.0,492.65023310023315,506.7850230841247,-452.63750000000005,0.0
1,95,6,J7:OP8,65.13581730769232,4518,4518.0,20,True,-22.589999999999996,-471.25,0.0,94.49895954258587,280.0,120.0,188.0,488.0,497.55792540792544,506.7850230841247,-463.26250000000005,0.0
1,96,12,J13:OP4,-0.47730769230769354,4560,4560.0,20,False,-22.799999999999997,-476.25,0.0,94.49895954258587,280.0,120.0,193.5,494.0,502.4656177156177,506.7850230841247,-474.93750000000006,0.0
1,97,13,J14:OP5,-5.702142857142857,4609,4609.0,20,False,-23.044999999999998,-481.25,0.0,94.49895954258587,280.0,120.0,199.0,496.0,507.40847485847485,506.7850230841247,-487.83750000000003,0.0
1,98,12,J13:OP5,26.333689513420566,4677,4677.0,15,True,-23.384999999999998,-485.0,0.0,92.91495674831413,308.0,120.0,205.0,502.0,512.3161671661671,506.7850230841247,-500.7375,0.0
1,99,13,J14:OP6,-1.2071428571428573,4722,4722.0,15,False,-23.61,-488.75,0.0,92.91495674831413,308.0,120.0,211.0,507.0,517.2590243090243,506.7850230841247,-513.9125,0.0
1,100,16,J17:OP7,18.246676587301586,4762,4762.0,15,True,-23.81,-492.5,0.0,91.28127619275857,332.0,120.0,217.5,509.0,522.2018814518815,506.7850230841247,-527.525,0.0
1,101,10,J11:OP1,4.869999999999999,4833,4833.0,40,False,-24.165,-502.5,0.0,91.28127619275857,332.0,120.0,224.0,515.0,527.2018814518815,506.7850230841247,-529.8,0.0
1,102,13,J14:OP7,10.692499999999999,4872,4872.0,15,False,-24.36,-506.25,0.0,91.28127619275857,332.0,120.0,230.5,520.0,532.2018814518815,506.7850230841247,-531.6624999999999,0.0
1,103,2,J3:OP6,9.407499999999999,4913,4913.0,20,False,-24.564999999999998,-511.25,0.0,91.28127619275857,332.0,120.0,237.0,526.0,537.2018814518815,506.7850230841247,-534.55,0.0
1,104,11,J12:OP2,4.352499999999999,4955,4955.0,20,False,-24.775,-516.25,0.0,91.28127619275857,332.0,120.0,243.5,528.0,542.2018814518815,506.7850230841247,-538.4875,0.0
1,105,13,J14:OP8,14.070694444444444,4996,4996.0,20,True,-24.979999999999997,-521.25,0.0,89.44447063720301,344.0,120.0,250.5,530.0,547.2768814518815,506.7850230841247,-543.4499999999999,0.0
1,106,2,J3:OP7,67.74721348707197,5026,5026.0,20,True,-25.129999999999995,-526.25,0.0,87.55418412427498,376.0,150.0,258.0,536.0,552.2768814518815,506.7850230841247,-549.1624999999999,0.0
1,107,17,J18:OP2,2.5875000000000004,5066,5066.0,20,False,-25.329999999999995,-531.25,0.0,87.55418412427498,376.0,150.0,265.5,538.0,557.2768814518815,506.7850230841247,-555.8749999999999,0.0
1,108,10,J11:OP2,5.7975,5099,5099.0,20,False,-25.494999999999994,-536.25,0.0,87.55418412427498,376.0,150.0,273.0,544.0,562.2768814518815,506.7850230841247,-563.4124999999999,0.0
1,109,9,J10:OP1,2.1275000000000004,5171,5171.0,40,False,-25.854999999999993,-546.25,0.0,87.55418412427498,376.0,150.0,280.5,550.0,567.2768814518815,506.7850230841247,-569.425,0.0
1,110,9,J10:OP2,7.0375,5216,5216.0,20,False,-26.079999999999995,-551.25,0.0,87.55418412427498,376.0,150.0,288.0,556.0,572.2768814518815,506.7850230841247,-575.6624999999999,0.0
1,111,17,J18:OP3,8.8675,5260,5260.0,15,False,-26.299999999999994,-555.0,0.0,87.55418412427498,376.0,150.0,295.5,558.0,577.2768814518815,506.7850230841247,-577.3249999999999,0.0
1,112,11,J12:OP3,11.6875,5315,5315.0,10,False,-26.574999999999992,-557.5,0.0,87.55418412427498,376.0,150.0,303.0,563.0,582.2768814518815,506.7850230841247,-580.3625,0.0
1,113,18,J19:OP4,10.71,5348,5348.0,20,False,-26.73999999999999,-562.5,0.0,87.55418412427498,376.0,150.0,310.5,569.0,587.2768814518815,506.7850230841247,-582.9875,0.0
1,114,11,J12:OP4,5.5699999999999985,5394,5394.0,20,False,-26.96999999999999,-567.5,0.0,87.55418412427498,376.0,150.0,318.0,571.0,592.3518814518816,506.7850230841247,-586.7624999999999,0.0
1,115,9,J10:OP3,10.4175,5448,5448.0,15,False,-27.23999999999999,-571.25,0.0,87.55418412427498,376.0,150.0,325.5,577.0,597.4268814518816,506.7850230841247,-590.9,0.0
1,116,17,J18:OP4,4.677205882352941,5518,5518.0,15,False,-27.589999999999993,-575.0,0.0,87.55418412427498,376.0,150.0,333.0,579.0,602.5915873342345,506.7850230841247,-596.7875,0.0
1,117,11,J12:OP5,3.88720588235294,5566,5566.0,20,False,-27.82999999999999,-580.0,0.0,87.55418412427498,376.0,150.0,340.5,581.0,607.7562932165874,506.7850230841247,-602.325,0.0
1,118,17,J18:OP5,25.187256944444442,5599,5599.0,20,True,-27.99499999999999,-585.0,0.0,85.19394106871943,400.0,150.0,348.5,583.0,612.8312932165875,506.7850230841247,-608.6875,0.0
1,119,18,J19:OP5,6.6025,5636,5636.0,20,False,-28.17999999999999,-590.0,0.0,85.19394106871943,400.0,150.0,356.5,589.0,617.9062932165875,506.7850230841247,-615.975,0.0
1,120,18,J19:OP6,10.04720588235294,5672,5672.0,15,False,-28.35999999999999,-593.75,0.0,85.19394106871943,400.0,150.0,364.5,598.0,623.0709990989404,506.7850230841247,-624.1625,0.0
1,121,18,J19:OP7,64.50720831810985,5717,5717.0,20,True,-28.58499999999999,-598.75,0.0,82.47198272016261,432.0,180.0,373.0,604.0,628.3376657656071,506.7850230841247,-633.475,0.0
1,122,10,J11:OP3,7.481666666666666,5774,5774.0,15,False,-28.86999999999999,-602.5,0.0,82.47198272016261,432.0,180.0,381.5,610.0,633.6043324322737,506.7850230841247,-641.725,0.0
1,123,10,J11:OP4,6.656666666666666,5811,5811.0,15,False,-29.05499999999999,-606.25,0.0,82.47198272016261,432.0,180.0,390.0,616.0,638.8709990989404,506.7850230841247,-650.9,0.0
1,124,11,J12:OP6,1.3266666666666662,5859,5859.0,20,False,-29.294999999999987,-611.25,0.0,82.47198272016261,432.0,180.0,398.5,618.0,644.137665765607,506.7850230841247,-660.1,0.0
1,125,11,J12:OP7,6.153854930725345,5901,5901.0,20,True,-29.50499999999999,-616.25,0.0,79.8191709842213,440.0,180.0,407.5,620.0,649.4043324322737,506.7850230841247,-670.35,0.0
1,126,9,J10:OP4,3.756666666666664,5943,5943.0,20,False,-29.71499999999999,-621.25,0.0,79.8191709842213,440.0,180.0,416.5,626.0,654.6709990989403,506.7850230841247,-681.65,0.0
1,127,10,J11:OP5,5.246666666666666,5997,5997.0,15,False,-29.98499999999999,-625.0,0.0,79.8191709842213,440.0,180.0,425.5,632.0,659.937665765607,506.7850230841247,-692.65,0.0
1,128,10,J11:OP6,3.831666666666667,6034,6034.0,20,False,-30.169999999999987,-630.0,0.0,79.8191709842213,440.0,180.0,434.5,638.0,665.2043324322736,506.7850230841247,-703.9,0.0
1,129,10,J11:OP7,7.156666666666666,6071,6071.0,15,False,-30.354999999999986,-633.75,0.0,79.8191709842213,440.0,180.0,443.5,647.0,670.4709990989403,506.7850230841247,-716.0749999999999,0.0
1,130,10,J11:OP8,27.42144736842105,6120,6120.0,20,True,-30.599999999999987,-638.75,0.0,77.0066709842213,468.0,180.0,453.0,653.0,675.8499464673614,506.7850230841247,-729.4749999999999,0.0
1,131,9,J10:OP5,1.5489473684210502,6151,6151.0,20,False,-30.75499999999999,-643.75,0.0,77.0066709842213,468.0,180.0,462.5,659.0,681.2288938357824,506.7850230841247,-743.6499999999999,0.0
1,132,9,J10:OP6,4.963947368421053,6184,6184.0,15,False,-30.919999999999987,-647.5,0.0,77.0066709842213,468.0,180.0,472.0,668.0,686.6078412042034,506.7850230841247,-758.6499999999999,0.0
1,133,9,J10:OP7,-2.0299999999999994,6210,6210.0,15,False,-31.049999999999986,-651.25,0.0,77.0066709842213,468.0,180.0,481.5,677.0,685.6078412042034,506.7850230841247,-774.2999999999998,0.0
1,134,9,J10:OP8,44.80493055555554,6242,6242.0,20,True,-31.209999999999987,-656.25,0.0,74.08826820644353,504.0,210.0,491.5,670.3333333333334,685.6078412042034,506.7850230841247,-790.7499999999999,0.0
2,1,19,J20:OP1,28.97281224919042,19,19.0,0,False,-0.095,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.943607818007049,19.699204431183368,-0.5750000000000001,0.0
2,2,2,J3:OP1,9.850365072034752,93,93.0,40,False,-0.46499999999999997,-10.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,9.855495033643063,38.26601562091544,-3.0000000000000004,0.0
2,3,4,J5:OP1,9.81005826570544,169,169.0,40,False,-0.845,-20.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,14.729894264658762,55.90667465560518,-7.325000000000001,0.0
2,4,19,J20:OP2,24.879452847933095,194,194.0,0,False,-0.97,-20.0,0.0,0.0,0.0,0.0,0.0,11.166666666666668,19.60333226529958,73.82518950289746,-10.1125,0.0
2,5,7,J8:OP1,8.91597757799956,253,253.0,40,False,-1.265,-30.0,0.0,0.0,0.0,0.0,0.0,13.166666666666668,24.386414610701696,90.20308473549491,-14.0625,0.0
