episode,step,job_idx,completion_time,deadline_met
1,12,12,654.0,False
1,38,0,1885.0,False
1,40,5,2007.0,False
1,43,8,2133.0,False
1,52,3,2557.0,False
1,53,14,2613.0,False
1,56,17,2760.0,False
1,58,1,2833.0,False
1,76,11,3724.0,False
1,80,15,3885.0,False
1,82,18,3973.0,False
1,92,19,4380.0,False
1,107,4,5043.0,False
1,109,6,5132.0,False
1,114,7,5414.0,False
1,118,9,5566.0,False
1,123,13,5774.0,False
1,128,10,6026.0,False
1,129,16,6061.0,False
1,134,2,6287.0,False
2,43,2,2121.0,False
2,49,14,2414.0,False
2,56,11,2777.0,False
2,57,0,2809.0,False
2,60,10,2973.0,False
2,61,5,3029.0,False
2,83,17,4002.0,False
2,88,15,4229.0,False
2,89,8,4262.0,False
2,96,1,4564.0,False
2,100,12,4748.0,False
2,102,3,4827.0,False
2,104,18,4909.0,False
2,117,4,5540.0,False
2,121,13,5700.0,False
2,127,7,5950.0,False
2,129,19,6065.0,False
2,131,9,6128.0,False
2,132,6,6168.0,False
2,134,16,6277.0,False
3,25,7,1385.0,False
3,45,6,2169.0,False
3,62,9,3005.0,False
3,71,0,3427.0,False
3,76,5,3671.0,False
3,85,4,4083.0,False
3,87,8,4178.0,False
3,91,17,4342.0,False
3,95,1,4504.0,False
3,98,2,4617.0,False
3,101,12,4755.0,False
3,104,13,4889.0,False
3,110,3,5137.0,False
3,115,18,5354.0,False
3,116,11,5396.0,False
3,120,15,5576.0,False
3,121,10,5625.0,False
3,130,19,6002.0,False
3,131,14,6063.0,False
3,134,16,6232.0,False
4,24,16,1268.0,False
4,26,14,1372.0,False
4,63,9,3088.0,False
4,76,8,3738.0,False
4,79,11,3869.0,False
4,89,19,4339.0,False
4,98,7,4796.0,False
4,99,17,4829.0,False
4,104,12,5055.0,False
4,105,5,5111.0,False
4,107,2,5185.0,False
4,109,13,5261.0,False
4,112,6,5398.0,False
4,117,4,5595.0,False
4,120,3,5715.0,False
4,124,0,5875.0,False
4,126,10,5968.0,False
4,127,1,5999.0,False
4,128,18,6044.0,False
4,134,15,6302.0,False
5,41,15,1990.0,False
5,52,16,2507.0,False
5,61,1,2868.0,False
5,70,17,3285.0,False
5,82,10,3779.0,False
5,92,18,4341.0,False
5,96,8,4520.0,False
5,98,9,4591.0,False
5,104,7,4894.0,False
5,105,3,4935.0,False
5,107,13,5027.0,False
5,110,5,5171.0,False
5,112,4,5255.0,False
5,116,0,5467.0,False
5,121,12,5704.0,False
5,122,19,5759.0,False
5,123,2,5789.0,False
5,124,14,5850.0,False
5,127,11,5983.0,False
5,134,6,6262.0,False
