episode,step,job_idx,operation_id,reward,makespan,current_time,setup_time,job_completed,reward_makespan_reward,reward_setup_reward,reward_deadline_reward,reward_priority_reward,reward_critical_job_reward,reward_placement_reward,reward_lookahead_reward,reward_timeliness_reward,reward_machine_idle_penalty,reward_credit_assignment_penalty
1,1,7,J8:OP1,15.049857139587402,19,19.0,0,False,-0.095,0.0,0.0,0.0,0.0,0.0,6.2,9.16708,-0.22222222222222224,0.0
1,2,9,J10:OP1,5.307790756225586,91,91.0,40,False,-0.45499999999999996,-10.0,0.0,0.0,0.5,0.0,12.4,18.357094,-0.4444444444444445,0.0
1,3,7,J8:OP2,8.908731460571289,104,104.0,0,False,-0.52,-10.0,0.0,0.0,0.5,0.0,12.4,27.553047,-0.6666666666666667,0.0
1,4,16,J17:OP1,4.805612087249756,182,182.0,40,False,-0.91,-20.0,0.0,0.0,0.5,0.0,18.6,36.77088,-0.888888888888889,0.0
1,5,14,J15:OP1,5.400351524353027,245,245.0,40,False,-1.225,-30.0,0.0,0.0,1.0,0.0,24.8,46.008453,-1.1111111111111112,0.0
1,6,3,J4:OP1,8.732648849487305,295,295.0,25,False,-1.475,-36.25,0.0,0.0,1.0,0.0,31.0,55.263325,-1.3333333333333335,0.0
1,7,3,J4:OP2,10.067278861999512,330,330.0,20,False,-1.6500000000000001,-41.25,0.0,0.0,1.0,0.0,37.2,64.527824,-1.5555555555555558,0.0
1,8,8,J9:OP1,5.3550262451171875,410,410.0,40,False,-2.0500000000000003,-51.25,0.0,0.0,1.5,0.0,43.400000000000006,73.80507,-1.7777777777777781,0.0
1,9,13,J14:OP1,2.599119186401367,453,453.0,25,False,-2.265,-57.5,0.0,0.0,1.5,0.0,43.400000000000006,83.09141,-2.0000000000000004,0.0
1,10,7,J8:OP3,8.813385963439941,507,507.0,0,False,-2.535,-57.5,0.0,0.0,1.5,0.0,43.400000000000006,92.39702,-2.2222222222222228,0.0
1,11,3,J4:OP3,11.268741607666016,562,562.0,15,False,-2.81,-61.25,0.0,0.0,1.5,0.0,49.60000000000001,101.71298,-2.444444444444445,0.0
1,12,7,J8:OP4,11.188814163208008,635,635.0,15,False,-3.175,-65.0,0.0,0.0,1.5,0.0,55.80000000000001,111.03902,-2.6666666666666674,0.0
1,13,8,J9:OP2,10.615815162658691,671,671.0,20,False,-3.355,-70.0,0.0,0.0,2.0,0.0,62.000000000000014,120.357056,-2.8888888888888897,0.0
1,14,19,J20:OP1,5.019324779510498,730,730.0,40,False,-3.65,-80.0,0.0,0.0,2.0,0.0,68.20000000000002,129.6936,-3.111111111111112,0.0
1,15,8,J9:OP3,11.7047758102417,799,799.0,15,False,-3.995,-83.75,0.0,0.0,2.5,0.0,74.40000000000002,139.0156,-3.3333333333333344,0.0
1,16,7,J8:OP5,11.441802978515625,863,863.0,15,False,-4.315,-87.5,0.0,0.0,2.5,0.0,80.80000000000003,148.34962,-3.5555555555555567,0.0
1,17,14,J15:OP2,10.834310531616211,896,896.0,20,False,-4.48,-92.5,0.0,0.0,3.0,0.0,87.20000000000003,157.67116,-3.777777777777779,0.0
1,18,5,J6:OP1,5.400811195373535,972,972.0,40,False,-4.86,-102.5,0.0,0.0,3.5,0.0,93.40000000000003,166.9742,-4.000000000000001,0.0
1,19,10,J11:OP1,4.907719135284424,1043,1043.0,40,False,-5.215,-112.5,0.0,0.0,3.5,0.0,99.60000000000004,176.25914,-4.222222222222223,0.0
1,20,3,J4:OP4,10.301543235778809,1077,1077.0,20,False,-5.385,-117.5,0.0,0.0,3.5,0.0,106.00000000000004,185.5529,-4.4444444444444455,0.0
1,21,17,J18:OP1,5.1164093017578125,1139,1139.0,40,False,-5.694999999999999,-127.5,0.0,0.0,3.5,0.0,112.40000000000005,194.80153,-4.666666666666668,0.0
1,22,8,J9:OP4,10.69010066986084,1182,1182.0,20,False,-5.909999999999999,-132.5,0.0,0.0,4.0,0.0,118.80000000000005,204.02885,-4.88888888888889,0.0
1,23,7,J8:OP6,50.15666580200195,1232,1232.0,20,True,-6.159999999999999,-137.5,20.0,20.0,4.0,0.0,125.20000000000006,213.24995,-5.103333333333334,0.0
1,24,3,J4:OP5,10.352923393249512,1277,1277.0,20,False,-6.384999999999999,-142.5,20.0,20.0,4.0,0.0,131.80000000000007,222.44232,-5.317777777777779,0.0
1,25,17,J18:OP2,10.323237419128418,1317,1317.0,20,False,-6.584999999999999,-147.5,20.0,20.0,4.0,0.0,138.40000000000006,231.58,-5.532222222222223,0.0
1,26,13,J14:OP2,10.312103271484375,1353,1353.0,20,False,-6.764999999999999,-152.5,20.0,20.0,4.0,0.0,145.00000000000006,240.68655,-5.746666666666667,0.0
1,27,3,J4:OP6,10.055488586425781,1397,1397.0,20,False,-6.9849999999999985,-157.5,20.0,20.0,4.0,0.0,151.40000000000006,249.77649,-5.961111111111111,0.0
1,28,19,J20:OP2,10.005207061767578,1442,1442.0,20,False,-7.209999999999998,-162.5,20.0,20.0,4.0,0.0,157.80000000000007,258.82114,-6.1755555555555555,0.0
1,29,18,J19:OP1,5.589762210845947,1497,1497.0,40,False,-7.4849999999999985,-172.5,20.0,20.0,4.5,0.0,164.40000000000006,267.80035,-6.39,0.0
1,30,10,J11:OP2,9.92153263092041,1530,1530.0,20,False,-7.649999999999999,-177.5,20.0,20.0,4.5,0.0,170.80000000000007,276.70132,-6.604444444444444,0.0
1,31,13,J14:OP3,11.0958890914917,1567,1567.0,15,False,-7.834999999999998,-181.25,20.0,20.0,4.5,0.0,177.20000000000007,285.54666,-6.818888888888888,0.0
1,32,17,J18:OP3,11.388190269470215,1611,1611.0,15,False,-8.054999999999998,-185.0,20.0,20.0,4.5,0.0,184.00000000000009,294.3193,-7.033333333333332,0.0
1,33,18,J19:OP2,10.152535438537598,1661,1661.0,20,False,-8.304999999999998,-190.0,20.0,20.0,5.0,0.0,190.4000000000001,303.0363,-7.2477777777777765,0.0
1,34,3,J4:OP7,58.875282287597656,1702,1702.0,15,True,-8.509999999999998,-193.75,40.0,48.0,5.0,0.0,196.8000000000001,311.67322,-7.4544444444444435,0.0
1,35,6,J7:OP1,4.953391075134277,1777,1777.0,40,False,-8.884999999999998,-203.75,40.0,48.0,5.5,0.0,203.4000000000001,320.10828,-7.6611111111111105,0.0
1,36,14,J15:OP3,11.612451553344727,1827,1827.0,15,False,-9.134999999999998,-207.5,40.0,48.0,6.0,0.0,210.4000000000001,328.4274,-7.8677777777777775,0.0
1,37,19,J20:OP3,10.884130477905273,1866,1866.0,15,False,-9.329999999999998,-211.25,40.0,48.0,6.0,0.0,217.2000000000001,336.6632,-8.074444444444444,0.0
1,38,17,J18:OP4,10.473689079284668,1936,1936.0,15,False,-9.679999999999998,-215.0,40.0,48.0,6.0,0.0,224.0000000000001,344.64355,-8.28111111111111,0.0
1,39,5,J6:OP2,9.796689987182617,1969,1969.0,20,False,-9.844999999999997,-220.0,40.0,48.0,6.5,0.0,230.80000000000013,352.5119,-8.487777777777778,0.0
1,40,8,J9:OP5,9.686875343322754,2001,2001.0,20,False,-10.004999999999997,-225.0,40.0,48.0,7.0,0.0,237.60000000000014,360.26544,-8.694444444444445,0.0
1,41,8,J9:OP6,10.710097312927246,2067,2067.0,15,False,-10.334999999999997,-228.75,40.0,48.0,7.5,0.0,244.60000000000014,367.7622,-8.901111111111112,0.0
1,42,10,J11:OP3,10.010961532592773,2124,2124.0,15,False,-10.619999999999997,-232.5,40.0,48.0,7.5,0.0,251.60000000000014,375.01483,-9.107777777777779,0.0
1,43,5,J6:OP3,10.084840774536133,2177,2177.0,15,False,-10.884999999999998,-236.25,40.0,48.0,8.0,0.0,258.40000000000015,382.02133,-9.314444444444446,0.0
1,44,10,J11:OP4,7.981961727142334,2214,2214.0,15,False,-11.069999999999999,-240.0,40.0,48.0,8.0,0.0,263.70000000000016,388.84497,-9.521111111111113,0.0
1,45,13,J14:OP4,7.429643154144287,2252,2252.0,20,False,-11.259999999999998,-245.0,40.0,48.0,8.0,0.0,269.90000000000015,395.47128,-9.72777777777778,0.0
1,46,8,J9:OP7,75.42908380296495,2290,2290.0,15,True,-11.449999999999998,-248.75,60.0,80.0,22.958333333333336,0.0,276.10000000000014,401.88092,-9.92666666666667,0.0
