episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,-322.1287,134,6207.0,20,20,0,0.0,0.9085441,0.090244345
2,-987.19666,134,6277.0,20,20,0,0.0,0.8936328,0.12385583
3,-985.1391,134,6247.0,20,20,0,0.0,0.91350514,0.105691954
4,-931.0824,134,6277.0,20,20,0,0.0,0.9305932,0.089295745
5,-1126.31,134,6317.0,20,20,0,0.0,0.88681334,0.12685992
6,-1081.3273,134,6267.0,20,20,0,0.0,0.93548214,0.07979579
7,-1121.894,134,6317.0,20,20,0,0.0,0.9224315,0.07537562
8,-1104.5118,134,6322.0,20,20,0,0.0,0.8518929,0.20544173
9,-1074.704,134,6327.0,20,20,0,0.0,0.8829356,0.13374144
10,-926.93854,134,6307.0,20,20,0,0.0,0.8710427,0.17480472
