episode,total_reward,steps,makespan,completed_jobs,fully_completed_jobs,met_deadlines,deadline_ratio,avg_machine_util,machine_util_std
1,1218.8658418482457,123,6134.0,20,20,0,0.0,0.9184327790457559,0.110433675
2,1266.4957319163818,123,6174.0,20,20,0,0.0,0.9491955512363676,0.06388945
3,1237.7779086703601,123,6109.0,20,20,0,0.0,0.8252305341845365,0.24208628
4,1183.9921840920533,123,6154.0,20,20,0,0.0,0.8144296392590186,0.25842497
5,1260.4970921009722,123,6099.0,20,20,0,0.0,0.9413565065311253,0.070674784
6,1167.3266118465556,123,6129.0,20,20,0,0.0,0.8580518844836026,0.19511907
7,1211.8363638596222,123,6119.0,20,20,0,0.0,0.9167075230157433,0.10009166
8,1162.553340773754,123,6119.0,20,20,0,0.0,0.8287301846706978,0.23726039
9,1232.9216942402272,123,6089.0,20,20,0,0.0,0.9800186127990365,0.016779583
10,1256.0384333844875,123,6029.0,20,20,0,0.0,0.8629955216453806,0.18112005
